sex,,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female
age_group,,15-19,15-19,15-19,15-19,15-19,20-24,20-24,20-24,20-24,20-24,25-29,25-29,25-29,25-29,25-29,30-34,30-34,30-34,30-34,30-34,35-39,35-39,35-39,35-39,35-39,40-44,40-44,40-44,40-44,40-44,45-49,45-49,45-49,45-49,50-54,50-54,50-54,50-54,55-59,55-59,55-59,55-59,55-59,60-64,60-64,60-64,60-64,65-69,65-69,65-69,65-69,70-74,70-74,70-74,70-74,75-79,75-79,75-79,75-79,80-84,80-84,80-84,80-84,85-89,85-89,85-89,85-89,90+,90+,90+,90+,15-19,15-19,15-19,15-19,15-19,20-24,20-24,20-24,20-24,20-24,25-29,25-29,25-29,25-29,25-29,30-34,30-34,30-34,30-34,30-34,35-39,35-39,35-39,35-39,35-39,40-44,40-44,40-44,40-44,40-44,45-49,45-49,45-49,45-49,45-49,50-54,50-54,50-54,50-54,50-54,55-59,55-59,55-59,55-59,55-59,60-64,60-64,60-64,60-64,60-64,65-69,65-69,65-69,65-69,65-69,70-74,70-74,70-74,70-74,70-74,75-79,75-79,75-79,75-79,75-79,80-84,80-84,80-84,80-84,80-84,85-89,85-89,85-89,85-89,85-89,90+,90+,90+,90+,90+
maritial_status,,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married
year,province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Malatya,,2,0,24,32688,,52,0,1652,30350,,284,1,9523,17172,,748,21,19389,7994,,1055,33,24510,4225,,1161,51,24728,2306,1128,96,23768,1349,967,140,20699,705,,800,244,19802,481,599,394,16237,272,345,555,12283,149,215,786,8657,90,101,947,5234,49,47,925,2734,26,24,909,1486,17,6,281,221,13,,17,0,545,30699,,283,11,7103,24213,,704,57,17144,9681,,1119,143,23499,3684,,1541,287,26329,2674,,1511,483,24088,2237,,1332,947,22890,2004,,946,1434,17532,1369,,881,2324,16909,1126,,567,2838,12482,713,,332,3753,9634,515,,250,4761,6763,398,,118,4689,3328,292,,76,4034,1579,163,,36,2599,490,97,,15,1607,164,81
2019,Manisa,,1,0,212,49344,,154,3,4952,50180,,763,9,23329,27581,,1788,27,39115,12060,,2853,71,47408,7062,,3272,116,45954,4112,3271,226,42932,2658,2821,358,41149,1835,,2348,681,40996,1291,1564,1069,34395,850,971,1353,25675,478,536,1767,17000,232,277,1878,9577,144,149,2041,5098,68,102,1645,2087,28,23,694,380,5,,22,3,1737,43813,,580,34,16196,31089,,1451,115,35639,11255,,2470,278,44398,4079,,3510,542,49054,2511,,3537,1017,44322,2010,,3127,1896,42570,1748,,2479,3232,38351,1466,,2087,5329,36826,1104,,1555,7719,28771,825,,1012,9535,19743,546,,628,10778,12014,339,,395,9824,5537,177,,254,8377,2540,114,,123,5588,765,63,,50,2364,125,37
2019,Mardin,,0,0,151,44106,,22,2,4335,33321,,173,11,19155,18483,,280,24,24251,7302,,313,42,23612,3217,,280,56,19236,1808,295,59,18173,1407,234,70,13286,725,,172,122,11374,407,156,185,8012,223,65,204,5842,118,62,329,4543,79,30,487,3039,65,19,498,1852,52,13,511,1049,56,1,174,308,57,,9,2,2057,40660,,141,16,13971,23270,,351,90,24561,12228,,424,163,23823,6011,,485,315,21519,4455,,443,482,17610,3362,,384,887,16260,2793,,241,1041,10611,1592,,222,1435,9064,1312,,128,1674,6448,890,,120,2042,4902,695,,92,2531,3596,614,,70,2291,1758,461,,56,2076,1011,370,,26,1460,423,282,,14,1021,242,225
2019,Mersin,,4,0,152,70010,,178,2,5066,60269,,1017,11,25114,37101,,2433,33,43758,18115,,3919,71,54789,10218,,4680,123,54903,6171,4595,238,54756,3630,4009,342,49437,2139,,3427,641,46026,1538,2374,938,36893,867,1587,1186,27068,415,872,1472,18612,255,406,1636,10458,135,188,1628,5334,55,104,1554,2491,35,23,594,448,8,,39,4,2160,63156,,854,34,18932,44075,,2259,121,40677,19855,,4017,332,51850,8592,,5654,654,57556,5934,,6274,1246,54574,4918,,5860,2366,52185,4140,,4887,3498,43916,3330,,4082,5830,40511,2653,,2870,7449,29848,1717,,1903,9102,20354,1190,,1076,9950,12996,786,,622,8935,6057,466,,304,7045,2438,251,,144,4874,868,147,,71,2233,176,111
2019,Muğla,,1,0,90,29932,,102,1,1985,31568,,647,1,12138,20780,,1704,22,22790,11322,,2920,38,30546,7331,,3670,93,32130,4625,3860,128,31350,2759,3682,218,28788,1844,,3257,375,27830,1284,2463,505,22900,693,1614,666,17428,454,957,794,12359,258,478,970,7880,127,221,1130,4688,50,100,1082,2274,26,30,528,518,7,,13,0,814,26628,,409,10,7968,21842,,1152,50,19957,8749,,2145,141,28102,3590,,3395,307,32553,2209,,3850,532,31167,1855,,4007,1037,29044,1486,,3533,1770,25808,1250,,3263,2917,23822,971,,2556,3873,18432,723,,1826,4856,13480,450,,1060,5516,8648,277,,565,5876,4639,155,,286,5195,2302,90,,195,4216,856,64,,91,2022,166,27
2019,Muş,,0,0,72,23826,,10,3,1955,17040,,70,4,9505,9026,,109,8,11671,3008,,123,17,11534,1048,,107,16,9704,554,85,37,8740,359,77,63,6902,157,,61,99,6387,96,42,174,4633,70,28,192,3274,39,15,256,2123,28,6,255,1226,8,6,215,498,8,6,173,253,3,2,81,78,1,,3,0,1895,20801,,71,13,8621,9993,,139,57,12773,4611,,147,84,11744,1680,,145,174,10532,1074,,113,246,8515,735,,75,375,7124,706,,74,485,4753,439,,60,673,4870,401,,30,925,3528,293,,28,1157,2829,252,,36,1270,1586,191,,12,1123,769,157,,5,784,265,106,,4,578,118,59,,3,396,57,46
2019,Nevşehir,,1,0,75,11137,,26,0,1322,10605,,199,2,4660,4695,,416,6,7919,1941,,632,12,9502,1010,,626,20,9162,437,558,40,8805,248,498,66,8139,158,,376,113,7855,119,239,187,6651,63,151,250,5278,50,79,339,3826,21,38,421,2136,10,31,365,1189,5,19,369,545,4,8,141,82,0,,11,1,650,10629,,164,12,4019,8569,,364,19,7113,2227,,558,55,8890,794,,689,115,9504,539,,714,232,8359,442,,652,384,8145,376,,544,665,7498,273,,436,1018,7047,239,,267,1436,5669,152,,181,1777,4260,108,,101,2323,3018,70,,83,2134,1444,34,,48,1803,692,24,,26,1113,177,13,,13,528,28,2
2019,Niğde,,1,0,91,15557,,44,1,1694,14388,,226,2,6053,6089,,482,14,9500,2724,,630,22,11265,1375,,580,31,10722,713,582,42,10841,419,478,62,9510,231,,335,102,8892,143,226,153,6876,93,152,251,5233,63,85,357,3973,33,53,419,2312,11,26,368,1095,7,27,387,607,4,4,138,85,1,,13,2,960,14262,,193,11,5235,10578,,399,35,8889,2734,,512,71,10107,893,,708,145,10948,625,,599,245,9919,551,,603,468,10100,530,,473,735,8360,420,,330,1161,7780,310,,245,1589,5748,199,,170,1898,4171,141,,128,2444,2982,76,,65,2344,1430,53,,50,1874,626,33,,25,1108,183,11,,9,542,46,13
2019,Ordu,,4,0,93,26104,,57,0,2261,23530,,314,3,10229,13795,,734,14,16946,6458,,1222,30,21714,3786,,1228,55,22080,2256,1324,110,23520,1397,1168,187,22975,897,,943,362,23755,635,635,552,20543,365,442,826,16126,182,224,1162,11325,99,157,1566,6943,67,92,1365,3507,28,67,1593,1899,20,11,536,313,2,,7,0,838,24020,,256,15,7739,17717,,572,58,16177,6482,,1002,152,19852,2302,,1279,302,22881,1677,,1186,539,21634,1299,,1092,1085,22707,1242,,772,1615,20109,951,,710,2799,21103,806,,538,3941,17328,557,,358,4890,12918,383,,252,6052,8793,341,,165,5984,4694,235,,121,4829,2322,175,,77,3657,947,126,,46,2068,287,86
2019,Osmaniye,,0,0,49,23491,,45,1,1711,18763,,294,6,7555,9942,,602,10,13629,4422,,846,27,17175,2326,,747,30,16706,1232,757,70,16008,706,573,93,14138,417,,427,144,13091,270,297,226,10834,183,191,342,7932,103,108,453,5049,58,50,489,2672,31,29,354,1251,13,19,413,681,5,5,147,126,3,,14,0,859,20835,,219,15,6713,11512,,536,58,12894,4647,,859,114,15654,1661,,926,224,17442,1297,,917,376,15937,1152,,720,715,15357,1095,,530,1007,12223,780,,389,1513,10874,711,,320,1997,8140,480,,234,2324,6180,357,,148,2545,3744,256,,88,2273,1696,146,,38,1775,710,87,,36,1184,270,78,,11,693,54,48
2019,Rize,,1,0,16,12261,,7,0,471,13097,,100,1,3763,8365,,288,11,7167,4537,,431,8,8957,2938,,575,22,9641,1957,608,50,10939,1169,597,106,11124,688,,428,162,10423,431,313,185,9007,195,147,289,6277,100,69,344,4197,48,37,475,2668,27,16,441,1302,6,18,470,657,8,1,105,83,1,,4,0,124,11853,,69,3,2263,10701,,236,8,6967,4436,,344,41,9231,1653,,458,84,9754,1171,,432,230,9639,998,,429,499,10112,1080,,374,849,9235,905,,304,1404,8583,655,,220,2072,6946,354,,146,2279,4513,247,,118,2816,3157,181,,78,3084,1693,151,,49,2529,826,98,,46,1910,337,96,,12,1088,64,51
2019,Sakarya,,2,0,151,39139,,93,1,3069,36664,,498,6,15691,20758,,1071,17,26415,9639,,1728,32,32302,5708,,2015,77,32631,3431,2007,116,30300,2037,1650,237,27317,1260,,1400,411,25661,824,1010,634,22133,546,588,854,16058,294,336,1068,10887,181,163,1195,5721,76,84,1120,2768,28,38,1053,1267,15,15,404,228,2,,25,0,1069,36400,,399,18,10948,27816,,1017,61,25580,9691,,1613,182,31226,3603,,2272,321,34086,2548,,2488,702,31548,2104,,2254,1355,29055,1812,,1714,2221,24242,1401,,1459,3660,22668,1046,,988,5193,17656,695,,639,5878,11485,424,,389,6641,7164,271,,206,5904,3358,157,,114,4500,1372,116,,66,3313,449,67,,30,1432,108,42
2019,Samsun,,4,0,210,49307,,104,2,4346,44783,,612,18,19589,25742,,1484,36,32694,11707,,2286,50,39151,6732,,2673,114,40065,3973,2658,161,39444,2269,2210,352,37771,1503,,1857,603,37960,1070,1277,961,32099,587,782,1399,24486,310,403,1855,16388,196,221,2324,9366,100,98,1887,4191,39,60,1916,2194,29,12,502,272,8,,21,1,1404,46525,,395,29,12886,35460,,1213,100,29718,13542,,2106,262,37754,4955,,3115,551,42061,3696,,3185,992,39413,3017,,2774,1844,39251,2731,,2267,2847,34118,2165,,1878,4901,35102,1706,,1360,6422,25939,1075,,838,8182,19029,684,,545,9232,12349,517,,281,8917,6264,353,,164,6779,2634,225,,107,5431,1103,187,,44,2478,237,86
2019,Siirt,,0,0,71,19035,,16,1,1933,16798,,57,6,8135,7804,,118,7,9688,2315,,105,13,9178,776,,88,13,7204,419,71,27,6527,285,69,32,5202,127,,42,53,4314,44,25,73,3404,40,22,89,2420,32,11,139,1689,16,7,200,951,11,5,161,487,9,2,164,274,3,0,53,55,2,,2,1,938,17156,,54,12,6118,10675,,104,32,9905,4199,,128,81,9126,1563,,138,133,8314,981,,81,214,6428,683,,86,290,5458,557,,61,417,3975,415,,35,542,3371,270,,30,635,2600,218,,35,842,2035,209,,13,1000,1335,160,,14,967,652,103,,7,689,261,71,,5,504,104,36,,1,382,53,38
2019,Sinop,,0,0,28,7045,,20,0,577,6945,,103,1,2727,4133,,260,6,4671,2086,,392,9,5648,1196,,496,20,5456,664,486,27,5487,421,450,50,5730,285,,364,106,6988,244,259,203,6783,132,192,306,6007,75,114,451,4497,51,64,588,2804,18,31,564,1326,6,39,610,713,4,5,207,130,0,,4,0,202,6620,,60,2,1809,5562,,177,10,4132,1876,,294,42,5379,709,,437,74,5788,530,,413,126,5214,369,,387,272,5618,366,,324,464,5474,303,,279,878,6626,229,,194,1219,5877,169,,148,1586,4710,87,,116,2099,3397,81,,73,2389,2035,65,,47,1941,822,52,,32,1470,303,21,,11,653,48,13
2019,Sivas,,0,0,48,25179,,30,0,1913,27524,,280,4,9599,13233,,607,15,15700,5582,,826,22,18290,3067,,916,41,17765,1668,879,84,17044,944,836,106,16249,582,,602,225,16430,411,534,382,15009,247,290,609,12153,155,191,922,8937,77,121,1239,5547,46,50,960,2323,24,45,1128,1516,14,5,290,172,4,,11,1,793,24899,,209,4,7296,21494,,492,47,15398,6224,,779,133,17794,2209,,955,245,18276,1478,,1018,440,16952,1346,,881,827,16325,1133,,718,1283,14177,892,,543,2200,14669,716,,352,3006,12049,485,,233,3939,9291,330,,168,5057,6760,263,,97,4807,3412,145,,49,3553,1359,93,,42,2485,589,61,,11,1172,142,36
2019,Tekirdağ,,2,0,175,35808,,139,2,3827,39720,,693,7,19458,22990,,1612,15,32745,10987,,2506,58,39466,6506,,2683,104,37127,3712,2669,156,33269,2087,2262,259,28493,1278,,1761,446,25792,831,1229,695,20702,556,749,912,15406,303,387,1021,9457,150,146,984,5095,80,94,1114,2638,48,43,954,991,24,15,394,213,6,,18,1,1287,30320,,487,14,12493,21704,,1278,60,29188,8875,,2192,176,36396,3313,,2940,364,39624,2153,,3108,688,33846,1550,,2642,1252,30604,1256,,2113,2048,24904,903,,1634,3454,22599,736,,1215,4931,17467,495,,720,5678,11763,304,,349,5856,6453,188,,177,5003,3010,108,,104,4218,1205,40,,52,2850,410,37,,14,1116,55,11
2019,Tokat,,0,0,58,23853,,48,1,1826,22601,,281,2,8344,11411,,592,15,14226,4870,,881,32,17171,2595,,1046,45,17570,1327,925,92,17822,870,787,153,17410,456,,638,259,17564,349,419,490,16121,215,260,727,12512,116,176,1061,9041,100,132,1204,5379,43,66,1218,2623,22,46,1059,1090,14,9,253,126,4,,15,1,836,22254,,232,16,6577,16751,,572,48,13161,5415,,825,127,16579,1936,,991,245,18249,1227,,946,487,17094,998,,833,918,17511,901,,597,1406,15482,592,,438,2491,16413,488,,331,3581,13318,357,,228,4463,10193,267,,171,5556,7002,199,,91,4913,3143,121,,72,3774,1257,95,,26,2472,417,58,,15,1031,99,33
2019,Trabzon,,0,0,29,28989,,26,0,1172,29891,,205,4,8946,18762,,551,12,17874,9676,,891,32,22852,5535,,1065,43,23354,3204,1106,106,23842,1948,871,177,23150,1212,,740,316,23287,750,608,470,20923,415,333,635,14876,194,186,791,9771,118,77,1102,5868,64,46,1023,2898,22,43,1266,1776,18,3,386,271,3,,6,1,323,28217,,136,5,5297,26417,,444,36,16101,10406,,832,106,22385,3976,,1195,240,24306,2794,,1169,471,22066,2333,,1099,922,22373,2281,,894,1506,20008,1840,,815,2614,20984,1530,,574,3785,17446,972,,377,4286,11320,590,,265,5583,7935,452,,167,5915,4254,305,,112,4619,1975,193,,65,4332,1034,152,,43,2814,387,120
2019,Tunceli,,0,0,3,2003,,11,0,426,4913,,67,1,2090,3585,,135,2,2086,1685,,196,2,2182,1216,,249,4,2137,807,258,13,2371,514,230,15,1877,243,,176,39,2068,163,162,54,1995,75,72,72,1593,33,36,73,1184,17,14,100,728,10,15,178,570,12,12,180,356,3,1,77,71,3,,0,0,45,1880,,25,0,771,2188,,91,4,1999,1047,,156,10,2098,625,,198,22,2104,457,,205,36,1790,339,,211,75,2022,353,,137,121,1689,231,,131,194,1947,227,,111,391,1704,133,,56,478,1324,91,,41,693,924,37,,19,611,474,13,,8,559,243,16,,12,556,145,10,,5,383,44,9
2019,Uşak,,2,0,58,12932,,49,0,1433,12883,,258,4,5515,5839,,632,11,9546,2727,,931,18,11944,1506,,1032,36,11630,746,1028,52,11227,401,789,95,10281,254,,632,186,10274,182,446,278,8773,103,242,335,6707,83,161,442,4699,35,71,591,2816,28,54,646,1418,9,25,594,704,5,11,210,101,0,,14,0,532,12335,,189,10,4195,10529,,462,34,8190,2714,,817,72,10922,969,,1076,146,12011,629,,1183,239,11345,489,,969,409,10808,357,,788,731,9589,272,,657,1224,9609,197,,461,1690,7669,141,,296,2040,5569,98,,186,2575,3595,76,,103,2711,1870,30,,77,2233,806,24,,34,1664,283,11,,14,546,35,5
2019,Van,,0,0,173,63356,,40,4,6512,47502,,203,13,28877,24491,,393,45,35995,8296,,413,42,35477,2953,,342,61,26128,1302,288,91,26068,745,199,172,18411,348,,151,283,17057,223,98,385,11297,114,53,461,7145,77,21,604,4831,35,22,598,2897,30,8,480,1239,9,3,417,597,6,2,119,121,7,,5,2,3990,56889,,178,42,23262,30627,,377,111,37615,13960,,498,292,35264,5296,,547,541,32448,3324,,390,696,22245,2038,,361,1271,21954,1848,,204,1500,13744,1159,,182,2326,13202,1064,,110,2892,8646,747,,67,3083,5840,538,,41,3202,3540,371,,17,2534,1412,276,,11,1776,536,149,,3,1088,199,69,,3,678,77,68
2019,Yalova,,0,0,10,8862,,15,1,569,8888,,108,0,3365,5431,,297,2,5731,2712,,462,9,7135,1623,,612,20,7360,983,724,28,7296,603,665,41,6583,389,,648,87,6560,282,603,159,5781,194,383,184,4542,104,258,273,3141,63,133,292,1981,47,54,283,1045,14,27,300,476,8,8,102,79,0,,2,0,162,7832,,71,0,2234,6383,,245,12,5341,2646,,447,33,6911,1050,,699,68,7753,723,,855,143,7398,616,,922,287,7043,605,,865,513,6082,426,,781,865,5910,314,,661,1253,4773,253,,477,1587,3344,135,,311,1780,2139,78,,164,1709,1020,66,,106,1374,405,35,,37,992,142,17,,17,465,29,10
2019,Yozgat,,1,0,53,16685,,47,2,1612,15069,,241,4,6430,7422,,501,10,10355,3326,,668,14,12101,1600,,687,39,11439,814,678,57,11404,439,526,82,11285,253,,413,155,11703,174,263,272,10144,102,189,410,8652,61,115,596,6189,47,62,730,3436,22,40,568,1542,8,32,703,926,7,5,210,122,5,,9,0,809,15500,,192,14,5562,11032,,375,28,9616,3548,,555,71,11503,1211,,686,152,11461,818,,618,266,10737,634,,553,560,11079,578,,413,887,10179,446,,340,1516,10538,376,,217,2067,8344,258,,175,2819,6900,201,,114,3581,4840,171,,51,3401,2291,96,,38,2502,941,61,,20,1817,329,47,,8,679,78,30
2019,Zonguldak,,2,0,78,20490,,68,0,1457,19323,,331,2,7081,11609,,822,11,13457,6066,,1393,22,18605,3880,,1647,53,19397,2450,1483,97,17745,1358,1336,162,16904,953,,1177,257,17585,633,869,511,16443,366,580,724,12854,182,270,821,7850,92,136,892,4117,42,63,842,1941,18,32,878,870,7,5,250,119,2,,5,0,447,19328,,231,8,4294,15842,,579,30,11116,5580,,1021,110,16082,2324,,1505,255,19326,1892,,1548,502,18674,1828,,1476,814,17362,1792,,1254,1364,16717,1387,,1124,2502,16886,971,,827,3599,14395,583,,555,4272,9901,300,,321,4497,5759,152,,177,4161,2555,87,,88,3346,1051,49,,48,2642,396,36,,13,1012,65,9
2019,Çanakkale,,1,0,80,16312,,44,1,1468,21536,,226,3,6858,10842,,631,12,12143,5152,,1090,15,16057,3208,,1385,47,16483,1938,1435,67,15927,1284,1417,143,15870,915,,1222,246,15954,753,955,411,15050,480,616,597,12148,319,385,847,8607,171,175,936,5119,93,92,990,2822,54,40,837,1160,18,15,389,211,4,,7,0,531,15988,,177,6,4284,15085,,436,24,11015,4464,,846,74,14453,1636,,1315,140,17227,1074,,1478,364,16244,790,,1477,699,15967,657,,1270,1288,15150,545,,1025,2257,14992,471,,814,3196,12961,321,,569,4153,9511,173,,334,4845,6007,108,,181,4864,3105,68,,116,4260,1382,30,,76,2860,409,24,,26,1214,57,10
2019,Çankırı,,0,0,24,6275,,12,0,647,7221,,135,0,3047,3473,,243,2,4816,1462,,332,8,5402,734,,363,10,5123,341,340,17,5288,229,305,43,5617,124,,280,75,6234,102,152,149,5640,57,99,194,4655,45,63,303,3344,22,56,479,2162,12,23,473,977,7,25,443,532,4,5,156,89,0,,1,0,228,5975,,82,3,2116,5357,,143,15,4384,1364,,279,36,4821,493,,328,43,5013,335,,295,103,4762,285,,282,231,5047,262,,196,390,5203,205,,175,700,5711,164,,127,1046,4752,107,,95,1382,3928,90,,42,1706,2624,51,,42,1867,1501,40,,24,1498,593,22,,16,1083,234,25,,8,419,35,4
2019,Çorum,,0,0,47,18138,,49,2,1488,16988,,258,1,7017,8943,,650,13,12378,3949,,961,20,15743,1944,,995,30,15895,1023,946,47,15726,596,764,111,14990,332,,668,205,15574,270,428,331,13655,139,288,535,11233,74,187,854,8807,65,93,1098,5393,36,65,975,2650,12,38,1173,1349,13,10,334,194,1,,10,0,644,16955,,203,15,5471,11696,,472,34,11330,4211,,801,79,14086,1347,,1023,197,16149,915,,1095,393,15627,764,,895,718,15329,592,,653,1081,13315,415,,564,2030,14334,369,,349,2734,12089,256,,244,3764,9419,199,,177,4841,6853,153,,122,4858,3386,87,,80,3734,1421,58,,37,2698,526,40,,15,1199,136,21
2019,İstanbul,,6,0,749,543530,,789,12,33139,543749,,6482,72,225180,383731,,19405,283,427360,202106,,33462,590,535345,116816,,40307,1019,511753,65501,41626,1854,478650,36559,33579,2880,383303,19538,,26557,4556,326206,12515,18582,6404,242248,7494,11048,7919,163017,4091,6148,9240,106132,2271,2792,9885,59320,1103,1387,8720,29642,532,686,8343,14396,284,193,3582,3284,102,,84,8,10040,501478,,3753,144,134918,431187,,14757,702,371846,224324,,30953,1713,504927,104698,,48204,4253,550187,71191,,55095,8197,489888,52072,,54281,16089,437044,38026,,44231,25221,328334,24583,,36216,41197,275508,17797,,27538,54272,191975,11392,,17698,63578,123708,7087,,11070,69998,72445,4768,,5971,62057,33768,2971,,3455,49982,13735,1797,,1908,35607,4947,1295,,925,18915,1223,811
2019,İzmir,,3,0,315,137492,,356,2,10020,148527,,2599,28,59027,101811,,7218,71,109136,51847,,12575,194,137213,31758,,15959,298,137224,19386,16549,518,130359,11354,15108,915,116546,7185,,13019,1647,113758,4994,9849,2546,96210,3288,6137,3459,74215,1757,3302,4221,51545,955,1465,4465,29748,445,675,4340,15474,228,326,3701,6496,107,90,1715,1436,40,,53,5,3663,124297,,1682,56,37303,106149,,5454,211,95569,53606,,10927,568,130384,21883,,17314,1303,147448,14550,,20471,2574,138182,11472,,20482,5113,127917,8889,,17861,8603,108691,6624,,15678,14842,100762,5204,,11884,21419,79974,3655,,8016,26877,57147,2472,,4621,30397,34699,1700,,2553,28186,16233,1058,,1440,23808,6601,605,,855,16449,2062,379,,347,7831,433,214
2019,Şanlıurfa,,4,0,674,108874,,136,5,14226,74855,,539,24,50151,34640,,899,49,61282,11116,,892,80,56135,4184,,784,91,45608,2014,646,146,39104,1158,526,189,31101,665,,421,315,26831,449,318,394,17770,282,202,596,13139,163,139,747,8471,132,62,825,4685,120,42,695,2258,89,20,545,1055,42,8,213,253,42,,28,4,5940,96884,,495,72,39206,49934,,1132,230,61687,22536,,1348,436,59941,9822,,1424,734,51995,6753,,1218,1003,40843,4840,,1014,1631,34183,4039,,731,2172,24774,2765,,651,3294,22592,2466,,397,4005,14018,1716,,274,4585,9186,1327,,199,5276,5903,1120,,118,4426,2552,920,,58,3524,1242,695,,40,2317,400,412,,12,1559,171,329
2019,Şırnak,,2,0,101,30174,,34,0,3724,32238,,177,9,15709,17160,,182,11,15393,4432,,156,13,13978,1250,,123,25,9992,670,94,33,8522,543,61,49,6265,252,,48,47,5222,108,23,72,3655,51,16,118,2603,31,17,132,1621,34,7,223,1039,28,9,202,551,15,2,120,234,11,0,58,46,11,,2,1,1248,27615,,59,16,8890,15886,,145,67,15914,8462,,184,125,13299,3328,,166,274,12503,2266,,143,351,9587,1578,,107,494,7306,1161,,74,682,5047,738,,60,724,3585,555,,32,768,2543,504,,31,1033,1871,448,,25,1064,1149,330,,13,840,565,207,,10,716,295,139,,6,598,143,146,,1,507,98,131
2020,Adana,,3,0,164,89931,,144,2,6158,78690,,1043,17,30711,48050,,2866,44,53563,24012,,4693,105,67654,14442,,5763,178,69635,8961,5604,262,63580,4919,4651,451,53053,2768,,4167,816,54607,1935,2871,1100,41926,1144,1834,1728,34713,645,950,2042,21091,281,357,1924,10523,128,170,1705,5058,69,87,1407,2054,33,21,603,404,12,,20,3,2667,82811,,829,57,23933,57935,,2623,201,50375,26139,,4547,395,65092,11157,,6568,829,70957,7854,,7354,1607,68442,6876,,6687,2867,59984,5772,,5182,4045,46865,4348,,4495,7396,46926,3956,,3365,9295,33115,2592,,2510,12403,25265,1946,,1385,12830,14138,1171,,669,10453,5966,642,,373,8313,2442,388,,162,4926,739,208,,70,2619,198,150
2020,Adıyaman,,0,0,45,29077,,26,1,1604,24679,,173,7,9572,14338,,379,14,17122,5875,,473,22,19677,2481,,548,39,19579,1299,425,55,16951,591,313,76,13445,289,,305,150,13601,201,194,158,8990,125,131,385,7983,86,66,430,5546,35,40,512,3221,32,31,559,1839,15,10,482,811,10,4,172,178,3,,7,2,901,26969,,170,9,7890,18010,,398,43,15953,7069,,596,101,18984,2611,,668,189,19348,1735,,670,365,18342,1360,,580,640,15660,1040,,392,855,11183,615,,404,1258,10951,596,,266,1524,7680,448,,204,2245,6615,402,,114,2870,4463,334,,63,2556,2131,207,,39,2229,932,147,,19,1293,278,82,,18,1065,118,78
2020,Afyonkarahisar,,2,0,135,27601,,82,2,3717,25369,,469,8,12724,11875,,993,21,19745,4917,,1279,51,23236,2693,,1467,65,22826,1500,1306,87,20346,767,1120,182,19568,455,,811,334,19789,278,564,498,16406,211,361,793,13435,107,177,1014,8870,74,118,1039,4961,43,78,1267,2744,21,37,995,941,6,13,335,172,1,,17,0,1360,25062,,298,28,9947,19653,,709,58,17803,5701,,1082,169,21670,2080,,1422,310,22649,1247,,1452,617,22147,991,,1241,1040,19970,757,,930,1499,17796,591,,785,2778,18195,479,,511,3494,13741,303,,409,4946,10878,188,,210,5599,6469,147,,147,5219,3029,67,,102,4543,1314,44,,43,2570,323,25,,15,1049,52,11
2020,Aksaray,,5,0,84,16472,,68,0,2176,14828,,278,3,7322,6660,,703,10,11483,2979,,908,22,13262,1480,,927,28,13276,844,762,45,11592,464,529,47,9145,263,,443,130,9666,219,281,147,7301,115,174,271,5895,44,104,365,4859,31,48,378,2321,12,40,450,1277,9,13,302,464,3,5,100,81,0,,22,0,957,15046,,282,12,6395,11244,,568,41,10296,3284,,823,68,12218,1234,,975,142,12599,850,,1060,259,12310,735,,945,497,10954,676,,612,662,8122,500,,580,1157,8833,474,,322,1570,6337,282,,247,1993,5024,177,,188,2767,3618,137,,118,2296,1493,75,,64,1972,640,52,,19,1033,153,27,,14,481,43,17
