sex,,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female
age_group,,15-19,15-19,15-19,15-19,15-19,20-24,20-24,20-24,20-24,20-24,25-29,25-29,25-29,25-29,25-29,30-34,30-34,30-34,30-34,30-34,35-39,35-39,35-39,35-39,35-39,40-44,40-44,40-44,40-44,40-44,45-49,45-49,45-49,45-49,50-54,50-54,50-54,50-54,55-59,55-59,55-59,55-59,55-59,60-64,60-64,60-64,60-64,65-69,65-69,65-69,65-69,70-74,70-74,70-74,70-74,75-79,75-79,75-79,75-79,80-84,80-84,80-84,80-84,85-89,85-89,85-89,85-89,90+,90+,90+,90+,15-19,15-19,15-19,15-19,15-19,20-24,20-24,20-24,20-24,20-24,25-29,25-29,25-29,25-29,25-29,30-34,30-34,30-34,30-34,30-34,35-39,35-39,35-39,35-39,35-39,40-44,40-44,40-44,40-44,40-44,45-49,45-49,45-49,45-49,45-49,50-54,50-54,50-54,50-54,50-54,55-59,55-59,55-59,55-59,55-59,60-64,60-64,60-64,60-64,60-64,65-69,65-69,65-69,65-69,65-69,70-74,70-74,70-74,70-74,70-74,75-79,75-79,75-79,75-79,75-79,80-84,80-84,80-84,80-84,80-84,85-89,85-89,85-89,85-89,85-89,90+,90+,90+,90+,90+
maritial_status,,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married,unknown,divorced,widowed,married,never_married
year,province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Bilecik,0.0,1,0,25,7714,0.0,23,1,1459,13427,0.0,113,2,5106,4425,0.0,218,5,6580,1278,0.0,219,9,6914,518,0.0,227,16,6569,310,256,36,6403,187,192,75,5587,138,0.0,133,92,4141,76,79,128,3097,65,59,220,2544,36,44,318,2062,26,38,513,1538,11,20,428,707,5,6,185,167,1,2,36,17,1,0.0,3,0,407,6740,0.0,72,7,3570,4017,0.0,191,18,6452,1191,0.0,224,38,6641,488,0.0,237,117,6684,317,0.0,251,232,6031,248,0.0,203,390,5878,154,0.0,139,554,4749,123,0.0,109,768,3470,70,0.0,69,982,2693,49,0.0,42,1364,2118,28,0.0,36,1510,1531,29,0.0,24,1781,938,13,0.0,13,1307,352,10,0.0,4,385,54,6,0.0,4,138,3,0
2009,Bingöl,0.0,0,0,47,13647,0.0,4,1,1488,14549,0.0,49,3,5971,6558,0.0,78,9,7593,2170,0.0,83,16,7952,851,0.0,73,18,6058,330,67,34,5325,165,39,50,4093,78,0.0,22,75,2917,38,10,83,2433,34,11,160,1935,24,11,214,1450,16,7,314,1198,9,4,187,436,6,1,131,192,3,0,20,16,0,0.0,2,0,822,12897,0.0,39,12,4855,7637,0.0,92,25,7645,4134,0.0,102,91,7216,2140,0.0,98,146,6981,1590,0.0,87,196,4660,801,0.0,84,339,4490,525,0.0,38,396,3508,340,0.0,37,510,2753,269,0.0,25,692,2282,162,0.0,16,775,1468,124,0.0,12,813,875,93,0.0,6,824,614,83,0.0,6,605,263,45,0.0,6,379,67,21,0.0,0,113,23,12
2009,Bitlis,0.0,0,0,166,19515,0.0,6,2,2074,15266,0.0,34,8,8085,6361,0.0,56,13,8835,1586,0.0,45,13,9565,581,0.0,34,25,7279,196,37,33,6528,112,30,43,4515,59,0.0,14,51,3316,32,12,109,2397,36,5,163,2017,22,2,179,1244,12,5,267,962,16,4,149,307,10,0,79,140,4,1,15,24,2,0.0,0,1,1763,16428,0.0,21,19,7152,7820,0.0,60,47,9779,3592,0.0,62,83,8235,1335,0.0,57,171,8113,1044,0.0,31,214,5111,535,0.0,23,341,4872,457,0.0,22,433,3654,347,0.0,10,551,3101,267,0.0,17,773,2414,217,0.0,6,821,1415,123,0.0,4,770,794,93,0.0,7,779,492,77,0.0,1,623,278,56,0.0,0,354,105,43,0.0,1,128,26,19
2009,Bolu,0.0,0,0,44,10732,0.0,24,1,1551,11161,0.0,157,4,6766,4503,0.0,295,13,8951,1368,0.0,313,14,9232,563,0.0,296,17,8248,260,259,43,8249,200,242,65,7630,153,0.0,169,101,6314,82,102,166,5278,74,89,271,4188,56,54,395,2938,31,58,761,2569,41,24,603,1140,8,11,238,246,4,3,81,34,1,0.0,4,0,507,9517,0.0,97,4,4267,6954,0.0,301,24,8570,2215,0.0,363,63,8979,870,0.0,372,167,8964,576,0.0,311,265,7972,352,0.0,309,512,7945,246,0.0,222,736,7111,182,0.0,185,992,5673,126,0.0,94,1430,4658,84,0.0,79,1774,3484,55,0.0,60,1881,2258,29,0.0,70,2425,1673,41,0.0,39,1878,632,35,0.0,20,695,116,8,0.0,7,204,10,6
2009,Burdur,0.0,0,0,41,9050,0.0,23,1,1349,10573,0.0,162,4,5597,3917,0.0,294,6,7589,1220,0.0,344,11,8078,498,0.0,348,27,8072,224,346,33,8513,143,251,62,7582,93,0.0,174,87,6400,70,133,122,5045,32,82,191,3669,27,56,344,3301,27,82,556,2831,13,32,455,1196,4,5,200,285,2,3,75,53,1,0.0,8,1,821,8054,0.0,114,13,4462,4572,0.0,274,27,7045,1165,0.0,384,77,7680,464,0.0,388,174,7934,364,0.0,350,229,7554,311,0.0,361,492,8044,226,0.0,269,753,7057,162,0.0,227,986,5889,102,0.0,142,1359,4682,68,0.0,104,1651,3195,63,0.0,76,2056,2336,26,0.0,89,2566,1746,36,0.0,55,1965,622,15,0.0,14,700,82,11,0.0,5,297,18,5
2009,Bursa,0.0,0,0,375,101278,0.0,174,8,11466,82042,0.0,1287,42,65467,52967,0.0,2568,55,91479,18566,0.0,3122,136,94056,7158,0.0,3194,208,84713,3580,2872,389,80189,2184,2489,712,70066,1536,0.0,1630,1056,54269,897,1078,1469,40000,529,621,1949,27277,350,372,2655,18621,228,343,3831,12736,144,144,2782,4952,58,49,1304,1300,13,8,310,194,3,0.0,44,3,5513,91535,0.0,981,55,46146,57899,0.0,2949,272,91063,23412,0.0,4192,662,93714,10524,0.0,4524,1389,90333,6634,0.0,4235,2437,77930,4103,0.0,3874,4679,73819,2906,0.0,3132,7127,60792,1903,0.0,2114,9260,44853,1091,0.0,1326,12004,31875,804,0.0,765,13369,19826,453,0.0,603,14555,11904,286,0.0,435,15130,7035,233,0.0,235,10422,2317,142,0.0,74,3991,403,67,0.0,25,1300,59,16
2009,Denizli,0.0,4,0,140,36127,0.0,115,3,4545,30394,0.0,785,16,23779,17070,0.0,1432,30,33341,5464,0.0,1588,44,32638,1982,0.0,1537,88,31357,998,1349,147,29804,617,1015,222,25305,369,0.0,647,280,20444,243,409,411,15348,120,243,551,10782,64,191,792,8483,42,162,1287,6661,41,78,957,2609,15,28,470,695,4,9,166,149,2,0.0,38,2,2742,31856,0.0,609,35,18232,18272,0.0,1586,106,32350,5659,0.0,2005,276,33915,2240,0.0,1999,563,31094,1342,0.0,1759,1041,28713,983,0.0,1656,1752,27500,706,0.0,1238,2463,22103,468,0.0,802,3227,16902,352,0.0,570,4428,13318,220,0.0,350,4873,8512,131,0.0,298,5890,5737,95,0.0,236,6835,3646,77,0.0,156,4783,1175,51,0.0,36,1629,166,16,0.0,17,738,28,12
2009,Diyarbakır,0.0,1,2,526,88128,0.0,48,7,8999,69217,0.0,184,32,36538,31366,0.0,375,47,45279,10511,0.0,489,71,43448,4208,0.0,445,95,33065,1693,405,125,28175,874,265,175,19463,454,0.0,232,253,15502,296,130,339,11242,175,83,519,8963,114,48,667,5752,93,39,975,4800,79,13,558,1610,28,6,288,605,12,1,86,139,6,0.0,7,1,5239,78935,0.0,157,65,28149,42430,0.0,440,230,45266,22146,0.0,626,401,42816,10936,0.0,687,743,37879,7171,0.0,568,1195,27401,4191,0.0,523,1740,23248,2882,0.0,329,1977,15794,1880,0.0,263,2691,13419,1367,0.0,188,3337,10294,1171,0.0,112,3424,6339,854,0.0,87,3633,4242,660,0.0,68,3923,2847,612,0.0,27,2518,1089,393,0.0,13,1236,324,172,0.0,4,526,88,71
2009,Düzce,0.0,1,0,112,14168,0.0,27,0,1923,11062,0.0,156,3,8031,6226,0.0,320,7,11217,2539,0.0,356,19,11532,1131,0.0,397,29,10399,630,370,56,10212,454,334,110,9166,282,0.0,226,154,6598,166,175,208,5596,114,101,278,3761,48,92,378,2647,33,42,573,2031,34,23,428,806,9,5,151,157,5,1,55,34,0,0.0,5,0,1178,12193,0.0,162,17,6661,6575,0.0,337,45,11111,2715,0.0,443,114,11466,1423,0.0,466,239,11281,1026,0.0,433,385,9321,697,0.0,403,676,9539,578,0.0,334,1097,7766,412,0.0,214,1286,5387,228,0.0,152,1652,4369,173,0.0,102,1885,2705,96,0.0,77,1955,1872,68,0.0,62,2073,1068,64,0.0,38,1552,451,50,0.0,13,551,86,15,0.0,2,199,16,7
2009,Edirne,0.0,0,0,156,14289,0.0,58,2,2367,18846,0.0,241,3,7684,7910,0.0,493,19,11284,3410,0.0,571,15,11670,1739,0.0,644,38,12741,1230,711,91,13845,1020,583,191,13503,792,0.0,406,298,11302,490,243,334,8149,306,141,417,5197,173,104,645,4474,136,69,915,3167,78,49,810,1366,33,5,397,314,3,0,82,38,0,0.0,13,0,1109,12897,0.0,192,4,5879,8776,0.0,470,43,10738,3035,0.0,614,109,12001,1308,0.0,578,229,12265,900,0.0,604,462,12680,699,0.0,547,902,13581,588,0.0,480,1382,12106,374,0.0,284,1826,9269,212,0.0,189,2356,6519,119,0.0,121,2493,4020,70,0.0,79,3375,3253,60,0.0,69,3782,1911,38,0.0,46,2787,686,26,0.0,10,1048,102,15,0.0,4,355,13,2
2009,Elazığ,0.0,0,0,87,25931,0.0,47,2,2674,24661,0.0,195,10,11620,12144,0.0,319,19,15939,4153,0.0,347,20,17196,1822,0.0,361,36,15506,825,340,59,14736,497,261,85,12812,260,0.0,173,130,9674,162,107,196,7552,113,69,397,5733,44,53,490,4108,48,37,960,4051,40,16,516,1218,13,10,276,447,6,0,71,63,2,0.0,8,1,1440,23338,0.0,170,18,9557,15229,0.0,477,83,16178,7803,0.0,562,156,16466,4484,0.0,645,323,17267,3625,0.0,539,512,13588,2275,0.0,503,849,13894,1624,0.0,361,1302,11130,899,0.0,255,1571,8489,507,0.0,161,2269,6630,296,0.0,90,2411,4346,174,0.0,80,2644,2778,118,0.0,36,2791,1866,107,0.0,28,2132,858,98,0.0,13,1095,214,32,0.0,4,462,47,6
2009,Erzincan,0.0,0,0,23,9423,0.0,18,1,1133,12292,0.0,86,1,4519,4574,0.0,160,2,6527,1565,0.0,198,4,6975,705,0.0,238,20,6151,302,190,25,5617,203,156,38,4978,93,0.0,105,76,4038,77,75,118,3405,47,47,169,2561,28,32,235,1964,26,42,472,1989,19,9,342,758,6,3,137,212,0,0,26,22,1,0.0,5,0,584,8578,0.0,84,6,3683,5098,0.0,185,37,6476,1911,0.0,245,49,6337,948,0.0,282,134,6514,675,0.0,217,243,5383,496,0.0,187,335,5250,351,0.0,120,527,4301,238,0.0,87,622,3303,156,0.0,71,948,3060,133,0.0,34,1221,2302,85,0.0,38,1312,1374,40,0.0,25,1625,1027,45,0.0,20,1357,509,43,0.0,6,597,85,13,0.0,3,222,25,9
2009,Erzurum,0.0,1,0,170,38794,0.0,35,2,3990,36969,0.0,162,8,17273,16356,0.0,262,27,23002,4486,0.0,279,33,24222,1568,0.0,262,55,19220,661,236,88,17989,411,178,162,14319,228,0.0,133,191,11046,156,88,417,9992,101,64,634,7558,72,55,852,5506,46,36,1238,4440,41,13,759,1474,10,5,408,431,3,3,48,55,2,0.0,8,1,2615,35197,0.0,143,36,15237,22996,0.0,354,125,24265,8600,0.0,403,255,22192,3736,0.0,424,474,21834,2899,0.0,315,667,15890,1777,0.0,295,1185,16457,1390,0.0,209,1663,12442,884,0.0,139,2149,9634,550,0.0,106,3167,8526,430,0.0,85,3683,5673,252,0.0,43,3480,3407,179,0.0,37,3746,2176,145,0.0,24,2536,891,100,0.0,9,953,176,39,0.0,7,390,38,13
2009,Eskişehir,0.0,2,0,99,29324,0.0,92,4,2865,33674,0.0,509,14,15637,17325,0.0,1020,22,22821,5965,0.0,1229,39,24745,2403,0.0,1342,69,24387,1326,1291,117,24977,882,1030,177,21737,536,0.0,716,298,18030,339,416,477,13850,237,268,746,10114,119,164,1038,7342,75,128,1341,4901,58,67,1062,2041,27,15,443,438,6,6,93,83,1,0.0,14,2,1345,26934,0.0,409,16,10893,24672,0.0,1132,75,22089,8123,0.0,1599,184,24939,3190,0.0,1736,431,25292,1928,0.0,1785,882,24149,1365,0.0,1539,1575,23796,1067,0.0,1152,2320,19125,717,0.0,750,3222,14950,469,0.0,478,4335,11346,347,0.0,298,5104,7503,176,0.0,230,5607,4797,95,0.0,168,5700,2465,75,0.0,80,3937,823,48,0.0,29,1376,121,21,0.0,17,464,16,5
2009,Gaziantep,0.0,4,0,476,80420,0.0,95,8,12760,54507,0.0,550,22,50013,23333,0.0,947,45,60041,6201,0.0,1083,60,54041,2159,0.0,1001,77,42911,963,1012,123,37586,568,811,193,27456,398,0.0,599,284,22015,236,421,465,17157,151,222,627,11302,98,139,810,7042,53,93,1081,5222,45,54,836,2108,21,17,304,477,10,7,104,131,2,0.0,32,5,8376,67962,0.0,642,94,41581,30956,0.0,1478,261,57818,13369,0.0,1874,472,55382,7097,0.0,1962,889,48244,4564,0.0,1668,1368,35997,2560,0.0,1579,2219,32523,1805,0.0,1196,2710,23326,1334,0.0,824,3674,17884,1013,0.0,573,4588,13595,762,0.0,341,5017,8222,535,0.0,260,5350,5133,382,0.0,172,5069,2723,314,0.0,77,3418,1078,222,0.0,38,1722,332,120,0.0,17,807,126,58
2009,Giresun,0.0,0,0,61,18750,0.0,28,2,1580,15412,0.0,165,2,7135,8014,0.0,376,10,10504,3179,0.0,494,24,12141,1589,0.0,550,48,12560,891,620,64,13181,629,499,138,12710,366,0.0,289,173,9673,197,181,224,7318,111,138,416,6220,77,110,633,5573,63,87,1307,5463,64,36,768,1723,10,6,179,250,6,1,81,43,14,0.0,9,0,1093,16932,0.0,148,24,6517,9802,0.0,366,68,10925,3275,0.0,469,126,11455,1497,0.0,511,244,12243,1178,0.0,538,462,11345,903,0.0,489,857,11978,681,0.0,375,1292,10979,516,0.0,228,1557,8202,316,0.0,144,2221,6764,239,0.0,140,2863,5266,170,0.0,140,3582,4347,179,0.0,130,4424,2986,174,0.0,83,3472,1332,165,0.0,15,1205,191,72,0.0,17,453,35,45
2009,Gümüşhane,0.0,0,0,18,6425,0.0,5,1,587,5715,0.0,41,5,2756,2576,0.0,77,0,3743,872,0.0,99,7,3921,386,0.0,109,13,3881,180,86,17,3869,100,59,29,3204,63,0.0,32,36,2360,45,32,49,1904,34,20,125,1693,18,21,160,1390,12,21,332,1422,15,6,232,527,5,2,73,71,3,0,16,5,0,0.0,2,1,360,5829,0.0,35,3,2385,3169,0.0,83,19,3697,1095,0.0,105,39,3432,504,0.0,110,61,3909,386,0.0,96,112,3310,249,0.0,87,202,3326,205,0.0,59,284,2673,181,0.0,37,365,2089,112,0.0,35,563,1902,94,0.0,31,731,1454,55,0.0,11,817,1062,46,0.0,18,970,829,51,0.0,19,935,468,35,0.0,1,391,107,13,0.0,1,132,31,6
2009,Hakkari,0.0,1,0,121,15242,0.0,11,2,2006,19458,0.0,42,8,6684,7061,0.0,63,11,7325,1680,0.0,36,7,6245,497,0.0,17,16,4557,143,9,26,4188,82,10,31,2765,36,0.0,4,32,1767,24,4,48,1363,19,4,78,1080,17,3,100,648,18,2,97,445,9,2,60,176,10,0,50,75,8,1,11,31,1,0.0,0,0,731,13701,0.0,13,11,3966,7344,0.0,39,57,7639,4199,0.0,39,112,6746,1634,0.0,25,138,5091,837,0.0,14,196,3608,490,0.0,12,297,3365,407,0.0,14,333,2363,310,0.0,12,371,1789,173,0.0,9,430,1168,150,0.0,3,421,626,88,0.0,2,432,411,76,0.0,4,439,294,72,0.0,1,392,193,60,0.0,0,180,58,24,0.0,2,80,23,12
2009,Hatay,0.0,4,0,218,64479,0.0,84,4,7044,63451,0.0,538,15,30891,31468,0.0,983,27,44026,10859,0.0,1125,38,48096,3818,0.0,1155,57,43368,1743,1157,110,40300,1067,953,172,32039,579,0.0,633,263,24094,293,419,375,17462,177,183,395,9297,94,177,904,10608,73,138,1433,7350,63,50,1030,2703,25,21,446,719,6,8,197,189,4,0.0,48,2,6828,54574,0.0,545,61,31006,27662,0.0,1334,215,45667,14225,0.0,1729,430,45271,8878,0.0,1796,848,44796,7750,0.0,1763,1282,36083,5674,0.0,1700,2281,34272,4248,0.0,1308,3142,26643,2357,0.0,919,3853,19390,1391,0.0,577,4586,13747,865,0.0,327,4051,7123,368,0.0,271,5583,6064,382,0.0,210,5738,3693,314,0.0,92,3694,1265,184,0.0,47,1978,329,74,0.0,12,841,76,32
2009,Isparta,0.0,1,0,83,17347,0.0,51,1,2888,24908,0.0,256,7,10194,7970,0.0,444,12,13280,1980,0.0,474,20,13379,832,0.0,412,28,12516,402,387,56,12836,270,333,85,11789,148,0.0,225,133,10022,97,154,185,7467,79,94,279,5393,48,87,386,4102,20,74,870,3763,27,44,678,1591,10,12,233,349,4,1,114,52,0,0.0,14,2,1085,15068,0.0,205,13,7214,11238,0.0,482,46,12494,2989,0.0,594,118,13364,1164,0.0,661,221,13064,820,0.0,545,399,12134,598,0.0,523,663,12362,395,0.0,364,1090,11089,259,0.0,289,1430,8793,157,0.0,174,1848,6643,124,0.0,128,2234,4368,61,0.0,95,2602,3008,58,0.0,114,3339,2140,53,0.0,56,2539,935,38,0.0,17,832,106,16,0.0,5,332,18,5
2009,Iğdır,0.0,0,0,44,10129,0.0,12,0,923,8798,0.0,67,3,4084,4407,0.0,109,3,5108,1323,0.0,141,11,5409,566,0.0,118,12,4277,187,119,23,4008,122,83,37,3232,58,0.0,72,32,2448,41,47,48,1897,17,12,73,1191,10,19,108,931,10,14,151,796,2,5,101,309,3,2,63,162,1,1,14,15,1,0.0,3,1,679,8742,0.0,56,10,3585,4137,0.0,115,17,5606,1889,0.0,147,44,4818,836,0.0,151,113,4759,666,0.0,144,160,3387,392,0.0,128,268,3483,326,0.0,85,322,2595,262,0.0,73,460,2190,180,0.0,45,562,1453,99,0.0,20,543,791,54,0.0,16,659,545,55,0.0,21,690,403,44,0.0,4,470,153,26,0.0,3,238,37,18,0.0,1,99,13,6
2009,Kahramanmaraş,0.0,1,0,309,49894,0.0,83,1,7673,34787,0.0,445,15,30739,16795,0.0,698,19,35711,5058,0.0,752,32,34261,1986,0.0,670,38,27378,931,644,68,26122,652,448,112,21028,385,0.0,348,183,16059,219,220,331,13466,166,152,528,10012,106,94,629,6025,55,139,1204,5793,56,55,868,2156,19,21,384,545,5,4,104,133,3,0.0,38,3,6368,41047,0.0,461,51,26502,18110,0.0,1021,160,36516,7779,0.0,1133,295,33165,4003,0.0,1105,548,31685,2986,0.0,892,808,23849,1870,0.0,783,1209,22284,1353,0.0,527,1620,17059,1098,0.0,404,2066,14007,747,0.0,262,2960,10948,569,0.0,185,3267,7303,398,0.0,159,3776,4674,295,0.0,125,3638,2647,216,0.0,64,3007,1189,121,0.0,32,1540,332,83,0.0,8,759,107,41
2009,Karabük,0.0,0,0,55,8884,0.0,27,1,1005,8757,0.0,134,4,4373,4107,0.0,239,10,6238,1350,0.0,249,10,7218,592,0.0,304,16,7010,303,279,38,6846,192,212,73,6443,135,0.0,138,96,5786,74,126,179,4607,48,67,298,3401,37,37,306,2074,23,32,752,2146,30,12,402,675,8,4,145,144,0,2,51,15,0,0.0,8,1,445,7711,0.0,109,3,3075,4485,0.0,246,35,5924,1840,0.0,343,65,7030,901,0.0,343,157,7108,685,0.0,342,257,6743,511,0.0,286,436,6695,336,0.0,191,632,6119,194,0.0,135,918,4842,148,0.0,92,1254,3892,71,0.0,52,1524,2742,59,0.0,38,1565,1633,21,0.0,43,1975,1271,30,0.0,13,1380,459,27,0.0,9,451,86,13,0.0,0,156,11,1
2009,Karaman,0.0,1,0,40,10279,0.0,27,1,1611,7738,0.0,154,1,6170,3442,0.0,249,12,7357,984,0.0,226,4,7958,396,0.0,195,15,7101,194,168,29,6556,150,132,38,5413,103,0.0,106,44,4444,66,73,72,3461,45,42,132,2600,18,29,206,2191,28,37,357,1907,7,26,334,838,9,6,141,179,1,1,57,44,0,0.0,10,1,968,9007,0.0,143,11,5153,4824,0.0,295,38,7491,1404,0.0,394,84,7475,652,0.0,360,172,7464,472,0.0,290,247,6525,372,0.0,300,364,6136,279,0.0,192,539,4870,201,0.0,151,711,3849,119,0.0,107,955,3091,92,0.0,61,1087,2137,49,0.0,58,1348,1554,56,0.0,57,1563,971,54,0.0,36,1152,367,32,0.0,13,383,63,11,0.0,4,170,10,2
2009,Kars,0.0,0,0,65,15734,0.0,23,2,1552,16950,0.0,53,4,6902,7380,0.0,99,14,9062,2041,0.0,129,21,9772,846,0.0,121,21,7654,347,101,39,7219,266,94,66,5674,145,0.0,44,89,4005,80,41,149,3852,61,35,221,2844,34,15,227,1973,26,13,420,1624,15,7,272,601,4,0,162,294,1,1,44,49,1,0.0,1,1,1502,13188,0.0,40,16,6833,6435,0.0,127,52,9973,2697,0.0,133,77,8537,1179,0.0,121,186,8522,917,0.0,106,236,5963,658,0.0,85,456,6113,620,0.0,72,597,4671,421,0.0,44,714,3371,268,0.0,37,1120,3136,273,0.0,31,1291,2084,128,0.0,12,1272,1284,100,0.0,14,1347,811,83,0.0,11,906,320,44,0.0,4,375,68,24,0.0,0,152,21,5
2009,Kastamonu,0.0,2,0,130,13689,0.0,30,2,2218,11184,0.0,181,9,8528,5314,0.0,307,12,10417,1836,0.0,401,25,10306,860,0.0,393,43,9688,502,390,71,10750,411,358,128,10470,294,0.0,236,204,8941,206,198,387,8362,162,174,785,6840,140,133,911,4304,73,126,1734,4617,63,58,1069,1570,20,21,373,324,3,7,100,59,1,0.0,15,2,896,12242,0.0,120,21,6082,7341,0.0,309,65,10427,2795,0.0,405,99,10205,1218,0.0,402,225,10208,910,0.0,348,389,9036,645,0.0,322,720,10163,588,0.0,268,1008,9651,504,0.0,223,1458,8142,328,0.0,207,2339,7785,259,0.0,185,3085,6033,178,0.0,134,3035,3614,130,0.0,131,4126,3035,131,0.0,73,3029,1139,85,0.0,34,1010,202,32,0.0,13,295,29,9
2009,Kayseri,0.0,2,0,242,51776,0.0,123,3,7705,45463,0.0,721,9,35720,19802,0.0,1041,26,43650,5085,0.0,1084,27,42478,1733,0.0,973,63,36742,867,888,104,34007,567,700,213,29592,366,0.0,451,286,22688,223,311,503,17072,150,167,706,11782,75,111,780,7332,57,121,1536,7307,56,52,1039,2222,6,13,363,474,5,2,111,85,3,0.0,48,2,5619,44440,0.0,665,52,28363,21948,0.0,1439,188,43410,8368,0.0,1786,361,41716,3819,0.0,1741,754,39569,2640,0.0,1436,1189,33220,1689,0.0,1254,2085,30981,1332,0.0,928,2860,24923,847,0.0,607,3656,18327,525,0.0,389,4839,14677,393,0.0,247,5579,8974,236,0.0,162,5704,5416,164,0.0,136,6345,3317,153,0.0,71,4057,1138,96,0.0,27,1794,220,40,0.0,6,652,53,17
2009,Kilis,0.0,0,0,38,6005,0.0,3,0,872,4653,0.0,37,1,3197,1570,0.0,54,1,3584,361,0.0,59,5,3732,144,0.0,68,5,3235,85,71,15,3003,58,60,13,2172,36,0.0,54,23,1840,28,29,52,1665,24,23,69,1215,11,11,110,880,12,13,159,732,13,4,131,327,4,3,58,67,0,0,15,8,2,0.0,0,0,709,5112,0.0,55,8,2878,2383,0.0,80,31,3767,914,0.0,105,41,3615,511,0.0,124,84,3414,386,0.0,108,133,2844,247,0.0,112,196,2597,177,0.0,70,239,1850,121,0.0,53,345,1658,95,0.0,47,487,1419,100,0.0,28,523,930,60,0.0,27,642,604,60,0.0,28,622,366,40,0.0,12,498,158,38,0.0,8,258,39,18,0.0,1,137,11,4
2009,Kocaeli,0.0,4,0,246,62617,0.0,103,5,7418,57174,0.0,838,20,42628,34928,0.0,1578,38,59383,12240,0.0,1871,58,57382,4413,0.0,1555,119,49192,1919,1494,224,44851,1219,1268,381,38124,767,0.0,854,545,28580,439,601,711,21140,240,275,995,13664,149,222,1196,8608,103,136,1682,5939,76,67,1200,2305,36,23,510,578,7,2,116,84,2,0.0,43,1,3818,55913,0.0,654,46,30516,35335,0.0,1761,199,58340,15014,0.0,2344,436,57990,6847,0.0,2470,900,53023,4365,0.0,2088,1437,43305,2726,0.0,1953,2692,41332,1856,0.0,1543,3954,32591,1129,0.0,1014,4930,22815,707,0.0,711,5920,15971,437,0.0,398,6240,9179,290,0.0,258,6161,5305,172,0.0,213,6369,3073,171,0.0,109,4484,1193,112,0.0,39,1744,213,48,0.0,12,595,40,15
2009,Konya,0.0,1,1,696,88707,0.0,227,4,17116,65481,0.0,1133,24,59365,24685,0.0,1776,46,66375,6417,0.0,1874,68,65099,2511,0.0,1646,111,59263,1339,1468,194,56745,937,1091,345,47383,561,0.0,730,523,37547,345,474,838,30842,182,290,1123,20223,119,206,1687,15044,88,219,2785,11618,75,111,2087,4472,27,34,807,996,9,8,246,202,0,0.0,74,11,7903,78997,0.0,1006,78,46159,43146,0.0,2545,301,67585,13436,0.0,3191,562,64803,6036,0.0,3137,1183,62696,4560,0.0,2713,1929,55288,3206,0.0,2378,3342,53925,2474,0.0,1568,4601,42534,1614,0.0,1099,6080,33674,916,0.0,746,8629,27177,667,0.0,433,9335,16134,395,0.0,371,10203,10383,282,0.0,232,10861,6133,218,0.0,159,7887,2259,148,0.0,37,2794,424,39,0.0,25,1056,85,22
