sex,,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female
age_group,,0-4,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,5-9,60-64,65-69,70-74,75-79,80-84,85-89,90+,0-4,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,5-9,60-64,65-69,70-74,75-79,80-84,85-89,90+
year,province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Trabzon,27250,32169,33456,31429,31713,29394,27280,24644,26095,22700,18473,27753,13893,10277,8151,7906,3516,787,173,25799,30961,32274,32523,29943,28112,27327,23249,27473,21437,19090,26863,15999,12787,10814,9281,8150,3456,1117
2010,Tunceli,2180,2407,2879,5670,4269,3892,3336,2447,2272,1767,1679,2241,1268,1035,1072,1285,666,249,44,2040,2410,2704,2886,3269,3014,2687,2095,2386,1801,1968,2072,1533,1289,1084,1191,959,437,216
2010,Uşak,11593,13761,13133,11958,14294,14065,12916,11631,11837,10055,9157,11962,6480,5058,4212,3526,1607,704,115,10874,12621,12502,13484,13525,13832,12614,11312,12027,9916,9356,11286,7084,6087,5201,4508,2502,973,251
2010,Van,70588,72948,63173,44966,45548,35478,31399,20232,22533,13707,10648,72145,7794,5865,4036,2875,1088,664,101,67333,69094,59365,49261,42394,33672,29464,16929,20951,13604,12279,68980,9237,5989,4699,2978,2136,945,320
2010,Yalova,6885,8085,7987,7803,8193,8142,7970,7075,7181,6539,5475,6954,4301,3223,2599,1902,936,349,63,6502,7488,7760,7453,7969,8327,8204,7099,7393,6312,5596,6610,4614,3543,2830,2221,1404,567,187
2010,Yozgat,19355,23588,23839,18886,19294,17579,15479,13754,15027,11542,11488,19765,8853,6931,4766,4724,2205,593,124,18138,22981,22420,19490,17570,16609,15969,13330,14928,11223,11766,19211,10390,8037,6366,5083,3318,1093,382
2010,Zonguldak,21427,22962,23386,26477,26781,26411,23362,20272,21273,20329,17997,21640,12639,8106,5981,5400,2460,553,94,20277,21785,23175,24337,25588,25677,24141,21561,22918,21032,17673,20517,13274,9409,7785,7038,4368,1247,351
2010,Çanakkale,13016,15596,17462,32914,19709,18807,17679,17383,17712,16745,15361,13401,12153,8943,7296,5589,3314,1271,228,12593,14634,15319,16726,17480,17713,17520,16773,17575,16442,14889,12495,12493,9847,8880,7138,4885,1962,454
2010,Çankırı,6072,6957,7416,6859,6730,6214,5780,5545,5865,4791,5215,5992,4195,3888,3153,2774,1318,419,98,5654,6683,6924,6396,5967,6142,5865,5233,5914,4953,5664,5790,4847,4282,3728,3158,1766,623,197
2010,Çorum,19188,23555,23236,17403,20541,20013,18489,15995,17931,14199,13942,19839,11703,10035,7616,6732,3251,905,186,18203,22467,22060,19697,19791,20081,18604,15180,18151,14780,14938,19047,13576,11023,8968,7016,4842,1666,556
2010,İstanbul,546204,551703,533428,521787,681369,678917,590770,465012,444625,341888,270057,530694,188899,123125,80949,60731,30485,11685,2766,517999,519082,498438,566754,666429,652442,569731,439704,433859,330402,276213,499438,204417,140361,107767,83848,59276,25713,8718
2010,İzmir,131034,144145,149047,191149,174751,174950,159567,138540,141276,121879,106477,126774,79781,55594,39972,28381,15193,5682,1176,123773,135036,140235,156326,169315,173044,160009,138753,141921,121100,108133,120284,84178,60669,49246,39415,27259,11300,3484
2010,Şanlıurfa,129194,112192,94012,67671,66700,56445,45019,33137,34098,20106,17789,118613,12861,9163,6702,4574,2187,627,292,122236,107179,90089,79045,68414,57002,45034,30602,34047,21943,17723,111777,15096,10424,8675,6015,4061,1691,936
2010,Şırnak,34286,31597,25828,21835,18658,14070,10325,7190,6739,3851,3780,33296,2337,1993,1666,1071,428,174,63,32341,29887,24584,18856,17693,14635,10245,6920,6030,3650,4065,31590,3135,2086,1718,1494,1136,539,318
2011,Adana,95560,101487,96943,80354,88225,90895,79166,67355,68440,53695,49745,93077,34052,21216,14667,10561,5236,1801,398,90472,97031,91960,85606,87088,90740,79807,66846,68226,53782,49195,88022,36126,24272,18691,13706,9150,3930,1282
2011,Adıyaman,31356,33330,33321,26866,24946,24084,19096,15821,15368,10120,9897,30381,7530,5305,4565,3553,2021,530,114,30024,31868,31759,27161,24258,23786,19529,14832,13714,10669,10179,28835,9017,6522,5229,3577,2632,1491,645
2011,Afyonkarahisar,28126,31308,29879,26696,28337,27812,23377,22608,22121,19219,17931,27994,12835,9746,8262,6451,3507,957,145,26416,29990,28497,27889,27161,27250,24132,21980,22753,19071,18588,26650,14311,11315,10346,7786,5150,1668,362
2011,Aksaray,17647,19232,17718,14585,16178,16142,13982,11044,11124,7945,7408,17083,6406,4096,3357,2426,1054,358,107,16893,18601,16758,15680,15065,15890,14064,11111,11517,8537,8116,16199,7252,5241,4361,2875,1723,790,258
2011,Amasya,10728,13240,13250,12585,11354,11954,11204,10243,11126,9164,9395,10994,7503,5793,4766,4172,2006,524,111,10013,12740,12595,11761,11176,12336,11308,10114,11464,9593,9514,10463,8347,6682,5796,4806,2865,1124,270
2011,Ankara,183097,194230,188018,222197,218090,223951,198387,175501,174592,138800,119478,177040,81582,55612,38335,27826,15198,5838,1286,172727,183640,181823,204818,217514,226016,201012,176899,178262,138684,120795,167857,89346,63355,49797,37816,25735,12016,3723
2011,Antalya,81913,85703,80538,70641,88270,100174,90910,79334,75481,57337,49120,78955,33826,23774,17455,12270,6275,2141,538,77312,80622,74843,75834,86816,95971,87416,74229,71490,54913,47653,75043,34446,24772,18904,14118,9340,3899,1206
2011,Ardahan,4142,5245,5146,7296,4375,4387,3788,2785,2998,2248,2406,4522,2094,1809,1267,1098,545,256,60,4026,4867,5013,3889,3771,3730,3343,2353,3061,2072,2407,4318,2320,2035,1515,1100,793,291,84
2011,Artvin,5006,6289,6498,6779,6470,6280,5768,5758,6016,4913,4793,5167,3668,3188,2607,2484,1391,511,146,4742,5937,6309,5931,5702,5754,5607,5283,5915,4473,5148,4894,4246,3902,3220,2474,2012,840,273
2011,Aydın,33152,38710,38908,36905,38755,39842,36594,34965,36326,33284,29944,33181,22294,16217,12709,9956,5321,1823,308,31403,36877,37343,37269,36423,38749,36355,33900,35378,32755,29866,31328,23196,17812,15129,12901,8774,3519,992
2011,Ağrı,37336,39255,33240,34188,24370,20797,16029,10111,11748,7225,6956,36938,4144,3592,2405,1734,795,387,90,34870,37127,29762,24960,20134,18893,14194,8206,10181,6624,7603,35356,5249,3869,3008,1925,1381,593,204
2011,Balıkesir,33032,41828,42514,46211,41059,43397,42166,41744,42573,39661,36935,34486,28743,22542,17581,12895,7188,2655,448,31120,39608,40118,38720,38694,42694,42876,41728,43453,40444,36928,32613,30292,24501,20346,16320,10556,4516,1129
2011,Bartın,5844,6897,6842,6008,7185,7485,6793,6113,5911,6027,6287,5994,4733,3428,2512,2086,1251,382,63,5596,6777,6994,6780,6882,7517,6821,6388,6486,6282,6429,5537,5023,3669,3005,2663,1770,664,167
2011,Batman,34517,36410,32295,23374,20188,20691,15444,11495,10757,6042,5850,34925,3699,2830,2369,1669,881,366,99,32945,34925,30573,23948,20437,21120,14654,10551,9403,5998,6227,33251,5174,3465,2954,2107,1619,848,399
2011,Bayburt,3053,3509,4235,6011,3195,2853,2476,2120,2155,1597,1651,3014,1135,997,885,781,451,149,25,2885,3341,3639,3246,2781,2442,2455,1934,2201,1514,1708,2841,1312,1172,1141,732,724,299,65
2011,Bilecik,6545,7581,7398,14124,9645,8550,7676,7100,6998,6202,5286,6750,3800,2755,2508,2019,1240,422,92,6252,6908,7070,7480,7607,7901,7197,6751,6670,5882,5043,6313,4080,3419,3203,2723,1840,668,151
2011,Bingöl,13111,14381,13817,17503,12089,11634,8743,6535,6574,4130,3692,12735,2909,2325,1767,1523,674,451,54,12573,13693,13372,12893,10764,11666,8789,5835,6227,4031,4268,12282,3498,2513,1977,1451,1013,595,176
2011,Bitlis,21439,22664,20366,19953,14162,12716,9683,7614,7559,4630,4266,21547,2770,2204,1626,1176,560,274,48,20113,21596,18339,15658,12471,12007,9002,6100,6184,3945,4793,20022,3640,2491,1841,1217,1067,627,254
2011,Bolu,8913,9714,10809,12441,10995,11387,10131,8937,9086,7822,7778,8859,5981,4728,3901,3188,1798,747,170,8400,9451,10520,11376,10305,11092,10084,8858,9394,7877,8323,8389,6686,5533,4702,3894,2777,1168,292
2011,Burdur,7770,9413,9363,8911,8804,9335,9081,8604,9107,8078,7530,8087,5859,4228,3856,3235,1863,702,152,7237,9072,9184,8721,7913,8957,8899,8300,9092,8193,8182,7718,6419,5278,4647,4175,2988,1245,329
2011,Bursa,101840,107259,103910,96225,116926,125092,108961,95711,91733,77092,67217,98728,48088,32850,23888,17424,8661,3394,716,96462,100659,99237,105059,115062,121432,106830,92232,91119,75367,67248,92443,50691,37279,29784,23000,14694,6142,1671
2011,Denizli,33560,38421,36572,33703,38749,42353,37702,34472,33342,27756,24759,34138,17849,12534,10148,7814,4212,1567,376,31919,36810,35265,35538,37318,41047,36096,32916,32846,27573,24577,32129,19259,15072,12801,10538,6971,2747,829
2011,Diyarbakır,97622,98086,89390,83370,68151,64401,48732,36477,34573,20911,18945,94987,12942,10097,7475,5785,2472,1199,279,92650,93921,85076,74563,66438,63817,48245,34268,32349,21504,19226,90287,16036,11797,9384,7382,4863,2381,862
2011,Düzce,13038,14860,14695,11639,13670,15008,13563,11354,11614,9803,9087,12951,6567,4482,3464,2544,1384,487,96,12633,14057,13556,13528,13572,14729,13019,10807,11811,9547,9105,12666,6749,5041,4221,3344,2281,920,254
2011,Edirne,10484,12729,14022,22766,15520,15519,14194,14279,15267,15211,14023,10623,10099,6518,5338,4207,2491,911,188,9796,11877,13228,14929,13607,14428,13947,13979,15244,14854,13262,10166,9917,7271,6784,5719,3963,1536,420
2011,Elazığ,22902,26079,26280,25899,23029,22522,19467,16660,17092,13177,12126,23167,8676,6576,5561,4756,2069,951,162,21629,25229,24649,23412,23106,23981,21498,17154,18178,13654,13082,21453,9977,7348,6403,4590,3614,1819,629
2011,Erzincan,7632,8993,9773,12675,8722,8733,7688,6775,6504,5160,5020,7753,4050,3324,2543,2357,1309,521,51,7295,8718,9425,9084,7891,8270,7336,6076,6572,4993,5227,7327,4430,4007,3139,2483,2133,989,299
2011,Erzurum,37569,42357,40283,39779,33063,30578,25584,20422,20796,14101,13938,38577,11078,8721,6997,5348,2656,1044,190,35323,40383,38532,38021,31754,30083,25045,18687,20853,13978,15345,37370,12590,9818,8311,5272,4257,1637,507
2011,Eskişehir,23261,27569,29352,37845,33754,32037,29603,27791,28186,24596,22214,23552,16349,11996,9222,6650,3422,1250,231,21915,26038,28284,35663,30718,32208,30318,28665,29061,24783,22234,22592,17830,13618,11678,8708,5369,2124,561
2011,Gaziantep,109724,100746,85532,68397,76350,75232,62099,47861,44836,30195,26895,100911,19972,13894,9470,6214,3373,1111,274,105309,95924,80665,74059,74499,72681,59554,43739,43263,30522,26666,96336,21253,15448,12454,8736,5476,2772,1154
2011,Giresun,12579,16773,18091,15831,14402,14468,13724,13468,14969,13342,12700,13744,9163,6843,6847,6456,3267,770,142,11886,16105,17357,16426,13385,14322,13642,12666,14296,12524,12949,13032,9916,8587,8735,7159,5936,2386,610
2011,Gümüşhane,4626,5780,6517,6783,5391,5103,4420,3863,4415,3287,3040,4883,2340,1949,1708,1678,952,261,27,4444,5585,6378,5850,4620,4474,4226,3465,4096,2945,3319,4479,2706,2440,2098,1673,1593,734,226
2011,Hakkari,15311,17248,16289,30283,13916,11144,6928,4663,4833,2913,2153,17175,1652,1198,850,549,279,129,54,14400,16742,15255,12518,11064,10771,6656,4057,4536,3040,2770,16580,2007,1286,925,797,675,375,144
2011,Hatay,75126,76085,66329,63377,58655,60176,52711,46434,45992,34493,29990,72627,21139,12210,10258,9097,5123,1463,410,71608,72164,63166,56120,58758,62243,54482,45132,46073,34170,30720,69731,21990,14098,11454,10083,6642,2693,1201
2011,Isparta,13913,15489,16471,18848,16166,16100,14863,13622,13767,12359,11818,14171,8761,6030,5187,4175,2625,866,192,13072,14868,15284,17039,14743,16126,14601,13865,14168,12714,12305,13204,9468,7210,6162,5195,3911,1495,392
2011,Iğdır,10500,11540,10511,10281,8268,7846,6262,4531,4469,3514,3176,10482,2092,1564,1031,952,484,215,52,9761,11052,9751,7699,7197,7219,5788,3878,4417,3262,3408,9943,2407,1662,1257,1075,816,346,149
2011,Kahramanmaraş,56874,56679,50797,38561,45885,46058,37115,30768,29072,21369,20959,54485,14886,11510,8207,6578,3457,1325,260,53560,53459,47820,42362,43369,42606,35732,29362,27247,19990,20149,51597,15636,11816,9586,6838,4711,2489,1036
2011,Karabük,6607,8227,8646,10746,8270,8010,8003,7620,7438,6699,6818,6892,5188,4232,2799,2649,1235,412,84,6223,7609,7842,7568,7523,8196,8281,7804,7858,6939,7089,6459,5445,4631,3588,3079,2000,841,178
2011,Karaman,9329,10889,10485,9030,9508,9449,8413,7878,7349,5693,5433,9510,4019,2893,2646,2173,1304,458,103,8881,10863,10061,9565,8977,8944,8350,7719,7439,5785,5556,8974,4502,3451,3199,2577,1732,687,181
2011,Kars,16032,16886,15744,18093,13247,12512,10391,7721,8181,5964,5149,15869,4068,3498,2252,1935,1072,423,142,15239,16042,14604,12836,11602,11591,9320,6274,7809,5540,5147,15040,4545,3820,2783,2038,1570,583,193
2011,Kastamonu,10817,12733,13421,13490,12801,13505,11600,10417,11338,10726,11535,11359,9582,8030,6534,5645,2913,1026,194,10311,11968,12581,12364,12639,13046,11546,10128,11769,10668,12333,11061,10793,9293,8010,6541,4739,1870,433
2011,Kayseri,57425,58593,53799,51825,55045,54920,47652,40056,38885,31638,28239,55553,19962,14298,9858,8031,3940,1217,229,54136,56177,51417,50558,52922,53112,46430,38412,38924,30916,27125,52886,21818,16798,12866,9795,6336,2736,820
2011,Kilis,6648,6662,5981,6105,4555,4515,3805,3361,3495,2359,2233,6508,1867,1345,1108,834,533,158,35,6208,6660,5981,5200,4497,4775,3917,3292,3433,2325,2326,6235,2120,1690,1394,1012,754,371,155
2011,Kocaeli,68112,68073,64900,65151,76957,82405,68887,55207,52814,41732,36354,64292,25196,17069,11402,7868,4090,1517,276,64513,64003,61581,66273,74409,77059,64269,51723,51580,40295,36032,60251,25774,17874,13392,9893,6813,2816,868
2011,Konya,88857,98043,92702,79591,84282,81508,70553,64296,62818,50271,45888,89626,34440,24069,18342,14075,7442,2543,509,84467,93790,89791,86188,81881,81182,71904,64720,65082,50817,49135,84841,38694,28904,22892,17197,11335,4583,1297
2011,Kütahya,17863,20716,21737,22910,22177,22561,20485,18350,19621,17805,17111,18456,12484,9010,7622,5759,3142,1172,181,16837,19860,21417,23485,21507,22375,20700,19045,20553,18030,17035,17223,13709,10691,9188,7149,4346,1555,397
2011,Kırklareli,8822,11301,12131,19501,14109,14206,12837,12785,12434,12417,11282,9322,7915,5356,4549,3565,2180,775,191,8249,10588,11448,11097,11912,13226,12522,11937,12339,11867,10838,8884,7865,6033,5616,4949,3407,1350,394
2011,Kırıkkale,9173,12021,12768,12670,10299,9810,9140,9468,10087,8071,7507,9688,5627,4268,3031,2313,1226,418,81,8750,11426,11818,11873,9398,9746,9543,9314,9722,8035,7487,9356,6589,4808,3894,2876,1738,721,232
2011,Kırşehir,7327,9678,9725,8988,8568,8333,7654,7858,8053,6570,5988,7752,4281,3108,2383,1957,1073,401,99,7142,9187,9347,8942,7526,8051,7813,7311,8074,6673,6176,7436,5043,4054,3335,2553,1591,723,242
2011,Malatya,31581,35613,35490,34732,30902,31161,26952,22727,23681,17526,17320,31933,12674,9345,7647,5960,3173,910,236,30364,33577,34358,32406,30423,31413,27681,22227,23273,16751,16976,30216,14000,10676,9396,6580,4519,2446,1085
2011,Manisa,47643,53744,52775,52503,54130,55248,50320,46769,48274,42148,38394,47724,27233,19292,14933,11532,5985,2273,441,44781,50835,50467,49767,51903,53634,49483,46494,47698,41028,38172,44592,28860,21828,18393,15481,9904,4240,1153
2011,Mardin,47535,50298,45272,39734,30374,29045,22255,16975,15205,9283,8283,48410,6170,4930,4552,3619,1860,661,274,45562,49149,43536,34602,29837,29273,23157,15749,14538,9761,9233,46605,7939,5887,5435,4067,2875,1451,642
2011,Mersin,69118,77828,73494,61218,66392,68662,63458,57127,58131,44759,41315,68658,28559,19943,14493,10259,5434,1993,403,65655,73827,70197,65382,65489,70314,64890,56953,58612,45158,40959,65184,30055,21884,16642,12563,8113,3630,1188
2011,Muğla,28407,30908,29590,30838,33926,38294,36749,33377,32886,27218,23543,27819,17290,12617,10617,7950,4121,1606,358,26851,28819,27870,28286,32351,36076,34128,30786,30106,24916,22204,26449,17470,13194,11281,9382,6256,2919,866
2011,Muş,27219,28787,25741,21273,16659,15358,11404,8465,8892,5396,5428,28136,3171,2750,1688,1278,652,349,71,25426,27586,23609,20058,15597,14292,10525,6943,7565,4939,5805,26586,4086,2955,2308,1514,1247,702,246
2011,Nevşehir,11061,12710,11660,9516,11428,11374,10598,9570,9336,7684,6877,11348,5389,3953,3175,2428,1314,439,95,10346,12317,11318,10487,11021,11200,10105,9267,9555,7659,7213,10972,6199,5026,4303,3086,2040,885,293
2011,Niğde,15231,16740,15941,12935,13375,13503,11965,10666,10235,7634,6952,15530,5567,4301,3183,2627,1237,421,82,14477,16148,15644,13911,12320,13090,11668,10000,10306,7778,7271,14677,6285,5165,4252,3085,2079,958,314
2011,Ordu,25105,32035,30872,24354,25328,27142,25692,22528,25930,20119,19892,25699,15261,12820,10226,8132,4212,1107,221,23593,30894,29396,25068,24114,27104,25258,20931,25266,19027,20894,24313,16777,13982,12220,8267,6915,2837,859
2011,Osmaniye,24019,25205,22785,19098,19370,19397,16944,15070,15260,11514,11313,23190,7739,5129,3596,2657,1310,550,93,22464,24061,21823,18415,18675,19359,17321,14698,14900,11058,11136,22151,8242,5709,4374,3068,2184,1054,426
2011,Rize,11036,13256,14102,11724,11971,12676,12020,12160,11906,9729,8275,11313,5881,4991,3563,3124,1167,327,83,10364,12686,13633,12753,11932,12373,11883,11501,11288,8924,8528,10825,6694,5735,5255,4219,3035,1468,612
2011,Sakarya,34040,38480,37200,35208,36223,39427,34601,30253,29403,25682,22821,34716,16871,11412,8425,6227,3465,1169,240,32008,36194,35770,36259,35407,38023,34003,28771,29514,24508,22751,32855,17096,12537,10317,8102,5485,2389,704
2011,Samsun,45167,55856,55806,45754,45518,49095,44132,39737,44364,35364,34380,47082,25337,18964,13806,10703,4995,1367,274,42661,53906,54805,49288,45510,51309,45334,39209,46210,34451,34877,44651,27101,20766,16890,12947,9404,3673,1036
2011,Siirt,20635,21576,18924,19752,12705,10923,8096,6229,5870,3682,3646,21441,2424,1852,1455,1178,606,196,62,19803,20344,17564,13438,11280,10767,7525,5428,5295,3562,3809,20137,3029,2303,1793,1274,1025,596,244
2011,Sinop,6256,7500,8229,7070,6988,6778,6244,5648,6460,5818,6702,6535,5734,4653,3850,3382,1811,774,163,5875,7250,7802,7103,6682,6704,6256,5477,6827,5872,6560,6206,6047,5365,4724,3775,2468,1104,335
2011,Sivas,24746,28448,28524,27782,25713,24264,20574,18229,18650,15447,15180,25170,12445,10409,7443,6692,3345,984,161,23536,27453,27902,27677,23673,23114,20776,17577,18770,15255,15241,23935,13693,11470,8837,6515,4887,1990,549
2011,Tekirdağ,30298,31675,31792,39441,39509,42479,35659,31024,28984,24364,21198,29643,14751,9528,7143,5470,3048,1179,267,28977,29625,28695,31126,36641,38122,32737,28165,27648,23723,20710,27821,14966,10375,8612,7301,4772,1851,554
2011,Tokat,22038,28231,27685,23219,21697,22046,20193,18416,19807,16439,16871,23287,13176,10671,8430,6548,2774,791,130,20574,26960,26882,23188,21570,22168,20768,17400,20285,16402,17815,22271,15176,11829,9031,6871,4485,1717,458
2011,Trabzon,26788,31260,32939,31906,30253,29940,26788,24474,26052,22148,19881,26317,14383,10326,8459,7531,3802,1008,171,25198,29973,32032,31419,28722,28782,26524,23377,27156,21067,20766,25574,15978,12917,11165,8972,8064,4058,1183
2011,Tunceli,2170,2360,2848,12950,4993,4026,3314,2564,2384,1702,1897,2067,1332,1053,1006,1312,700,286,52,1967,2304,2702,2956,3092,3156,2616,2131,2459,1779,2099,1936,1576,1332,1087,1169,951,497,237
2011,Uşak,11546,13558,13174,12081,13762,14316,13205,11965,11974,10325,9541,11717,6683,5179,4251,3449,1724,765,128,10744,12656,12289,12875,13049,14143,12786,11459,12260,10247,9777,11023,7171,6213,5164,4494,2666,1096,276
2011,Van,67862,70822,61740,55182,44411,38016,30044,19702,22484,13500,11272,67889,7740,5656,4093,2806,1156,632,137,64639,67345,57859,49013,40097,35831,27898,16751,20521,13290,12829,65139,9083,5999,4607,2956,2171,990,370
2011,Yalova,6931,8058,8080,7590,8054,8374,7915,7292,7289,6702,5955,6857,4430,3366,2599,1972,1015,380,76,6587,7502,7734,7417,7737,8701,8165,7278,7455,6548,5990,6499,4699,3726,2893,2303,1506,662,198
2011,Yozgat,18173,22864,22738,18937,18455,17491,15047,13690,15174,11411,11823,18883,8975,7093,5027,4249,2371,733,133,17135,22043,21601,18589,16589,16516,15419,13057,15130,11270,11780,18180,10356,8367,6401,4952,3351,1287,406
2011,Zonguldak,20904,23111,22419,22549,25408,26431,23438,20664,20846,20454,18977,20783,13354,8349,6202,5098,2614,661,108,19850,21856,22243,23132,24505,25950,23656,21714,22744,21251,18892,19636,13802,9544,8057,6770,4445,1590,399
2011,Çanakkale,13101,15380,16222,27094,18914,19159,17889,17419,17840,16998,15800,13278,12912,9138,7373,5537,3370,1408,256,12715,14408,15212,16195,16749,18352,17441,16983,17672,16813,15458,12506,12904,10104,8993,7048,5014,2294,496
2011,Çankırı,5845,6702,6978,7620,6407,6242,5605,5419,5799,4734,5479,5735,4146,3921,3277,2635,1318,501,109,5514,6421,6844,6580,5677,6097,5717,5076,5855,4859,5810,5566,4813,4283,3827,3060,1809,733,198
2011,Çorum,18612,22928,22747,18468,19809,20357,18554,16548,17945,14221,14854,19220,11623,10188,7931,6492,3388,1074,204,17663,21896,21611,19213,18817,20538,18579,15716,18007,14862,15560,18411,13657,11195,9153,7075,4799,2072,591
2011,İstanbul,557248,559562,545443,544247,672335,719806,605717,491297,459294,350711,290307,531912,196001,128954,83796,60863,32266,13107,3115,527341,526129,511316,573059,658981,692174,584938,464851,447410,339527,295231,501656,211681,146952,110657,85643,60881,30202,9630
2011,İzmir,131870,143166,147089,164085,169028,179956,161893,142395,142886,124505,111339,126967,82394,58506,40552,29123,15639,6348,1347,124922,134519,139273,153549,164844,178472,161920,142991,143820,124111,112688,119889,87189,63516,49652,40231,27596,13203,3759
2011,Şanlıurfa,132432,115212,96620,70577,69039,59994,46028,34910,35139,21337,18634,120702,13290,9388,7116,4581,2380,712,318,125694,109848,92637,80081,70078,60784,46347,32804,34445,23685,18236,113935,15604,10968,9024,6367,4268,2012,1028
2011,Şırnak,33683,32068,27326,36191,20140,15937,10359,7577,7022,3995,4008,34226,2444,1955,1712,1118,462,191,73,31741,30757,25476,20242,17672,16165,10902,7344,6277,3794,4207,32141,3246,2221,1741,1533,1096,616,339
2012,Adana,95503,99410,97044,78079,87019,91469,81253,70766,67178,56780,49674,94556,36049,22414,15487,10207,5890,2036,450,90513,94852,91440,83728,86174,90664,81234,70954,66624,57104,49273,89841,37591,25658,19537,13691,9760,4307,1426
2012,Adıyaman,31183,32386,33090,25854,25177,23998,19386,16738,15368,11053,9861,30244,7915,5367,4723,3365,2290,616,123,29645,30859,31642,26699,24308,23619,19884,15949,13498,11363,9943,28827,9271,6890,5438,3686,2753,1473,777
2012,Afyonkarahisar,27724,30431,31413,26123,27611,27705,23797,23016,21629,20600,17509,27929,13739,9717,8247,6290,3784,1101,183,26208,28988,30374,28981,26811,27002,24427,23022,21712,20760,18290,26651,14820,11457,10369,7767,5444,1919,398
2012,Aksaray,17186,18567,18313,15172,15721,16056,13907,11909,10842,8455,7338,17212,6521,4346,3247,2413,1164,469,107,16407,17992,17033,15356,14844,15674,13991,12099,11035,9084,8009,16368,7312,5408,4304,3029,1879,850,296
2012,Amasya,10537,12831,13066,11670,11186,11847,11100,10636,10798,9925,9126,11076,7682,6118,4740,4062,2264,596,126,10010,12278,12443,11275,11154,12044,11400,10704,10939,10386,9301,10375,8344,7020,5870,4674,3124,1226,330
2012,Ankara,182806,191689,190643,220628,217706,225933,203376,184519,171465,147488,120931,181780,85824,57318,40511,27213,16462,6722,1442,173095,182294,184720,201773,216874,228254,205713,187495,175401,148351,122708,171594,92144,66142,51935,37727,27451,13352,4063
2012,Antalya,83337,84515,81781,69732,88068,101055,93587,84569,75405,62093,50296,82364,35747,24693,18564,12062,7096,2546,560,78474,79751,75496,75211,87937,97497,90151,80024,71062,59818,49249,77691,36100,26024,20051,13932,10269,4435,1295
2012,Ardahan,4038,5038,5143,6820,4309,4302,3685,3121,2836,2469,2401,4461,2078,1837,1281,1032,675,232,66,3936,4609,4896,3965,3747,3689,3172,2769,2784,2343,2336,4249,2312,2057,1625,1014,910,298,108
2012,Artvin,4922,5999,6486,6831,6360,6290,5804,5952,5866,5343,4885,5093,3915,2997,2731,2192,1636,603,155,4725,5685,6184,5946,5746,5720,5490,5681,5656,4839,5194,4880,4399,3741,3394,2304,2186,974,278
2012,Aydın,33166,37543,39188,36208,38167,39997,36689,35730,35362,34564,30740,33679,23252,16988,13046,9860,5669,2130,359,31420,35521,38059,36744,35926,38623,36672,34939,34395,34046,30764,31761,24058,18773,15323,12926,9105,4083,1066
2012,Ağrı,37624,38931,33182,31533,23536,21144,15046,11775,10798,8035,6861,35692,4205,3654,2405,1668,956,335,110,35323,37104,30188,25192,19817,19462,13483,9767,9264,7317,7346,34013,5315,4004,2986,2034,1437,609,253
2012,Balıkesir,32790,39909,43118,47760,40698,42959,42269,42322,41797,40912,36931,34801,29932,22929,17959,12956,7568,2973,588,30666,37868,40504,39240,37976,42160,43171,42251,42680,41980,37059,32937,31358,24899,21031,16386,10966,5092,1336
2012,Bartın,5696,6728,6998,6906,6998,7353,7000,6344,5824,6092,6114,5872,5083,3509,2574,1964,1291,506,70,5412,6563,7125,6853,6658,7328,6896,6579,6386,6509,6338,5447,5168,3826,3085,2475,1868,832,166
2012,Batman,34507,36355,32363,24827,20465,21400,15875,12591,10673,6846,5761,34860,4022,2809,2400,1695,991,385,116,32949,35014,30737,24473,20587,21988,15232,11681,9507,6615,6068,33150,5357,3673,3078,2116,1698,883,458
2012,Bayburt,2998,3345,4098,5524,3183,2828,2444,2267,2088,1695,1588,2900,1150,985,913,717,520,167,28,2872,3178,3633,3342,2815,2452,2375,2121,2063,1647,1657,2748,1297,1169,1128,708,726,347,81
2012,Bilecik,6475,7369,7949,12125,9223,8684,7642,7390,6891,6473,5419,6715,3943,2729,2524,2019,1201,518,100,6345,6738,7612,7806,7494,7983,7194,6937,6573,6230,5145,6301,4135,3379,3329,2651,1901,803,171
2012,Bingöl,12854,13967,13437,17183,12370,11590,8696,7171,6352,4563,3801,12786,2956,2278,1776,1484,799,429,78,12421,13065,13189,12640,11097,11569,8671,6655,5998,4379,4298,12412,3509,2577,2087,1487,1084,591,208
2012,Bitlis,21005,22275,20558,20369,14128,12778,9388,8236,7270,5152,4277,21023,2945,2157,1690,1135,654,258,67,19780,21261,18465,15877,12602,12140,8898,6712,5984,4395,4667,19628,3690,2593,1945,1224,1107,608,312
2012,Bolu,8813,9615,11130,12381,11090,11590,10575,9522,8878,8281,7798,9002,6320,4772,3984,3055,1934,897,168,8426,9273,10946,11895,10106,11127,10171,9543,8984,8460,8139,8459,6967,5500,4912,3694,2978,1391,304
