sex,,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female,female
age_group,,0-4,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,5-9,60-64,65-69,70-74,75-79,80-84,85-89,90+,0-4,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,5-9,60-64,65-69,70-74,75-79,80-84,85-89,90+
year,province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Hatay,73274,78620,71620,65344,56387,57072,60331,59343,52126,44405,43084,80538,32443,24059,16244,7881,5959,3453,963,69585,74915,68970,61802,57521,57871,61115,58706,52924,42137,43010,75840,32867,26074,18299,10401,7447,4622,2068
2020,Isparta,12828,14819,15173,20819,15480,15124,15777,15888,14535,12954,13196,14171,11559,10236,6979,4173,2801,1555,459,12098,14079,14448,21031,14013,14361,15250,15897,14622,13425,13887,13346,12396,11363,8422,5787,3967,2368,1018
2020,Iğdır,9893,9693,9788,10315,8886,7737,7017,6091,5440,3794,4224,10718,3010,2637,1730,1057,565,355,109,9532,9274,9205,9059,8341,6984,6392,5710,5188,3359,4286,9966,2943,3051,2093,1211,824,521,316
2020,Kahramanmaraş,50230,57370,53931,46843,40777,41489,45083,42055,35805,28408,27596,56501,21170,17403,12466,8188,4369,2490,746,47753,54236,50949,45625,41318,41009,42608,39249,34649,26581,25890,53394,19807,17905,13691,9082,6422,3090,1985
2020,Karabük,6299,7359,8224,13562,9044,7904,8409,8542,8437,7736,7650,6887,6598,5740,4176,2796,1393,933,186,5911,6842,7590,12019,8650,7202,7959,8593,8531,7784,8135,6507,6955,6338,4885,3665,2178,1425,570
2020,Karaman,9139,9719,9810,10797,9403,9374,9706,9101,8286,7430,7006,9708,5390,4708,3404,2136,1588,853,271,8707,9275,9546,11404,8738,8765,8967,8601,8145,7175,7307,9092,5709,5116,4085,2750,2066,1170,472
2020,Kars,12494,13165,12948,14572,12753,10989,9960,9005,8649,6541,6871,13159,5070,3637,3258,2111,1159,600,209,11710,12630,12392,13385,11635,9465,8921,8001,7566,5347,6494,12351,4824,3834,3753,2607,1623,796,439
2020,Kastamonu,9480,11082,11827,15034,12812,12200,12943,12774,11414,10589,12969,10447,12653,10935,8757,5779,3176,1917,476,8839,10556,11294,13688,11272,11456,12530,12049,11589,10510,13348,9930,12939,12202,10475,7608,4639,2908,1281
2020,Kayseri,52223,61162,57631,58043,49759,51882,56833,53856,47554,38955,37079,59775,29810,23449,16227,9694,5118,2931,729,49791,57789,54633,55071,50361,52786,55452,52108,46610,37604,37628,56474,29923,24794,19878,12921,8458,4468,1996
2020,Kilis,7082,6848,6365,6966,5924,5459,4711,4385,3842,3179,3454,7085,2158,1902,1465,883,552,304,88,6746,6318,6199,6568,5541,4599,4368,4331,3636,2996,3361,6674,2112,2141,1803,1206,829,448,264
2020,Kocaeli,78124,77797,73282,77438,79900,84488,88507,84296,70990,55219,50684,80903,38827,28729,19324,11270,5943,2960,852,74065,73211,68344,73072,79390,82980,86010,79736,68137,52596,50931,76297,39275,31249,22513,14140,8823,4743,2213
2020,Konya,86429,92889,92113,95855,82482,80815,84170,78617,68833,60903,59685,93378,45742,37885,27302,15749,9704,4940,1359,82176,88363,87229,95986,80929,79195,82820,77831,70421,61549,63130,88651,48172,43574,34326,21749,14437,7405,3227
2020,Kütahya,15895,18010,18988,23548,21382,19938,21340,21605,19038,17579,18546,17551,15996,13696,9568,5928,3642,1832,493,15183,17242,17984,22569,21348,20412,21081,21131,19719,18371,19851,16815,16896,14892,11716,7992,5313,2685,913
2020,Kırklareli,9355,9647,10232,15516,13737,13561,14208,14423,12980,12529,12537,9945,11792,9688,6317,3658,2406,1271,448,8858,9187,9665,12569,11532,11676,13010,13477,12632,11921,12791,9160,11993,10154,7116,4890,3682,2256,918
2020,Kırıkkale,8166,9734,10275,12378,9766,9262,10021,9467,9136,9289,9622,9192,7454,6085,4369,2618,1491,758,198,7744,9177,10001,13033,8869,8946,9286,9181,9312,8624,9398,8459,7572,6670,5661,3487,2320,1170,512
2020,Kırşehir,7552,8546,8839,10417,8251,8012,8700,8334,7585,7728,7755,8440,6612,5204,3547,2107,1190,688,218,7192,8145,8508,11929,8380,8012,8005,8119,7745,7140,8006,8113,6870,5731,4619,3155,2052,1089,507
2020,Malatya,28583,32965,32814,33353,28165,27611,29838,29818,26683,21813,22909,31861,17257,14445,10438,6336,4068,2116,537,26709,31725,31337,32280,28169,28062,30457,29915,27395,20922,22777,30563,16376,15266,12879,8350,6336,3043,1985
2020,Manisa,46897,51174,50070,56194,51607,53171,56972,55324,50092,45768,45643,51990,37923,30999,20288,12274,7579,3620,1139,44845,48415,46441,49842,48622,51413,55298,53165,49782,45290,45954,48703,38631,33845,24667,16447,11565,6292,2675
2020,Mardin,49782,45869,44696,39086,38347,33528,27638,23516,20065,14242,13482,49759,8531,6951,5091,3709,2466,1436,586,47215,44275,43410,39463,37861,31898,26835,23907,20766,13373,13273,47148,9171,8364,7011,4747,3576,2050,1593
2020,Mersin,67923,75321,72437,69644,65770,66280,69852,69435,64848,55872,55079,76289,41829,33827,22512,13496,7870,3891,1193,64298,71777,68098,67944,64810,66208,70115,70715,65806,55262,56366,71827,43053,36269,26319,16931,10928,5909,2754
2020,Muğla,28315,32135,30056,34952,34466,36208,40722,42354,39319,35180,34488,31771,28225,22649,16072,10237,6643,3522,1190,26855,29992,28088,31593,31406,34883,39496,39903,37250,33575,33155,29728,27511,23199,17317,11977,8497,5303,2541
2020,Muş,23858,23629,23676,19484,18549,15528,12504,11255,9287,6769,7479,23487,4708,4034,2319,1803,731,389,158,22787,22187,22467,19423,17539,14208,11838,10440,8405,5543,6529,23083,4463,4702,3175,2193,1254,675,559
2020,Nevşehir,10160,11313,11362,12625,10563,10633,11455,10941,9902,8881,8861,11050,7381,5986,4587,2665,1726,816,227,9405,10662,10989,13314,10581,10499,11160,10489,9588,8848,9260,10483,7644,6670,5793,3842,2714,1265,622
2020,Niğde,13151,15118,15127,16293,12792,12834,13131,12840,11706,10285,10006,14603,7364,6128,4650,2923,1594,912,235,12676,14362,14506,16070,12055,11818,12279,12112,11459,9791,10204,13898,7737,6858,5869,3964,2805,1280,636
2020,Ordu,22218,26307,26234,26861,24842,24497,26558,26744,26544,22980,28385,24613,21935,19057,13437,9276,5455,3153,935,20796,24909,24999,26818,24140,23405,26174,26090,26406,21337,28167,23232,21329,20755,16098,11502,8134,4280,2798
2020,Osmaniye,22064,26008,24033,21800,18320,18520,20342,19677,17721,14598,15239,25140,11149,9515,6133,3417,1797,1003,300,20810,24632,22687,19941,18511,18165,19763,19558,17845,13946,14797,23676,10668,10139,7137,4314,2895,1444,852
2020,Rize,10288,11154,11695,13526,12836,12098,12272,12634,12563,12259,11782,10665,10029,7259,4906,3355,1867,1075,206,9673,10437,11191,13112,11937,11305,11330,11753,11824,11145,11325,10323,9646,8009,6534,4964,3802,2276,1304
2020,Sakarya,37318,38496,39367,42065,38625,38550,39942,40470,35807,30655,29740,38176,25501,19221,13718,7630,4256,2174,677,35436,36181,37221,41014,37935,38018,39457,39249,35733,29742,30396,36351,25599,20477,15536,9993,6527,3663,1733
2020,Samsun,41973,48754,50145,51841,46824,46390,48642,49825,45129,40107,44578,47052,35604,29646,20094,12765,6751,3687,868,39949,46313,48296,51165,47180,46369,49488,50522,46998,39316,47478,44736,35228,31769,24331,16246,10623,6207,3190
2020,Siirt,19285,18828,19051,18093,16320,12497,9893,8377,6976,5227,4961,18919,3286,3008,1821,1230,657,411,99,18166,18213,17854,17147,14710,11212,9352,8100,6491,4687,4658,18292,3277,3387,2597,1753,1111,601,523
2020,Sinop,5776,6381,6728,7159,6961,7014,7312,7000,6302,6168,7769,6199,7267,6994,5551,3479,2061,1229,339,5398,6154,6311,7441,6263,6567,6822,6480,6533,6164,8102,5985,7451,7006,6117,4440,3070,1673,794
2020,Sivas,20958,23450,24208,30010,23767,21855,22073,21291,19005,17332,18149,22096,16359,13786,10689,7199,3694,2311,539,19553,22315,23782,29018,22808,20953,20900,20312,19243,16555,18558,21221,16140,14407,12791,8712,5467,2851,1532
2020,Tekirdağ,38410,38795,37498,42814,43566,45909,48185,46513,39493,32621,30156,40300,24091,18884,11956,6740,4074,1938,644,36611,36389,33810,36958,40204,42770,45452,42259,36854,30447,29840,38156,24898,20351,14127,8780,5903,3315,1354
2020,Tokat,17400,21473,22864,25323,20139,19015,20116,19949,18966,17375,19142,19917,16839,14444,10763,7055,4094,2039,398,16645,20326,22085,23908,19208,18803,19937,19812,19370,16550,20132,18779,17022,16233,13583,8677,5389,2797,1294
2020,Trabzon,25591,27966,28101,31659,28764,28321,29821,29212,27104,24761,26155,27320,23063,17423,11894,7205,4327,2797,740,24493,26622,27559,31918,28053,27601,28872,27717,26831,23210,27331,26136,22315,18871,15268,10739,7641,4867,3633
2020,Tunceli,2505,1837,1832,4254,5352,3882,3568,3378,3091,2436,2609,2187,2195,1990,1371,913,721,520,174,2311,1705,1709,2964,3180,2812,2794,2587,2528,2202,2618,1947,2178,2210,1706,1176,871,660,470
2020,Uşak,10928,12365,12578,15179,12495,12975,14506,14259,12851,11431,11535,12392,9781,8149,5462,3607,2185,1199,348,10243,11647,11896,15067,11942,12915,13841,14050,12617,11386,11978,11422,10059,8929,6557,4893,3266,1857,643
2020,Van,65490,63636,62464,59341,54411,46395,39079,30780,27689,17797,19792,66090,11852,8524,5866,3659,1830,880,279,62679,61150,59920,55783,52699,42964,36294,29193,25784,15238,18632,63782,12169,10619,7545,4294,2658,1185,900
2020,Yalova,8926,9697,9910,11044,10102,9897,10013,10040,9510,8377,8525,9529,7611,6036,4321,2721,1579,781,241,8513,8993,8597,9426,9605,9423,10038,10301,9726,8572,8833,9178,7693,6424,4805,3270,2060,1163,570
2020,Yozgat,13044,16137,16365,17433,14828,14552,14437,13872,12619,11846,13213,14409,10657,10024,7210,4526,2310,1395,380,12484,15233,15975,17456,14083,13676,13376,12900,12890,11378,13437,13812,10671,10754,8963,6020,3760,2055,915
2020,Zonguldak,14701,19861,20031,20801,18635,19871,23161,24075,21381,19100,19548,17785,18476,15069,9917,5528,3026,1701,401,13936,18846,18978,20159,17217,19018,22390,23168,21828,20080,21509,16982,19999,16052,11677,7334,4832,2960,1171
2020,Çanakkale,14175,14991,14961,22077,18561,18500,20263,20661,19144,18308,18573,15422,17213,14524,10674,6540,4124,2089,656,13379,14362,14374,19273,16481,17470,19625,19916,19143,18332,19080,14398,17716,15310,12091,8348,6048,3311,1435
2020,Çankırı,5713,5999,6118,8371,6751,6776,6595,6239,5670,5833,6728,5892,5763,5349,3842,2720,1607,862,237,5497,5603,5759,7724,6089,5808,5716,5734,5670,5633,6736,5590,5838,5867,4642,3379,2315,1271,492
2020,Çorum,15640,18470,18497,19161,16906,16895,18593,18862,17274,15350,17858,17858,14239,12987,10178,7036,3971,2194,621,14688,17465,17826,18568,16739,16536,18295,18828,17528,14782,18197,16885,15270,14489,12476,8739,5659,3074,1492
2020,İstanbul,553827,564773,552806,608631,654253,675023,696765,664768,580879,448438,396979,582206,285003,201849,133753,78180,42756,22392,7555,525891,534128,516228,586216,638074,665501,688315,656982,571811,432123,399401,551322,294499,232558,170415,109960,73082,42081,23029
2020,İzmir,130357,141161,136836,162072,164879,169595,178404,179436,162086,139366,136784,143884,113294,91231,63698,38463,21783,10411,3486,123388,133445,127396,147393,156969,164514,178228,180769,165793,142245,140759,137273,118683,101437,76127,50319,33877,19527,9326
2020,Şanlıurfa,151623,127311,111938,93102,86948,76821,62562,52407,42241,31369,31857,143394,18494,15333,10054,5800,3150,1450,548,143769,121761,105393,93397,87626,74009,61413,51765,41884,29082,32267,137169,20811,16161,13198,8119,5728,3084,2218
2020,Şırnak,33389,32811,30753,34344,32413,21793,15506,11924,9245,6523,6189,33408,3587,3169,1880,1289,802,351,110,32197,31077,29385,26261,25505,18187,15108,12855,9360,6544,5670,31606,3575,3687,2780,1688,1165,809,817
2021,Adana,84911,96091,88678,84715,81458,80242,85725,88350,76050,63697,62831,99178,47291,41196,25289,13450,7206,3428,1076,80607,91224,83035,82413,80062,80817,84849,88044,76420,63334,63934,94455,49409,44173,30475,18578,11556,6030,3096
2021,Adıyaman,29224,30505,28500,25275,24133,23025,22392,22741,18183,15110,14646,32110,9550,9051,6352,3759,2496,1185,382,27779,29118,26963,25161,23620,21950,21469,22047,18365,14118,13284,30493,10266,9579,7878,5152,3351,1715,1221
2021,Afyonkarahisar,24847,28264,28367,30224,26471,25925,27420,27601,23104,22350,21705,28361,18033,15807,10258,6269,3992,1903,520,23437,26743,27089,30779,25272,25125,25934,26569,23380,21770,22571,26849,18623,17499,12511,8560,5999,2881,1167
2021,Aksaray,16264,18422,17282,18350,16061,15822,16269,16199,13786,10930,11230,18184,7889,7026,5477,2922,1718,808,202,15601,17501,16302,18806,15604,14713,14931,15359,13573,10888,11672,17311,8605,7998,6690,4133,2717,1291,533
2021,Amasya,9179,11494,11172,13453,10943,11013,11785,12139,10873,10070,11441,10854,9116,8824,6319,4092,2511,1401,354,8483,10587,10802,11726,10087,10815,11311,12264,11040,10199,12002,10097,9927,9405,7624,5379,3654,2079,817
2021,Ankara,179138,208172,200708,232363,221813,225572,228514,231430,203237,175565,167210,208791,124851,100842,62955,37987,20724,10147,3390,170243,196327,192459,221065,221527,228508,235026,239650,210942,179986,175228,198273,131473,111513,78702,51397,33795,18486,9316
2021,Antalya,83544,97471,89747,93043,95384,99368,108060,113539,100007,85144,79277,100010,58050,47334,29722,18097,10411,4956,1591,79174,92033,83771,89590,94547,101427,108470,112679,99125,82735,78365,93866,59597,49665,33890,21607,13699,7295,3542
2021,Ardahan,3047,3431,3729,4333,4005,3471,3268,3506,3295,2474,2981,3338,2110,2238,1681,1190,625,338,108,2913,3306,3497,3725,3598,2918,2716,2909,2783,2115,2927,3140,1953,2216,1995,1488,852,468,245
2021,Artvin,4446,4739,5034,6845,5948,6007,5836,6014,5683,5677,6368,4858,5207,4915,3330,2359,1467,882,337,4229,4562,4630,5673,5529,5384,5129,5398,5365,5318,6142,4600,4826,5422,3994,3258,2135,1192,805
2021,Aydın,33264,37055,36158,39591,38594,37827,40006,42390,38946,36889,38247,37762,33965,29044,19484,11989,7068,3637,1121,31500,35110,34649,39307,37080,37081,39715,42737,39463,36838,38651,35737,35030,30971,22348,15244,10455,6236,2842
2021,Ağrı,29513,29410,28300,29279,24950,20162,16113,15098,12434,7921,9655,31437,5670,5407,2921,2031,988,459,141,28283,28028,27156,24894,22172,17704,13569,13853,11077,6594,8500,30084,5450,6207,3958,2517,1486,718,505
2021,Balıkesir,31594,36849,38008,46653,42011,41449,43047,47049,44699,43254,43465,36635,39426,35185,24670,16309,9501,4381,1342,29821,34761,34621,39665,36765,38328,42187,46085,45355,43899,46316,34662,42594,37732,28537,20189,13260,7210,3096
2021,Bartın,4725,6027,6644,8207,6469,6499,7369,7839,7076,6524,6539,5718,6134,5842,3919,2342,1239,611,237,4564,5729,6308,8672,6036,6045,6868,7718,6970,6723,7084,5364,6512,6355,4557,2891,1847,1050,458
2021,Batman,33828,34671,33375,28902,29642,25305,20227,19980,14778,10878,10323,35846,5767,5394,3010,1910,1157,562,197,32597,33144,31784,29401,28989,24351,19288,20049,13911,10175,9202,34364,5906,5932,4733,2798,1962,1110,871
2021,Bayburt,2580,2810,3277,5775,4694,3113,2680,2703,2377,2066,2274,2832,1722,1814,1114,774,483,241,73,2557,2686,3503,5660,3367,2660,2416,2329,2314,1959,2306,2749,1676,1859,1316,943,717,358,265
2021,Bilecik,6647,7173,7740,14279,9595,9181,8934,8754,7664,6961,6816,7371,5846,4755,3040,1886,1368,660,233,6314,6870,7190,8799,7783,7817,7872,8090,7256,6714,6729,7148,5826,4927,3719,2732,2041,1115,489
2021,Bingöl,12599,12078,11650,13179,13219,12532,10207,10161,8057,6048,6484,13128,4145,3633,2604,1679,949,525,172,12018,11720,11464,13240,12430,11663,9057,10216,8062,5569,6180,12278,4155,4255,3248,2017,1310,703,478
2021,Bitlis,19012,18668,18567,17276,17332,14563,11248,10680,8592,6675,6867,19510,4193,3748,2209,1418,762,359,134,17987,17713,17200,17023,15724,12918,9571,9825,7785,5442,5725,18272,3706,4390,3164,1820,1141,531,527
2021,Bolu,8617,10125,11108,14265,11742,11049,11293,12134,10809,9471,9650,9748,8137,7794,5331,3503,2229,1161,414,8179,9395,11043,14987,11038,10311,10897,11843,10794,9438,10189,9235,8443,8709,6467,4680,3160,1818,808
2021,Burdur,6947,8174,9273,14817,10135,8572,8935,9491,9241,8440,9012,7921,7845,6925,4857,3063,2164,1135,425,6532,7603,9410,11967,8600,8159,8234,9149,8922,8409,9236,7503,8214,8051,5948,4377,3137,1974,919
2021,Bursa,106277,116022,109033,111800,117579,120049,127275,132246,114323,98324,91501,119236,72005,58487,37522,21744,12489,5770,1680,100313,109589,99128,108290,117528,120091,125722,130558,113383,95721,93211,113280,74529,64106,45429,29948,19162,10126,4342
2021,Denizli,31361,36401,36447,38891,36495,36703,40429,44065,38598,34689,32513,36597,25867,21996,14519,8814,5547,2710,856,30027,34564,34455,38230,35178,36534,40129,43791,37558,33579,32981,34733,27104,23712,17556,12331,8369,4738,1989
2021,Diyarbakır,99024,93306,86876,79281,79848,74343,62358,58757,44360,33343,31811,102923,18901,16312,10118,6514,3682,1870,561,93913,89325,82450,76992,78258,71548,60557,58003,44078,31883,30360,98035,19906,17373,13703,9098,5919,3519,2265
2021,Düzce,13054,14227,14196,16157,15436,14918,14659,16013,14191,11822,12154,14467,9634,8474,5342,3019,1746,849,254,12536,13791,13832,16421,15016,14501,14332,15279,13600,11361,12400,13453,9795,9011,6158,4072,2639,1470,697
2021,Edirne,9717,10736,11632,20081,14898,14277,14254,15242,14068,13826,14731,10927,14048,12163,8020,4432,2853,1492,466,9101,10043,12301,16158,12688,12751,13411,14316,13808,13813,15229,10315,14710,12714,8957,5875,4476,2545,1041
2021,Elazığ,19838,22949,23107,25664,21936,20362,21069,21699,19071,16236,16754,22410,12522,11089,7159,4586,2966,1553,410,18630,21641,21290,25116,21485,20421,21350,22789,20549,16394,17831,21151,13145,12451,8895,5789,4183,2133,1465
2021,Erzincan,7388,7707,8357,13183,10648,8512,8013,8287,7473,6575,6743,8071,5583,5219,3730,2437,1377,809,255,6868,7390,8101,11854,9088,7999,7526,7848,7018,6031,6969,7675,5389,5535,4342,3313,2071,1141,826
2021,Erzurum,30579,32115,33592,36467,30254,26949,25281,25532,22222,17870,18833,33575,12554,12084,8551,5513,3255,1568,467,29310,30515,34130,38534,29998,25943,24456,25152,21735,16522,19304,31561,12811,13866,10563,7071,4661,2141,1359
2021,Eskişehir,24858,28111,28693,38060,34984,33690,34700,35059,31968,29119,28230,28732,23166,19587,13067,8175,4671,2225,666,23468,26422,27559,35094,31281,32031,33327,35717,32989,30062,29867,26808,24628,21526,16159,10922,7501,3764,1483
2021,Gaziantep,108604,111958,97664,89420,82947,80764,79261,74628,59698,45681,42593,120631,27600,22881,15187,8881,4568,1857,586,103830,107687,92786,88390,83545,79294,75178,70546,57411,42318,41810,115715,28801,24364,18098,11821,7625,3769,2035
2021,Giresun,11006,13380,14287,16321,15270,14419,14940,15552,14493,14379,17508,12678,15572,13805,8562,5176,3851,2422,759,10299,12690,13752,17169,14146,13540,13474,14859,14002,13682,16874,11891,14874,14577,10003,7480,6209,3759,2494
2021,Gümüşhane,4162,4601,5690,8032,6208,5681,5158,5045,4690,4099,4987,4551,3697,3474,2268,1411,946,613,168,3897,4517,5788,9204,5669,4993,4246,4378,4306,3649,4618,4431,3439,3781,2762,2048,1407,841,664
2021,Hakkari,12939,13728,14849,20328,18816,12896,9214,8954,5988,4083,4232,13606,2479,1805,1246,780,402,171,97,12048,13039,14521,13724,14370,10786,8654,9086,5723,3589,4037,12978,2786,2374,1648,945,556,358,383
2021,Hatay,70439,78637,70638,65884,57027,56566,59750,61860,52884,45858,44823,81977,32350,26445,16890,8314,5502,3295,1058,66910,74882,66572,61216,58189,57110,59983,61806,53176,43891,44925,77150,32673,28297,18965,10826,7216,4549,2179
2021,Isparta,12323,14752,16342,20361,15731,15013,15579,16095,14964,13290,13466,14175,11680,10694,7239,4218,2831,1441,505,11840,13920,16103,20922,14308,14130,14904,16324,14735,13787,14201,13407,12508,11958,8626,5978,3994,2256,1078
2021,Iğdır,9431,9887,9371,10731,9056,7975,6929,7028,5663,4132,4219,10646,3155,2826,1772,1138,541,331,115,9109,9257,8787,8841,8344,7071,6186,6338,5200,3588,4198,9983,3022,3240,2109,1322,788,497,333
2021,Kahramanmaraş,47762,57107,52488,47142,41637,40383,43976,44362,36534,30183,28372,56446,20336,19429,12691,8385,4526,2260,757,45534,53946,49154,45341,41747,40400,41898,41537,34857,28487,26633,53383,19465,19251,13995,9426,6260,3271,1937
2021,Karabük,6180,7281,9039,14256,9697,7800,8381,8733,8386,7961,7734,6799,6570,6232,4153,2884,1412,809,217,5762,6823,8611,12942,9135,7174,7907,8595,8518,8019,8201,6476,6948,6878,4917,3720,2225,1327,585
2021,Karaman,8719,9732,9919,10967,9908,9146,9618,9597,8339,7772,7211,9772,5525,5057,3471,2172,1523,828,275,8439,9229,9847,11889,9009,8621,8893,8931,8156,7637,7463,9261,5768,5506,4147,2795,2107,1092,497
2021,Kars,11724,12821,12572,14983,12387,10587,9171,9434,8277,6251,6975,12822,5034,4182,3120,2157,1049,618,232,10997,12350,12131,13731,11564,9406,8322,8714,7423,5078,6753,12045,4755,4346,3572,2637,1562,830,465
2021,Kastamonu,9015,10945,11589,14089,12598,12081,12576,13272,11496,10806,12990,10379,12168,12193,8752,5734,3261,1702,470,8549,10355,11560,13711,11142,11157,12115,12685,11614,10752,13420,9814,12464,13462,10432,7490,4799,2674,1281
2021,Kayseri,50067,60867,57978,58715,50802,50904,55734,56177,48452,40340,38629,59997,29870,25507,16398,10062,5192,2671,699,47557,57494,54516,55393,51125,51907,55034,54815,47541,38809,39300,56752,30440,26345,19983,13605,8356,4308,2016
2021,Kilis,6939,6736,6525,7060,5844,5605,4780,4691,3923,3384,3453,7322,2312,1984,1456,871,547,282,89,6646,6277,6480,7157,5696,4734,4314,4579,3700,3186,3417,6920,2246,2169,1815,1208,818,408,253
2021,Kocaeli,76184,79130,73109,77925,80996,84753,87261,89377,73671,57360,52977,83579,38855,31476,19811,11640,5966,2823,882,72168,74443,66933,73301,80093,83445,85290,85178,70070,55025,52927,79176,39623,34345,23258,14626,8892,4625,2248
2021,Konya,83819,92724,92983,97120,84559,80199,83392,81948,70053,62972,60914,94675,46633,40444,27482,16372,9521,4728,1385,79920,88210,88027,97786,83140,78531,81813,81240,71299,63892,64081,89836,49246,46457,34276,22657,14124,7347,3212
2021,Kütahya,14776,17893,19936,23893,20602,19846,20756,21949,19582,17566,18553,17360,16073,14596,9615,5908,3626,1700,509,14063,17005,18970,23712,20915,20481,20610,21586,19866,18428,19917,16717,17215,15792,11794,8014,5238,2621,957
2021,Kırklareli,9105,9636,10377,15816,13843,13702,13904,14832,13284,12750,12421,10133,11953,10269,6520,3820,2375,1248,456,8561,9050,9920,13118,11678,11632,12614,13864,12787,12276,12752,9450,12136,10857,7359,4998,3710,2200,957
2021,Kırıkkale,7670,9457,10281,12141,9514,8969,9646,9739,8856,9218,9778,8996,7488,6524,4315,2698,1483,674,207,7237,8776,10257,12800,8836,8561,8988,9300,9075,8863,9399,8410,7647,6966,5598,3624,2291,1157,529
2021,Kırşehir,7118,8415,8822,10442,8559,7859,8606,8572,7657,7633,8098,8455,6561,5694,3657,2140,1152,655,206,6805,8100,8564,11039,8267,7857,7906,8309,7709,7242,8309,8001,6808,6155,4681,3196,2042,1116,537
2021,Malatya,27232,32835,32175,33488,28870,27244,29321,31011,26991,22465,23493,31947,16780,15993,10597,6520,4058,1989,598,25758,31536,30933,31773,28103,27613,29727,31338,27573,21785,23112,30228,16450,16361,12771,8757,6191,3195,1881
2021,Manisa,45663,51532,49588,53393,52178,52611,55902,57379,50932,46263,46403,52658,38286,32778,20853,12606,7439,3578,1166,43547,48468,45567,49163,48215,50491,54410,55483,50177,46168,46708,49574,39257,35617,25199,16954,11287,6395,2738
2021,Mardin,49060,45610,43907,38747,38110,34487,27113,26015,19947,15271,14041,50497,8636,7604,5219,3560,2486,1321,657,46776,44023,42513,39156,38534,32693,26207,26100,20934,14582,13800,47924,9309,8721,7193,4730,3593,2051,1630
2021,Mersin,65962,76098,70565,68937,67046,66576,69817,72378,65736,57836,56950,77806,42162,36648,22994,13834,7999,3800,1248,62377,72310,66616,67264,65770,66274,69016,73935,66637,57608,58321,73289,43995,38924,26979,17706,10972,5944,2816
2021,Muğla,27602,32544,30656,35313,35034,36108,40013,43857,40480,36220,35625,32416,29012,24279,16628,10495,6855,3544,1280,26073,30386,28089,31643,32043,35163,39189,41850,38377,34699,34566,30531,28519,24765,18176,12357,8766,5369,2619
2021,Muş,22726,22640,22742,19335,18028,15632,12134,11994,9177,6954,7639,22877,4621,4437,2421,1765,733,368,152,21527,21568,21648,19446,17102,14440,11163,11204,8548,5875,6488,22664,4326,4946,3315,2140,1253,670,530
2021,Nevşehir,9891,11351,11198,12324,10979,10427,11299,11350,10013,9175,9082,11141,7459,6392,4576,2840,1703,764,225,9154,10493,11279,13898,10826,10349,11146,10905,9613,9057,9557,10518,7757,7033,5690,3991,2664,1260,624
2021,Niğde,12543,14799,15349,16225,13149,12437,12831,13294,11629,10596,10258,14712,7543,6542,4609,3026,1552,876,246,12166,14196,14588,16167,12247,11621,11989,12765,11468,10009,10559,13892,8012,7211,5799,4133,2722,1330,635
2021,Ordu,21226,26169,24873,26103,25007,24304,25661,28057,26492,23600,28834,24680,22103,20454,13584,9217,5580,2802,954,19756,24670,23184,25977,24465,23467,25033,27692,26110,22390,28520,23373,21553,22137,16137,11597,8187,4121,2803
2021,Osmaniye,21218,26140,23732,21707,18658,18175,19960,20698,17831,15575,15510,25375,11154,10181,6295,3584,1858,889,307,20226,24623,22178,19818,18652,17988,19659,20430,17873,15120,15067,24000,10888,10526,7307,4569,2882,1498,861
2021,Rize,9969,11446,11801,13292,12952,11992,12080,12957,12359,12383,12145,10668,9832,8046,5059,3401,1805,1042,201,9420,10413,11012,12913,12130,11070,11168,12029,11626,11451,11572,10297,9386,8845,6518,4977,3805,2249,1351
2021,Sakarya,36678,38494,39895,43076,39466,38855,38996,42139,36680,31807,30645,39166,25419,21263,13958,7859,4260,2049,661,34621,36228,37456,42249,38538,38298,38675,41213,36509,31001,31432,37368,25583,22784,15681,10092,6525,3567,1690
2021,Samsun,40390,48980,49074,51298,47933,46793,47502,52152,46109,41163,46021,47537,35651,32266,20982,12945,6914,3416,946,38274,46647,46937,50966,47844,46653,47669,54062,47599,41121,48812,45255,35717,34523,24798,16524,10656,5901,3244
2021,Siirt,18619,18464,19107,17822,16127,12719,9696,9081,6921,5323,5235,19014,3321,3209,1917,1181,670,371,84,17749,17753,17791,17528,14900,11581,9096,8948,6492,4842,4863,18088,3316,3520,2667,1793,1106,576,490
2021,Sinop,5540,6279,6748,7277,6871,7095,7238,7248,6465,6207,8004,6141,7052,7595,5610,3554,2068,1131,349,5186,6082,6619,7850,6226,6489,6685,6823,6492,6218,8371,5896,7326,7515,6163,4469,3037,1668,821
2021,Sivas,19995,23047,24055,29110,24396,21659,21830,21957,19278,17472,18666,22174,15721,15056,10839,7331,3710,2079,579,18789,22036,23553,28457,23116,20729,20629,20899,19298,16771,19120,21050,15775,15497,12720,8956,5467,2762,1543
