year,province,name,count,rank,total_count
2023,Kastamonu,Özcan,1693,16,388990
2023,Kastamonu,Özkan,1585,17,388990
2023,Kastamonu,Doğan,1542,18,388990
2023,Kastamonu,Şen,1466,19,388990
2023,Kastamonu,Korkmaz,1241,20,388990
2023,Kastamonu,Kılıç,1235,21,388990
2023,Kastamonu,Köse,1215,22,388990
2023,Kastamonu,Çetin,1147,23,388990
2023,Kastamonu,Güler,1138,24,388990
2023,Kastamonu,Can,1082,25,388990
2023,Kastamonu,Yüksel,1052,26,388990
2023,Kastamonu,Kurt,1048,27,388990
2023,Kastamonu,Baş,1012,28,388990
2023,Kastamonu,Aslan,983,29,388990
2023,Kastamonu,Kartal,970,30,388990
2023,Kayseri,Yılmaz,19289,1,1445683
2023,Kayseri,Şahin,18182,2,1445683
2023,Kayseri,Yıldırım,13263,3,1445683
2023,Kayseri,Yıldız,13233,4,1445683
2023,Kayseri,Doğan,13143,5,1445683
2023,Kayseri,Kaya,12426,6,1445683
2023,Kayseri,Öztürk,12097,7,1445683
2023,Kayseri,Demir,10844,8,1445683
2023,Kayseri,Özdemir,10641,9,1445683
2023,Kayseri,Çelik,9110,10,1445683
2023,Kayseri,Arslan,8689,11,1445683
2023,Kayseri,Kılıç,8490,12,1445683
2023,Kayseri,Aydın,7453,13,1445683
2023,Kayseri,Erdoğan,7452,14,1445683
2023,Kayseri,Şimşek,6771,15,1445683
2023,Kayseri,Koç,6455,16,1445683
2023,Kayseri,Polat,6214,17,1445683
2023,Kayseri,Aslan,6172,18,1445683
2023,Kayseri,Özkan,6145,19,1445683
2023,Kayseri,Bulut,5080,20,1445683
2023,Kayseri,Çetin,4850,21,1445683
2023,Kayseri,Kara,4486,22,1445683
2023,Kayseri,Karakaya,4465,23,1445683
2023,Kayseri,Özcan,4441,24,1445683
2023,Kayseri,Ünal,4387,25,1445683
2023,Kayseri,Coşkun,4337,26,1445683
2023,Kayseri,Bozkurt,4165,27,1445683
2023,Kayseri,Korkmaz,4100,28,1445683
2023,Kayseri,Kahraman,4070,29,1445683
2023,Kayseri,Özer,3953,30,1445683
2023,Kırıkkale,Yılmaz,2930,1,285744
2023,Kırıkkale,Şahin,2862,2,285744
2023,Kırıkkale,Doğan,2580,3,285744
2023,Kırıkkale,Yıldırım,2361,4,285744
2023,Kırıkkale,Öztürk,2086,5,285744
2023,Kırıkkale,Arslan,1946,6,285744
2023,Kırıkkale,Özdemir,1852,7,285744
2023,Kırıkkale,Demir,1825,8,285744
2023,Kırıkkale,Kılıç,1615,9,285744
2023,Kırıkkale,Yıldız,1580,10,285744
2023,Kırıkkale,Çelik,1394,11,285744
2023,Kırıkkale,Kaya,1368,12,285744
2023,Kırıkkale,Karakaya,1284,13,285744
2023,Kırıkkale,Kaplan,1161,14,285744
2023,Kırıkkale,Aydın,1075,15,285744
2023,Kırıkkale,Çetin,1049,16,285744
2023,Kırıkkale,Ceylan,1008,17,285744
2023,Kırıkkale,Aktaş,971,18,285744
2023,Kırıkkale,Yeşilyurt,942,19,285744
2023,Kırıkkale,Erdoğan,884,20,285744
2023,Kırıkkale,Demirel,878,21,285744
2023,Kırıkkale,Öcal,869,22,285744
2023,Kırıkkale,Tekin,865,23,285744
2023,Kırıkkale,Aksoy,862,24,285744
2023,Kırıkkale,Köksal,854,25,285744
2023,Kırıkkale,Şimşek,829,26,285744
2023,Kırıkkale,Koç,825,27,285744
2023,Kırıkkale,Ünal,816,28,285744
2023,Kırıkkale,Yüksel,812,29,285744
2023,Kırıkkale,Özkan,775,30,285744
2023,Kırklareli,Yılmaz,4503,1,377156
2023,Kırklareli,Demir,2215,2,377156
2023,Kırklareli,Çetin,2205,3,377156
2023,Kırklareli,Kaya,2163,4,377156
2023,Kırklareli,Yıldız,2070,5,377156
2023,Kırklareli,Öztürk,2067,6,377156
2023,Kırklareli,Çelik,2061,7,377156
2023,Kırklareli,Aydın,1722,8,377156
2023,Kırklareli,Yıldırım,1493,9,377156
2023,Kırklareli,Şahin,1420,10,377156
2023,Kırklareli,Özdemir,1417,11,377156
2023,Kırklareli,Doğan,1407,12,377156
2023,Kırklareli,Şen,1389,13,377156
2023,Kırklareli,Kılıç,1385,14,377156
2023,Kırklareli,Can,1348,15,377156
2023,Kırklareli,Arslan,1336,16,377156
2023,Kırklareli,Özkan,1242,17,377156
2023,Kırklareli,Yavuz,1196,18,377156
2023,Kırklareli,Kurt,1193,19,377156
2023,Kırklareli,Koç,1128,20,377156
2023,Kırklareli,Çakır,1062,21,377156
2023,Kırklareli,Güler,1057,22,377156
2023,Kırklareli,Çalışkan,1054,23,377156
2023,Kırklareli,Özcan,1054,23,377156
2023,Kırklareli,Yalçın,1002,24,377156
2023,Kırklareli,Mutlu,991,25,377156
2023,Kırklareli,Kara,982,26,377156
2023,Kırklareli,Akın,931,27,377156
2023,Kırklareli,Korkmaz,910,28,377156
2023,Kırklareli,Gündüz,852,29,377156
2023,Kırklareli,Engin,826,30,377156
2023,Kırşehir,Şahin,4530,1,247179
2023,Kırşehir,Yılmaz,4519,2,247179
2023,Kırşehir,Kaya,3341,3,247179
2023,Kırşehir,Demir,2716,4,247179
2023,Kırşehir,Yıldırım,2715,5,247179
2023,Kırşehir,Doğan,2641,6,247179
2023,Kırşehir,Kılıç,2616,7,247179
2023,Kırşehir,Çelik,2277,8,247179
2023,Kırşehir,Öztürk,2216,9,247179
2023,Kırşehir,Arslan,1962,10,247179
2023,Kırşehir,Yıldız,1910,11,247179
2023,Kırşehir,Aydın,1906,12,247179
2023,Kırşehir,Özdemir,1878,13,247179
2023,Kırşehir,Aslan,1783,14,247179
2023,Kırşehir,Şimşek,1282,15,247179
2023,Kırşehir,Köksal,1199,16,247179
2023,Kırşehir,Koç,1180,17,247179
2023,Kırşehir,Kara,1077,18,247179
2023,Kırşehir,Çetin,1072,19,247179
2023,Kırşehir,Erdoğan,974,20,247179
2023,Kırşehir,Güneş,954,21,247179
2023,Kırşehir,Yüksel,935,22,247179
2023,Kırşehir,Ünal,923,23,247179
2023,Kırşehir,Sarı,916,24,247179
2023,Kırşehir,Kurt,912,25,247179
2023,Kırşehir,Çoban,886,26,247179
2023,Kırşehir,Yağmur,885,27,247179
2023,Kırşehir,Ekici,839,28,247179
2023,Kırşehir,Korkmaz,826,29,247179
2023,Kırşehir,Tekin,810,30,247179
2023,Kilis,Yılmaz,2813,1,155179
2023,Kilis,Polat,2811,2,155179
2023,Kilis,Demir,2611,3,155179
2023,Kilis,Kaya,2142,4,155179
2023,Kilis,Yıldırım,2102,5,155179
2023,Kilis,Yıldız,1724,6,155179
2023,Kilis,Korkmaz,1655,7,155179
2023,Kilis,Arslan,1585,8,155179
2023,Kilis,Şahin,1466,9,155179
2023,Kilis,Çelik,1428,10,155179
2023,Kilis,Doğan,1423,11,155179
2023,Kilis,Özdemir,1418,12,155179
2023,Kilis,Aslan,1348,13,155179
2023,Kilis,Kurt,1255,14,155179
2023,Kilis,Yalçın,879,15,155179
2023,Kilis,Çetin,871,16,155179
2023,Kilis,Özkan,862,17,155179
2023,Kilis,Kartal,828,18,155179
2023,Kilis,Bozkurt,809,19,155179
2023,Kilis,Kara,805,20,155179
2023,Kilis,Kuş,719,21,155179
2023,Kilis,Can,707,22,155179
2023,Kilis,Çelebi,671,23,155179
2023,Kilis,Kaplan,572,24,155179
2023,Kilis,Şahan,566,25,155179
2023,Kilis,Öztürk,564,26,155179
2023,Kilis,Karakuş,556,27,155179
2023,Kilis,Karadaş,503,28,155179
2023,Kilis,Akkurt,492,29,155179
2023,Kilis,Avcı,490,30,155179
2023,Kocaeli,Yılmaz,33255,1,2102907
2023,Kocaeli,Kaya,21785,2,2102907
2023,Kocaeli,Demir,20415,3,2102907
2023,Kocaeli,Aydın,20167,4,2102907
2023,Kocaeli,Yıldız,19535,5,2102907
2023,Kocaeli,Öztürk,18485,6,2102907
2023,Kocaeli,Şahin,18377,7,2102907
2023,Kocaeli,Çelik,17618,8,2102907
2023,Kocaeli,Yıldırım,17132,9,2102907
2023,Kocaeli,Kılıç,14002,10,2102907
2023,Kocaeli,Özdemir,12565,11,2102907
2023,Kocaeli,Arslan,11557,12,2102907
2023,Kocaeli,Doğan,9748,13,2102907
2023,Kocaeli,Koç,8400,14,2102907
2023,Kocaeli,Aslan,8075,15,2102907
2023,Kocaeli,Kurt,7764,16,2102907
2023,Kocaeli,Çetin,7637,17,2102907
2023,Kocaeli,Kara,7543,18,2102907
2023,Kocaeli,Çakır,7532,19,2102907
2023,Kocaeli,Aktaş,7343,20,2102907
2023,Kocaeli,Turan,7082,21,2102907
2023,Kocaeli,Özcan,6979,22,2102907
2023,Kocaeli,Yavuz,6966,23,2102907
2023,Kocaeli,Keskin,6618,24,2102907
2023,Kocaeli,Polat,6304,25,2102907
2023,Kocaeli,Acar,6104,26,2102907
2023,Kocaeli,Korkmaz,6092,27,2102907
2023,Kocaeli,Özkan,5947,28,2102907
2023,Kocaeli,Şen,5907,29,2102907
2023,Kocaeli,Erdoğan,5861,30,2102907
2023,Konya,Yılmaz,24456,1,2320241
2023,Konya,Çelik,17591,2,2320241
2023,Konya,Kaya,17295,3,2320241
2023,Konya,Şahin,16519,4,2320241
2023,Konya,Yıldırım,16322,5,2320241
2023,Konya,Yıldız,15466,6,2320241
2023,Konya,Demir,14673,7,2320241
2023,Konya,Doğan,14239,8,2320241
2023,Konya,Özdemir,14194,9,2320241
2023,Konya,Aydın,11318,10,2320241
2023,Konya,Öztürk,11291,11,2320241
2023,Konya,Çetin,10713,12,2320241
2023,Konya,Acar,10300,13,2320241
2023,Konya,Arslan,10232,14,2320241
2023,Konya,Koç,9796,15,2320241
2023,Konya,Kara,9788,16,2320241
2023,Konya,Kılıç,9238,17,2320241
2023,Konya,Koçak,9001,18,2320241
2023,Konya,Ünal,8746,19,2320241
2023,Konya,Can,8125,20,2320241
2023,Konya,Özcan,7440,21,2320241
2023,Konya,Yavuz,7422,22,2320241
2023,Konya,Sarı,7330,23,2320241
2023,Konya,Özkan,7297,24,2320241
2023,Konya,Ceylan,7172,25,2320241
2023,Konya,Erdoğan,7041,26,2320241
2023,Konya,Şimşek,6981,27,2320241
2023,Konya,Korkmaz,6896,28,2320241
2023,Konya,Koyuncu,6884,29,2320241
2023,Konya,Şen,6336,30,2320241
2023,Kütahya,Yılmaz,6288,1,575674
2023,Kütahya,Demir,5265,2,575674
2023,Kütahya,Öztürk,5125,3,575674
2023,Kütahya,Çelik,4631,4,575674
2023,Kütahya,Şahin,4457,5,575674
2023,Kütahya,Kaya,4306,6,575674
2023,Kütahya,Çetin,4223,7,575674
2023,Kütahya,Özdemir,4214,8,575674
2023,Kütahya,Yıldız,3930,9,575674
2023,Kütahya,Aydın,3920,10,575674
2023,Kütahya,Arslan,3745,11,575674
2023,Kütahya,Yıldırım,3626,12,575674
2023,Kütahya,Kahraman,3287,13,575674
2023,Kütahya,Çakır,3279,14,575674
2023,Kütahya,Sarı,3273,15,575674
2023,Kütahya,Yavuz,2878,16,575674
2023,Kütahya,Aslan,2525,17,575674
2023,Kütahya,Yiğit,2453,18,575674
2023,Kütahya,Kara,2440,19,575674
2023,Kütahya,Doğan,2274,20,575674
2023,Kütahya,Şen,2239,21,575674
2023,Kütahya,Dönmez,2236,22,575674
2023,Kütahya,Korkmaz,2124,23,575674
2023,Kütahya,Koç,1985,24,575674
2023,Kütahya,Karaca,1978,25,575674
2023,Kütahya,Bayram,1974,26,575674
2023,Kütahya,Acar,1914,27,575674
2023,Kütahya,Can,1905,28,575674
2023,Kütahya,Uslu,1872,29,575674
2023,Kütahya,Kurt,1872,29,575674
2023,Kütahya,Tekin,1805,30,575674
2023,Malatya,Şahin,9813,1,742725
2023,Malatya,Doğan,9641,2,742725
2023,Malatya,Kaya,9357,3,742725
2023,Malatya,Yılmaz,8400,4,742725
2023,Malatya,Yıldırım,7621,5,742725
2023,Malatya,Özdemir,6942,6,742725
2023,Malatya,Demir,6576,7,742725
2023,Malatya,Aslan,6444,8,742725
2023,Malatya,Çelik,5791,9,742725
2023,Malatya,Kılıç,5163,10,742725
2023,Malatya,Korkmaz,4350,11,742725
2023,Malatya,Yıldız,3886,12,742725
2023,Malatya,Polat,3697,13,742725
2023,Malatya,Koç,3370,14,742725
2023,Malatya,Öztürk,3368,15,742725
2023,Malatya,Yiğit,3302,16,742725
2023,Malatya,Arslan,3269,17,742725
2023,Malatya,Güler,3190,18,742725
2023,Malatya,Aydın,3189,19,742725
2023,Malatya,Fırat,2702,20,742725
2023,Malatya,Karakuş,2651,21,742725
2023,Malatya,Özcan,2572,22,742725
2023,Malatya,Karaca,2546,23,742725
2023,Malatya,Özer,2498,24,742725
2023,Malatya,Gürbüz,2399,25,742725
2023,Malatya,Güneş,2343,26,742725
2023,Malatya,Bulut,2278,27,742725
2023,Malatya,Karaman,2262,28,742725
2023,Malatya,Gül,2213,29,742725
2023,Malatya,Çoban,2191,30,742725
2023,Manisa,Yılmaz,19005,1,1475716
2023,Manisa,Kaya,14463,2,1475716
2023,Manisa,Demir,12794,3,1475716
2023,Manisa,Çelik,12072,4,1475716
2023,Manisa,Yıldırım,10707,5,1475716
2023,Manisa,Özdemir,10470,6,1475716
2023,Manisa,Yıldız,10274,7,1475716
2023,Manisa,Aydın,9432,8,1475716
2023,Manisa,Çetin,9407,9,1475716
2023,Manisa,Şahin,8537,10,1475716
2023,Manisa,Öztürk,7468,11,1475716
2023,Manisa,Arslan,6659,12,1475716
2023,Manisa,Aslan,5442,13,1475716
2023,Manisa,Çakır,5429,14,1475716
2023,Manisa,Doğan,5359,15,1475716
2023,Manisa,Şen,5254,16,1475716
2023,Manisa,Özcan,5204,17,1475716
2023,Manisa,Uysal,5197,18,1475716
2023,Manisa,Kurt,4914,19,1475716
2023,Manisa,Acar,4834,20,1475716
2023,Manisa,Korkmaz,4577,21,1475716
2023,Manisa,Özkan,4516,22,1475716
2023,Manisa,Can,4386,23,1475716
2023,Manisa,Kahraman,4255,24,1475716
2023,Manisa,Çoban,4194,25,1475716
2023,Manisa,Kılıç,4193,26,1475716
2023,Manisa,Kara,4178,27,1475716
2023,Manisa,Koç,4178,27,1475716
2023,Manisa,Sarı,4057,28,1475716
2023,Manisa,Aktaş,4040,29,1475716
2023,Manisa,Yavuz,3939,30,1475716
2023,Mardin,Demir,16069,1,888874
2023,Mardin,Çelik,15517,2,888874
2023,Mardin,Kaya,12146,3,888874
2023,Mardin,Doğan,9193,4,888874
2023,Mardin,Acar,8970,5,888874
2023,Mardin,Aydın,8685,6,888874
2023,Mardin,Aslan,8067,7,888874
2023,Mardin,Yılmaz,7264,8,888874
2023,Mardin,Yıldırım,6850,9,888874
2023,Mardin,Arslan,6617,10,888874
2023,Mardin,Özdemir,6436,11,888874
2023,Mardin,Yıldız,6356,12,888874
2023,Mardin,Kılıç,5345,13,888874
2023,Mardin,Tekin,4930,14,888874
2023,Mardin,Ay,4196,15,888874
2023,Mardin,Gümüş,3943,16,888874
2023,Mardin,Çetin,3841,17,888874
2023,Mardin,Öztürk,3798,18,888874
2023,Mardin,Şahin,3786,19,888874
2023,Mardin,Çiçek,3651,20,888874
2023,Mardin,Dağ,3530,21,888874
2023,Mardin,Kılınç,3464,22,888874
2023,Mardin,Bulut,3391,23,888874
2023,Mardin,Taş,3374,24,888874
2023,Mardin,Aksoy,3336,25,888874
2023,Mardin,Akan,3257,26,888874
2023,Mardin,Yavuz,3194,27,888874
2023,Mardin,Can,3191,28,888874
2023,Mardin,Aktaş,3140,29,888874
2023,Mardin,Deniz,3062,30,888874
2023,Mersin,Yılmaz,25658,1,1938389
2023,Mersin,Demir,19685,2,1938389
2023,Mersin,Kaya,19509,3,1938389
2023,Mersin,Şahin,18081,4,1938389
2023,Mersin,Çelik,17635,5,1938389
2023,Mersin,Yıldırım,16569,6,1938389
2023,Mersin,Yıldız,16007,7,1938389
2023,Mersin,Doğan,14565,8,1938389
2023,Mersin,Özdemir,12642,9,1938389
2023,Mersin,Aslan,11349,10,1938389
2023,Mersin,Aydın,10830,11,1938389
2023,Mersin,Arslan,9787,12,1938389
2023,Mersin,Şimşek,9755,13,1938389
2023,Mersin,Kara,9671,14,1938389
2023,Mersin,Çetin,8875,15,1938389
2023,Mersin,Kurt,8234,16,1938389
2023,Mersin,Öztürk,7883,17,1938389
2023,Mersin,Taş,7569,18,1938389
2023,Mersin,Kılıç,7351,19,1938389
2023,Mersin,Sarı,6397,20,1938389
2023,Mersin,Gök,6372,21,1938389
2023,Mersin,Yalçın,6340,22,1938389
2023,Mersin,Can,6259,23,1938389
2023,Mersin,Bulut,6218,24,1938389
2023,Mersin,Özer,5885,25,1938389
2023,Mersin,Uysal,5864,26,1938389
2023,Mersin,Özkan,5721,27,1938389
2023,Mersin,Şen,5668,28,1938389
2023,Mersin,Ateş,5540,29,1938389
2023,Mersin,Koç,5539,30,1938389
2023,Muğla,Yılmaz,13490,1,1066736
2023,Muğla,Kaya,10601,2,1066736
2023,Muğla,Şahin,8688,3,1066736
2023,Muğla,Demir,8534,4,1066736
2023,Muğla,Yıldırım,8082,5,1066736
2023,Muğla,Aydın,7663,6,1066736
2023,Muğla,Öztürk,6959,7,1066736
2023,Muğla,Çelik,6797,8,1066736
2023,Muğla,Özdemir,6726,9,1066736
2023,Muğla,Yıldız,6502,10,1066736
2023,Muğla,Arslan,6361,11,1066736
2023,Muğla,Çetin,5438,12,1066736
2023,Muğla,Kara,4410,13,1066736
2023,Muğla,Acar,4336,14,1066736
2023,Muğla,Avcı,4288,15,1066736
2023,Muğla,Çoban,4251,16,1066736
2023,Muğla,Uysal,4213,17,1066736
2023,Muğla,Doğan,4164,18,1066736
2023,Muğla,Şimşek,3745,19,1066736
2023,Muğla,Özcan,3580,20,1066736
2023,Muğla,Çakır,3538,21,1066736
2023,Muğla,Kurt,3386,22,1066736
2023,Muğla,Bulut,3272,23,1066736
2023,Muğla,Sarı,3242,24,1066736
2023,Muğla,Yalçın,3187,25,1066736
2023,Muğla,Özkan,3163,26,1066736
2023,Muğla,Can,3153,27,1066736
2023,Muğla,Korkmaz,3139,28,1066736
2023,Muğla,Kaplan,3102,29,1066736
2023,Muğla,Kılıç,3039,30,1066736
2023,Muş,Çelik,6736,1,399879
2023,Muş,Demir,5803,2,399879
2023,Muş,Yılmaz,4975,3,399879
2023,Muş,Yıldız,4813,4,399879
2023,Muş,Sönmez,4388,5,399879
2023,Muş,Bingöl,4386,6,399879
2023,Muş,Yıldırım,4295,7,399879
2023,Muş,Kaya,4135,8,399879
2023,Muş,Arslan,4049,9,399879
2023,Muş,Güler,3679,10,399879
2023,Muş,Özdemir,3282,11,399879
2023,Muş,Aydın,3163,12,399879
2023,Muş,Karakaya,2851,13,399879
2023,Muş,Taş,2791,14,399879
2023,Muş,Aktaş,2725,15,399879
2023,Muş,Bozkurt,2397,16,399879
2023,Muş,Tekin,2395,17,399879
2023,Muş,Çetin,2377,18,399879
2023,Muş,Özmen,2240,19,399879
2023,Muş,Özcan,2233,20,399879
2023,Muş,Yalçın,2200,21,399879
2023,Muş,Özkan,2099,22,399879
2023,Muş,Işık,2091,23,399879
2023,Muş,Balkaya,2058,24,399879
2023,Muş,Doğan,2026,25,399879
2023,Muş,Şahin,2011,26,399879
2023,Muş,Aydemir,1925,27,399879
2023,Muş,Subaşı,1923,28,399879
2023,Muş,Polat,1835,29,399879
2023,Muş,Toplu,1786,30,399879
2023,Nevşehir,Yılmaz,4686,1,315994
2023,Nevşehir,Şahin,3778,2,315994
2023,Nevşehir,Demir,2921,3,315994
2023,Nevşehir,Kaya,2527,4,315994
2023,Nevşehir,Öztürk,2494,5,315994
2023,Nevşehir,Doğan,2381,6,315994
2023,Nevşehir,Özdemir,2354,7,315994
2023,Nevşehir,Çelik,2171,8,315994
2023,Nevşehir,Yıldırım,1855,9,315994
2023,Nevşehir,Yıldız,1818,10,315994
2023,Nevşehir,Aydın,1770,11,315994
2023,Nevşehir,Özer,1528,12,315994
2023,Nevşehir,Özcan,1465,13,315994
2023,Nevşehir,Ertaş,1391,14,315994
2023,Nevşehir,Kılıç,1389,15,315994
2023,Nevşehir,Yüksel,1374,16,315994
2023,Nevşehir,Ünal,1296,17,315994
2023,Nevşehir,Güven,1285,18,315994
2023,Nevşehir,Güneş,1267,19,315994
2023,Nevşehir,Şimşek,1204,20,315994
2023,Nevşehir,Çetin,1143,21,315994
2023,Nevşehir,Aslan,1142,22,315994
2023,Nevşehir,Arslan,1115,23,315994
2023,Nevşehir,Korkmaz,1097,24,315994
2023,Nevşehir,Karataş,1077,25,315994
2023,Nevşehir,Yalçın,1070,26,315994
2023,Nevşehir,Çalışkan,1068,27,315994
2023,Nevşehir,Ceylan,1054,28,315994
2023,Nevşehir,Uçar,1047,29,315994
2023,Nevşehir,Özkan,1036,30,315994
2023,Niğde,Yılmaz,5379,1,377080
2023,Niğde,Öztürk,4808,2,377080
2023,Niğde,Şahin,3843,3,377080
2023,Niğde,Demir,3104,4,377080
2023,Niğde,Doğan,2756,5,377080
2023,Niğde,Aydın,2609,6,377080
2023,Niğde,Çelik,2555,7,377080
2023,Niğde,Erdoğan,2516,8,377080
2023,Niğde,Özdemir,2437,9,377080
2023,Niğde,Yıldız,2348,10,377080
2023,Niğde,Kaya,2319,11,377080
2023,Niğde,Kılıç,2060,12,377080
2023,Niğde,Yüksel,2036,13,377080
2023,Niğde,Özcan,2003,14,377080
2023,Niğde,Özkan,1799,15,377080
2023,Niğde,Ünal,1759,16,377080
2023,Niğde,Yıldırım,1722,17,377080
2023,Niğde,Aslan,1604,18,377080
2023,Niğde,Polat,1558,19,377080
2023,Niğde,Kılınç,1537,20,377080
2023,Niğde,Çınar,1537,20,377080
2023,Niğde,Koç,1504,21,377080
2023,Niğde,Özer,1494,22,377080
2023,Niğde,Arı,1464,23,377080
2023,Niğde,Arıkan,1442,24,377080
2023,Niğde,Çetin,1431,25,377080
2023,Niğde,Özbek,1425,26,377080
2023,Niğde,Eroğlu,1353,27,377080
2023,Niğde,Soylu,1342,28,377080
2023,Niğde,Arslan,1319,29,377080
2023,Niğde,Tekin,1248,30,377080
2023,Ordu,Yılmaz,16345,1,775800
2023,Ordu,Şahin,10792,2,775800
2023,Ordu,Öztürk,9658,3,775800
2023,Ordu,Aydın,7724,4,775800
2023,Ordu,Demir,7431,5,775800
2023,Ordu,Arslan,6362,6,775800
2023,Ordu,Çelik,5455,7,775800
2023,Ordu,Kaya,5367,8,775800
2023,Ordu,Yıldız,5220,9,775800
2023,Ordu,Kılıç,5091,10,775800
2023,Ordu,Özdemir,4937,11,775800
2023,Ordu,Keskin,4526,12,775800
2023,Ordu,Yıldırım,4150,13,775800
2023,Ordu,Aktaş,3888,14,775800
2023,Ordu,Çakır,3851,15,775800
2023,Ordu,Güler,3561,16,775800
2023,Ordu,Güney,3463,17,775800
2023,Ordu,Korkmaz,3292,18,775800
2023,Ordu,Baş,3271,19,775800
2023,Ordu,Koç,3058,20,775800
2023,Ordu,Aksu,3015,21,775800
2023,Ordu,Şen,2822,22,775800
2023,Ordu,Duman,2820,23,775800
2023,Ordu,Özcan,2818,24,775800
2023,Ordu,Güneş,2730,25,775800
2023,Ordu,Yüksel,2630,26,775800
2023,Ordu,Gümüş,2611,27,775800
2023,Ordu,Karayiğit,2608,28,775800
2023,Ordu,Altun,2600,29,775800
2023,Ordu,Çakmak,2596,30,775800
2023,Osmaniye,Demir,5441,1,557666
2023,Osmaniye,Yılmaz,5133,2,557666
2023,Osmaniye,Kaya,4681,3,557666
2023,Osmaniye,Çelik,4161,4,557666
2023,Osmaniye,Yıldırım,3642,5,557666
2023,Osmaniye,Doğan,3609,6,557666
2023,Osmaniye,Şahin,3518,7,557666
2023,Osmaniye,Kurt,3480,8,557666
2023,Osmaniye,Kara,3353,9,557666
2023,Osmaniye,Gök,3240,10,557666
2023,Osmaniye,Yıldız,3074,11,557666
2023,Osmaniye,Özdemir,2896,12,557666
2023,Osmaniye,Aslan,2837,13,557666
2023,Osmaniye,Kılıç,2593,14,557666
2023,Osmaniye,Öztürk,2364,15,557666
2023,Osmaniye,Köse,2160,16,557666
2023,Osmaniye,Ateş,1961,17,557666
2023,Osmaniye,Çetin,1960,18,557666
2023,Osmaniye,Arslan,1840,19,557666
2023,Osmaniye,Coşkun,1834,20,557666
2023,Osmaniye,Avcı,1803,21,557666
2023,Osmaniye,Demirci,1757,22,557666
2023,Osmaniye,Güneş,1728,23,557666
2023,Osmaniye,Gül,1651,24,557666
2023,Osmaniye,Yiğit,1637,25,557666
2023,Osmaniye,Türkmenoğlu,1592,26,557666
2023,Osmaniye,Özkan,1570,27,557666
2023,Osmaniye,Küçük,1565,28,557666
2023,Osmaniye,Koç,1556,29,557666
2023,Osmaniye,Güzel,1502,30,557666
2023,Rize,Yılmaz,8962,1,350506
2023,Rize,Yazıcı,4283,2,350506
2023,Rize,Çelik,3461,3,350506
2023,Rize,Uzun,3445,4,350506
2023,Rize,Öztürk,3356,5,350506
2023,Rize,Yıldız,2985,6,350506
2023,Rize,Yıldırım,2645,7,350506
2023,Rize,Köse,2558,8,350506
2023,Rize,Sarı,2357,9,350506
2023,Rize,Çolak,2333,10,350506
2023,Rize,Demir,2233,11,350506
2023,Rize,Öksüz,1936,12,350506
2023,Rize,Demirci,1909,13,350506
2023,Rize,Aydın,1816,14,350506
2023,Rize,Kopuz,1814,15,350506
2023,Rize,Balcı,1741,16,350506
2023,Rize,Çakır,1695,17,350506
2023,Rize,Türüt,1595,18,350506
2023,Rize,Özdemir,1565,19,350506
2023,Rize,Kaya,1550,20,350506
2023,Rize,Büyük,1492,21,350506
2023,Rize,Kandemir,1458,22,350506
2023,Rize,Kazdal,1430,23,350506
2023,Rize,Kurt,1386,24,350506
2023,Rize,Topçu,1338,25,350506
2023,Rize,Kara,1310,26,350506
2023,Rize,Avcı,1275,27,350506
2023,Rize,Baş,1270,28,350506
2023,Rize,Aksu,1267,29,350506
2023,Rize,Bayraktar,1215,30,350506
2023,Sakarya,Yılmaz,17110,1,1098115
2023,Sakarya,Yıldız,9192,2,1098115
2023,Sakarya,Demir,9183,3,1098115
2023,Sakarya,Kaya,8660,4,1098115
2023,Sakarya,Yıldırım,8215,5,1098115
2023,Sakarya,Öztürk,8040,6,1098115
2023,Sakarya,Aydın,7951,7,1098115
2023,Sakarya,Çelik,7841,8,1098115
2023,Sakarya,Şahin,7129,9,1098115
2023,Sakarya,Kılıç,6204,10,1098115
2023,Sakarya,Özdemir,6132,11,1098115
2023,Sakarya,Arslan,5685,12,1098115
2023,Sakarya,Çetin,5042,13,1098115
2023,Sakarya,Keskin,4451,14,1098115
2023,Sakarya,Koç,4381,15,1098115
2023,Sakarya,Çakır,4281,16,1098115
2023,Sakarya,Kara,4155,17,1098115
2023,Sakarya,Sarı,4009,18,1098115
2023,Sakarya,Kurt,3898,19,1098115
2023,Sakarya,Özcan,3705,20,1098115
2023,Sakarya,Yavuz,3571,21,1098115
2023,Sakarya,Şen,3571,21,1098115
2023,Sakarya,Köse,3490,22,1098115
2023,Sakarya,Can,3483,23,1098115
2023,Sakarya,Özkan,3424,24,1098115
2023,Sakarya,Acar,3369,25,1098115
2023,Sakarya,Doğan,3327,26,1098115
2023,Sakarya,Turan,3279,27,1098115
2023,Sakarya,Uzun,3128,28,1098115
2023,Sakarya,Avcı,3078,29,1098115
2023,Sakarya,Duman,3055,30,1098115
2023,Samsun,Yılmaz,25182,1,1377546
2023,Samsun,Şahin,18616,2,1377546
2023,Samsun,Kaya,16563,3,1377546
2023,Samsun,Aydın,14279,4,1377546
2023,Samsun,Öztürk,14023,5,1377546
2023,Samsun,Demir,13001,6,1377546
2023,Samsun,Arslan,11758,7,1377546
2023,Samsun,Çakır,10962,8,1377546
2023,Samsun,Keskin,10499,9,1377546
