year,province,name,count,rank,total_count
2023,Adana,Yılmaz,26091,1,2270298
2023,Adana,Kaya,23543,2,2270298
2023,Adana,Demir,22376,3,2270298
2023,Adana,Çelik,18170,4,2270298
2023,Adana,Yıldırım,17022,5,2270298
2023,Adana,Şahin,16927,6,2270298
2023,Adana,Yıldız,15782,7,2270298
2023,Adana,Doğan,15222,8,2270298
2023,Adana,Özdemir,14939,9,2270298
2023,Adana,Aydın,12100,10,2270298
2023,Adana,Aslan,11762,11,2270298
2023,Adana,Arslan,10173,12,2270298
2023,Adana,Kılıç,10132,13,2270298
2023,Adana,Kara,9718,14,2270298
2023,Adana,Öztürk,9445,15,2270298
2023,Adana,Kurt,8941,16,2270298
2023,Adana,Çetin,8762,17,2270298
2023,Adana,Şimşek,8447,18,2270298
2023,Adana,Bulut,7226,19,2270298
2023,Adana,Can,7111,20,2270298
2023,Adana,Yavuz,6819,21,2270298
2023,Adana,Taş,6725,22,2270298
2023,Adana,Gül,6668,23,2270298
2023,Adana,Avcı,6664,24,2270298
2023,Adana,Gök,6536,25,2270298
2023,Adana,Erdoğan,6492,26,2270298
2023,Adana,Polat,6379,27,2270298
2023,Adana,Kaplan,6359,28,2270298
2023,Adana,Bozkurt,6252,29,2270298
2023,Adana,Ünal,6112,30,2270298
2023,Adıyaman,Doğan,8460,1,604978
2023,Adıyaman,Demir,8122,2,604978
2023,Adıyaman,Şahin,7954,3,604978
2023,Adıyaman,Kaya,7837,4,604978
2023,Adıyaman,Arslan,7213,5,604978
2023,Adıyaman,Yılmaz,6834,6,604978
2023,Adıyaman,Yıldırım,6793,7,604978
2023,Adıyaman,Çelik,6357,8,604978
2023,Adıyaman,Aslan,5595,9,604978
2023,Adıyaman,Polat,4590,10,604978
2023,Adıyaman,Özdemir,4077,11,604978
2023,Adıyaman,Öztürk,3873,12,604978
2023,Adıyaman,Yıldız,3809,13,604978
2023,Adıyaman,Kılınç,3784,14,604978
2023,Adıyaman,Korkmaz,3681,15,604978
2023,Adıyaman,Aydın,3600,16,604978
2023,Adıyaman,Çetin,3567,17,604978
2023,Adıyaman,Karakuş,3459,18,604978
2023,Adıyaman,Turan,3410,19,604978
2023,Adıyaman,Fırat,3207,20,604978
2023,Adıyaman,Bozkurt,2917,21,604978
2023,Adıyaman,Coşkun,2735,22,604978
2023,Adıyaman,Özer,2679,23,604978
2023,Adıyaman,Avcı,2606,24,604978
2023,Adıyaman,Deniz,2453,25,604978
2023,Adıyaman,Yalçın,2406,26,604978
2023,Adıyaman,Kara,2361,27,604978
2023,Adıyaman,Çoban,2264,28,604978
2023,Adıyaman,Bozan,2232,29,604978
2023,Adıyaman,Gürbüz,2216,30,604978
2023,Afyonkarahisar,Yılmaz,9983,1,751344
2023,Afyonkarahisar,Çelik,8858,2,751344
2023,Afyonkarahisar,Yıldırım,7123,3,751344
2023,Afyonkarahisar,Özdemir,6839,4,751344
2023,Afyonkarahisar,Demir,6498,5,751344
2023,Afyonkarahisar,Öztürk,6047,6,751344
2023,Afyonkarahisar,Çetin,5214,7,751344
2023,Afyonkarahisar,Şahin,5148,8,751344
2023,Afyonkarahisar,Yıldız,4654,9,751344
2023,Afyonkarahisar,Kaya,4638,10,751344
2023,Afyonkarahisar,Arslan,4271,11,751344
2023,Afyonkarahisar,Koç,4084,12,751344
2023,Afyonkarahisar,Doğan,3686,13,751344
2023,Afyonkarahisar,Aydın,3578,14,751344
2023,Afyonkarahisar,Yavuz,3488,15,751344
2023,Afyonkarahisar,Uysal,3190,16,751344
2023,Afyonkarahisar,Şen,3171,17,751344
2023,Afyonkarahisar,Karakaya,2911,18,751344
2023,Afyonkarahisar,Özkan,2879,19,751344
2023,Afyonkarahisar,Çınar,2831,20,751344
2023,Afyonkarahisar,Keskin,2825,21,751344
2023,Afyonkarahisar,Özcan,2782,22,751344
2023,Afyonkarahisar,Çakır,2754,23,751344
2023,Afyonkarahisar,Çetinkaya,2712,24,751344
2023,Afyonkarahisar,Ceylan,2631,25,751344
2023,Afyonkarahisar,Acar,2542,26,751344
2023,Afyonkarahisar,Öz,2517,27,751344
2023,Afyonkarahisar,Kaplan,2452,28,751344
2023,Afyonkarahisar,Şimşek,2433,29,751344
2023,Afyonkarahisar,Korkmaz,2348,30,751344
2023,Ağrı,Kaya,15970,1,511238
2023,Ağrı,Demir,12143,2,511238
2023,Ağrı,Yıldız,8153,3,511238
2023,Ağrı,Çelik,8121,4,511238
2023,Ağrı,Yıldırım,6409,5,511238
2023,Ağrı,Kılıç,6302,6,511238
2023,Ağrı,Polat,6279,7,511238
2023,Ağrı,Taşdemir,5938,8,511238
2023,Ağrı,Aslan,5545,9,511238
2023,Ağrı,Yılmaz,5356,10,511238
2023,Ağrı,Aydın,4251,11,511238
2023,Ağrı,Öztürk,4228,12,511238
2023,Ağrı,Arslan,4047,13,511238
2023,Ağrı,Şahin,4031,14,511238
2023,Ağrı,Çetin,3470,15,511238
2023,Ağrı,Işık,3374,16,511238
2023,Ağrı,Özer,3192,17,511238
2023,Ağrı,Yaşar,3155,18,511238
2023,Ağrı,Çiftçi,2865,19,511238
2023,Ağrı,Doğan,2785,20,511238
2023,Ağrı,Aydemir,2778,21,511238
2023,Ağrı,Turan,2709,22,511238
2023,Ağrı,Dursun,2687,23,511238
2023,Ağrı,Bayram,2349,24,511238
2023,Ağrı,Özdemir,2290,25,511238
2023,Ağrı,Bulut,2248,26,511238
2023,Ağrı,Gültekin,2211,27,511238
2023,Ağrı,Koç,2184,28,511238
2023,Ağrı,Uçar,2123,29,511238
2023,Ağrı,Cengiz,1973,30,511238
2023,Aksaray,Kılıç,4284,1,438504
2023,Aksaray,Öztürk,4189,2,438504
2023,Aksaray,Koçak,3902,3,438504
2023,Aksaray,Yılmaz,3717,4,438504
2023,Aksaray,Şahin,3399,5,438504
2023,Aksaray,Doğan,3313,6,438504
2023,Aksaray,Demir,3197,7,438504
2023,Aksaray,Mutlu,3145,8,438504
2023,Aksaray,Çelik,2851,9,438504
2023,Aksaray,Yıldız,2819,10,438504
2023,Aksaray,Kaya,2770,11,438504
2023,Aksaray,Özdemir,2457,12,438504
2023,Aksaray,Altınsoy,2349,13,438504
2023,Aksaray,Dinç,2304,14,438504
2023,Aksaray,Aslan,2208,15,438504
2023,Aksaray,Koç,2022,16,438504
2023,Aksaray,Tosun,2020,17,438504
2023,Aksaray,Kara,2009,18,438504
2023,Aksaray,Çetin,1922,19,438504
2023,Aksaray,Koyuncu,1905,20,438504
2023,Aksaray,Yıldırım,1774,21,438504
2023,Aksaray,Ozbek,1679,22,438504
2023,Aksaray,Aydın,1586,23,438504
2023,Aksaray,Köse,1557,24,438504
2023,Aksaray,Çelebi,1535,25,438504
2023,Aksaray,Er,1464,26,438504
2023,Aksaray,Sarıkaya,1436,27,438504
2023,Aksaray,Çalışkan,1427,28,438504
2023,Aksaray,Altan,1406,29,438504
2023,Aksaray,Arslan,1393,30,438504
2023,Amasya,Şahin,4925,1,339529
2023,Amasya,Yılmaz,4081,2,339529
2023,Amasya,Demir,3668,3,339529
2023,Amasya,Kaya,3360,4,339529
2023,Amasya,Öztürk,3277,5,339529
2023,Amasya,Kılıç,2835,6,339529
2023,Amasya,Çelik,2586,7,339529
2023,Amasya,Aydın,2575,8,339529
2023,Amasya,Arslan,2477,9,339529
2023,Amasya,Koç,2391,10,339529
2023,Amasya,Kurt,2333,11,339529
2023,Amasya,Aslan,2216,12,339529
2023,Amasya,Köse,2157,13,339529
2023,Amasya,Yıldız,2151,14,339529
2023,Amasya,Yıldırım,1989,15,339529
2023,Amasya,Doğan,1972,16,339529
2023,Amasya,Aktaş,1890,17,339529
2023,Amasya,Gül,1680,18,339529
2023,Amasya,Kara,1648,19,339529
2023,Amasya,Bolat,1359,20,339529
2023,Amasya,Ceylan,1328,21,339529
2023,Amasya,Uysal,1322,22,339529
2023,Amasya,Çoban,1322,22,339529
2023,Amasya,Koçak,1313,23,339529
2023,Amasya,Uzun,1305,24,339529
2023,Amasya,Özdemir,1289,25,339529
2023,Amasya,Acar,1198,26,339529
2023,Amasya,Yüksel,1152,27,339529
2023,Amasya,Bulut,1151,28,339529
2023,Amasya,Şimşek,1146,29,339529
2023,Amasya,Sarı,1140,30,339529
2023,Amasya,Keskin,1140,30,339529
2023,Ankara,Yılmaz,87249,1,5803482
2023,Ankara,Şahin,61014,2,5803482
2023,Ankara,Yıldırım,51658,3,5803482
2023,Ankara,Öztürk,50456,4,5803482
2023,Ankara,Kaya,50416,5,5803482
2023,Ankara,Demir,46492,6,5803482
2023,Ankara,Özdemir,46183,7,5803482
2023,Ankara,Çelik,44206,8,5803482
2023,Ankara,Yıldız,43478,9,5803482
2023,Ankara,Doğan,40471,10,5803482
2023,Ankara,Arslan,39522,11,5803482
2023,Ankara,Kılıç,35617,12,5803482
2023,Ankara,Aydın,33850,13,5803482
2023,Ankara,Ünal,27759,14,5803482
2023,Ankara,Koç,24702,15,5803482
2023,Ankara,Erdoğan,24645,16,5803482
2023,Ankara,Çetin,21836,17,5803482
2023,Ankara,Şimşek,21494,18,5803482
2023,Ankara,Özkan,21491,19,5803482
2023,Ankara,Aslan,21186,20,5803482
2023,Ankara,Koçak,18793,21,5803482
2023,Ankara,Özcan,18518,22,5803482
2023,Ankara,Yalçın,17796,23,5803482
2023,Ankara,Aktaş,17038,24,5803482
2023,Ankara,Polat,16880,25,5803482
2023,Ankara,Yüksel,16793,26,5803482
2023,Ankara,Kara,16592,27,5803482
2023,Ankara,Güler,15460,28,5803482
2023,Ankara,Çakır,14725,29,5803482
2023,Ankara,Kaplan,13943,30,5803482
2023,Antalya,Yılmaz,39425,1,2696249
2023,Antalya,Kaya,26499,2,2696249
2023,Antalya,Demir,24572,3,2696249
2023,Antalya,Çelik,24394,4,2696249
2023,Antalya,Şahin,22753,5,2696249
2023,Antalya,Yıldırım,20647,6,2696249
2023,Antalya,Yıldız,19996,7,2696249
2023,Antalya,Çetin,17611,8,2696249
2023,Antalya,Özdemir,17328,9,2696249
2023,Antalya,Öztürk,15459,10,2696249
2023,Antalya,Arslan,15435,11,2696249
2023,Antalya,Doğan,14490,12,2696249
2023,Antalya,Aydın,13694,13,2696249
2023,Antalya,Şimşek,10608,14,2696249
2023,Antalya,Uysal,10543,15,2696249
2023,Antalya,Kara,10262,16,2696249
2023,Antalya,Ünal,10010,17,2696249
2023,Antalya,Aslan,9819,18,2696249
2023,Antalya,Özkan,9238,19,2696249
2023,Antalya,Erdoğan,8848,20,2696249
2023,Antalya,Acar,8816,21,2696249
2023,Antalya,Kaplan,8528,22,2696249
2023,Antalya,Kurt,8089,23,2696249
2023,Antalya,Sarı,7787,24,2696249
2023,Antalya,Kılıç,7754,25,2696249
2023,Antalya,Koç,7640,26,2696249
2023,Antalya,Yavuz,7591,27,2696249
2023,Antalya,Aksoy,7496,28,2696249
2023,Antalya,Ateş,7488,29,2696249
2023,Antalya,Şen,7469,30,2696249
2023,Ardahan,Yılmaz,3049,1,92819
2023,Ardahan,Yıldız,2237,2,92819
2023,Ardahan,Çelik,1960,3,92819
2023,Ardahan,Kaya,1734,4,92819
2023,Ardahan,Kılıç,1565,5,92819
2023,Ardahan,Öztürk,1273,6,92819
2023,Ardahan,Demir,1138,7,92819
2023,Ardahan,Avşar,1105,8,92819
2023,Ardahan,Aydın,1015,9,92819
2023,Ardahan,Koç,962,10,92819
2023,Ardahan,Yıldırım,929,11,92819
2023,Ardahan,Gökçe,839,12,92819
2023,Ardahan,Aktaş,812,13,92819
2023,Ardahan,Morkoç,725,14,92819
2023,Ardahan,Demirci,652,15,92819
2023,Ardahan,Polat,625,16,92819
2023,Ardahan,Özer,622,17,92819
2023,Ardahan,Aydemir,577,18,92819
2023,Ardahan,Bozkurt,533,19,92819
2023,Ardahan,Özdemir,524,20,92819
2023,Ardahan,Çoban,485,21,92819
2023,Ardahan,Karataş,480,22,92819
2023,Ardahan,Koçak,472,23,92819
2023,Ardahan,Aktürk,469,24,92819
2023,Ardahan,Işık,466,25,92819
2023,Ardahan,Karadağ,424,26,92819
2023,Ardahan,Bulut,420,27,92819
2023,Ardahan,Altun,417,28,92819
2023,Ardahan,Karakoç,398,29,92819
2023,Ardahan,Ateş,389,30,92819
2023,Artvin,Yılmaz,4679,1,172356
2023,Artvin,Aydın,2371,2,172356
2023,Artvin,Çelik,2294,3,172356
2023,Artvin,Yıldırım,2207,4,172356
2023,Artvin,Öztürk,2054,5,172356
2023,Artvin,Yıldız,1620,6,172356
2023,Artvin,Kaya,1550,7,172356
2023,Artvin,Demir,1534,8,172356
2023,Artvin,Altun,1452,9,172356
2023,Artvin,Şahin,1391,10,172356
2023,Artvin,Yazıcı,1226,11,172356
2023,Artvin,Ustabaş,1202,12,172356
2023,Artvin,Özdemir,1198,13,172356
2023,Artvin,Şimşek,1190,14,172356
2023,Artvin,Durmuş,1150,15,172356
2023,Artvin,Demirci,1120,16,172356
2023,Artvin,Kara,1077,17,172356
2023,Artvin,Arslan,1040,18,172356
2023,Artvin,Topal,900,19,172356
2023,Artvin,Uzun,892,20,172356
2023,Artvin,Keskin,892,20,172356
2023,Artvin,Özkan,891,21,172356
2023,Artvin,Kılıç,862,22,172356
2023,Artvin,Gümüş,828,23,172356
2023,Artvin,Avcı,794,24,172356
2023,Artvin,Genç,783,25,172356
2023,Artvin,Çakır,735,26,172356
2023,Artvin,Balcı,734,27,172356
2023,Artvin,Şentürk,724,28,172356
2023,Artvin,Gül,709,29,172356
2023,Artvin,Alkan,700,30,172356
2023,Aydın,Yılmaz,12524,1,1161702
2023,Aydın,Demir,10443,2,1161702
2023,Aydın,Kaya,10438,3,1161702
2023,Aydın,Çelik,9014,4,1161702
2023,Aydın,Yıldırım,8141,5,1161702
2023,Aydın,Aydın,7998,6,1161702
2023,Aydın,Yıldız,7684,7,1161702
2023,Aydın,Öztürk,7670,8,1161702
2023,Aydın,Özdemir,7527,9,1161702
2023,Aydın,Şahin,6528,10,1161702
2023,Aydın,Çetin,5805,11,1161702
2023,Aydın,Arslan,5772,12,1161702
2023,Aydın,Doğan,4491,13,1161702
2023,Aydın,Özkan,4233,14,1161702
2023,Aydın,Özcan,3923,15,1161702
2023,Aydın,Acar,3915,16,1161702
2023,Aydın,Şimşek,3718,17,1161702
2023,Aydın,Güler,3643,18,1161702
2023,Aydın,Kılıç,3614,19,1161702
2023,Aydın,Avcı,3588,20,1161702
2023,Aydın,Aslan,3526,21,1161702
2023,Aydın,Can,3460,22,1161702
2023,Aydın,Aktaş,3261,23,1161702
2023,Aydın,Çoban,3230,24,1161702
2023,Aydın,Uysal,3151,25,1161702
2023,Aydın,Koç,3094,26,1161702
2023,Aydın,Kurt,2999,27,1161702
2023,Aydın,Korkmaz,2996,28,1161702
2023,Aydın,Özer,2907,29,1161702
2023,Aydın,Çakır,2876,30,1161702
2023,Balıkesir,Yılmaz,14160,1,1273519
2023,Balıkesir,Kaya,9809,2,1273519
2023,Balıkesir,Demir,9546,3,1273519
2023,Balıkesir,Yıldız,9257,4,1273519
2023,Balıkesir,Özdemir,8647,5,1273519
2023,Balıkesir,Şahin,7643,6,1273519
2023,Balıkesir,Yıldırım,7307,7,1273519
2023,Balıkesir,Çelik,7290,8,1273519
2023,Balıkesir,Aydın,7269,9,1273519
2023,Balıkesir,Çetin,7232,10,1273519
2023,Balıkesir,Çakır,6736,11,1273519
2023,Balıkesir,Arslan,6389,12,1273519
2023,Balıkesir,Öztürk,6177,13,1273519
2023,Balıkesir,Kurt,5551,14,1273519
2023,Balıkesir,Koç,5298,15,1273519
2023,Balıkesir,Şen,5280,16,1273519
2023,Balıkesir,Avcı,4988,17,1273519
2023,Balıkesir,Aslan,4984,18,1273519
2023,Balıkesir,Can,4971,19,1273519
2023,Balıkesir,Özkan,4578,20,1273519
2023,Balıkesir,Doğan,4533,21,1273519
2023,Balıkesir,Deniz,4477,22,1273519
2023,Balıkesir,Özcan,4469,23,1273519
2023,Balıkesir,Kılıç,4393,24,1273519
2023,Balıkesir,Acar,4344,25,1273519
2023,Balıkesir,Işık,4308,26,1273519
2023,Balıkesir,Korkmaz,4274,27,1273519
2023,Balıkesir,Duman,3820,28,1273519
2023,Balıkesir,Kara,3706,29,1273519
2023,Balıkesir,Keskin,3648,30,1273519
2023,Bartın,Yılmaz,3131,1,207238
2023,Bartın,Kaya,2372,2,207238
2023,Bartın,Özdemir,1914,3,207238
2023,Bartın,Arslan,1864,4,207238
2023,Bartın,Aydın,1817,5,207238
2023,Bartın,Çetin,1766,6,207238
2023,Bartın,Çelik,1753,7,207238
2023,Bartın,Demir,1620,8,207238
2023,Bartın,Yıldız,1455,9,207238
2023,Bartın,Öztürk,1249,10,207238
2023,Bartın,Yıldırım,1241,11,207238
2023,Bartın,Kara,1173,12,207238
2023,Bartın,Güneş,1125,13,207238
2023,Bartın,Ünal,1090,14,207238
2023,Bartın,Yalçın,1024,15,207238
2023,Bartın,Özcan,931,16,207238
2023,Bartın,Çakır,911,17,207238
2023,Bartın,Güney,880,18,207238
2023,Bartın,Doğan,870,19,207238
2023,Bartın,Yaman,857,20,207238
2023,Bartın,Dönmez,844,21,207238
2023,Bartın,Bilgin,830,22,207238
2023,Bartın,Demirci,811,23,207238
2023,Bartın,Erdoğan,810,24,207238
2023,Bartın,Karakaş,788,25,207238
2023,Bartın,Topal,756,26,207238
2023,Bartın,Uzun,744,27,207238
2023,Bartın,Bozkurt,690,28,207238
2023,Bartın,Karataş,680,29,207238
2023,Bartın,Üstünsoy,675,30,207238
2023,Batman,Demir,12281,1,647205
2023,Batman,Çelik,10383,2,647205
2023,Batman,Yıldız,9253,3,647205
2023,Batman,Kaya,8866,4,647205
2023,Batman,Aslan,6899,5,647205
2023,Batman,Yılmaz,6841,6,647205
2023,Batman,Ekinci,6557,7,647205
2023,Batman,Aydın,5343,8,647205
2023,Batman,Taş,4743,9,647205
2023,Batman,Arslan,4611,10,647205
2023,Batman,Işık,4601,11,647205
2023,Batman,Yıldırım,4596,12,647205
2023,Batman,Şahin,4548,13,647205
2023,Batman,Tekin,4411,14,647205
2023,Batman,Güneş,4165,15,647205
2023,Batman,Turan,4131,16,647205
2023,Batman,Şimşek,3944,17,647205
2023,Batman,Çiftçi,3859,18,647205
2023,Batman,Tunç,3710,19,647205
2023,Batman,Özdemir,3694,20,647205
2023,Batman,Acar,3622,21,647205
2023,Batman,Doğan,3532,22,647205
2023,Batman,Kaplan,3369,23,647205
2023,Batman,Sevim,3073,24,647205
2023,Batman,Akın,3060,25,647205
2023,Batman,Yaşar,2973,26,647205
2023,Batman,Çetin,2950,27,647205
2023,Batman,Altun,2802,28,647205
2023,Batman,Oğuz,2786,29,647205
2023,Batman,Yalçın,2695,30,647205
2023,Bayburt,Bayram,860,1,86047
2023,Bayburt,Yılmaz,859,2,86047
2023,Bayburt,Kaya,788,3,86047
2023,Bayburt,Şahin,784,4,86047
2023,Bayburt,Aydın,744,5,86047
2023,Bayburt,Saka,734,6,86047
2023,Bayburt,Yıldırım,695,7,86047
2023,Bayburt,Demir,671,8,86047
2023,Bayburt,Kurt,637,9,86047
2023,Bayburt,Kılıç,634,10,86047
2023,Bayburt,Akbaş,632,11,86047
2023,Bayburt,Dursun,617,12,86047
2023,Bayburt,Şentürk,600,13,86047
2023,Bayburt,Yıldız,580,14,86047
2023,Bayburt,Köse,554,15,86047
2023,Bayburt,Öztürk,552,16,86047
2023,Bayburt,Türk,547,17,86047
2023,Bayburt,Okumuş,525,18,86047
2023,Bayburt,Aktaş,524,19,86047
2023,Bayburt,Çakır,501,20,86047
2023,Bayburt,Çalışkan,496,21,86047
2023,Bayburt,Memiş,489,22,86047
2023,Bayburt,Eraslan,448,23,86047
2023,Bayburt,Çelik,447,24,86047
2023,Bayburt,Polat,386,25,86047
2023,Bayburt,Durmuş,382,26,86047
2023,Bayburt,Kaymak,360,27,86047
2023,Bayburt,Şimşek,346,28,86047
2023,Bayburt,Akdeniz,339,29,86047
2023,Bayburt,Karadeniz,339,29,86047
2023,Bayburt,Ateş,333,30,86047
2023,Bilecik,Yılmaz,3366,1,228058
2023,Bilecik,Kaya,2591,2,228058
2023,Bilecik,Çelik,2475,3,228058
2023,Bilecik,Demir,2423,4,228058
2023,Bilecik,Yıldırım,1923,5,228058
2023,Bilecik,Şahin,1921,6,228058
2023,Bilecik,Yıldız,1734,7,228058
2023,Bilecik,Öztürk,1697,8,228058
2023,Bilecik,Aydın,1665,9,228058
2023,Bilecik,Özdemir,1390,10,228058
2023,Bilecik,Çakır,1197,11,228058
2023,Bilecik,Ünal,1178,12,228058
2023,Bilecik,Arslan,1166,13,228058
2023,Bilecik,Kara,1061,14,228058
2023,Bilecik,Çetin,1004,15,228058
2023,Bilecik,Can,997,16,228058
2023,Bilecik,Özkan,973,17,228058
2023,Bilecik,Doğan,935,18,228058
2023,Bilecik,Kılıç,919,19,228058
2023,Bilecik,Kurt,908,20,228058
2023,Bilecik,Güven,900,21,228058
2023,Bilecik,Uysal,868,22,228058
2023,Bilecik,Şen,820,23,228058
2023,Bilecik,Avcı,797,24,228058
2023,Bilecik,Turan,794,25,228058
2023,Bilecik,Köse,781,26,228058
2023,Bilecik,Keskin,766,27,228058
2023,Bilecik,Sarı,754,28,228058
2023,Bilecik,Ay,709,29,228058
2023,Bilecik,Özcan,703,30,228058
2023,Bingöl,Kaya,3952,1,285655
2023,Bingöl,Demir,3279,2,285655
2023,Bingöl,Yıldız,2423,3,285655
2023,Bingöl,Çelik,2087,4,285655
2023,Bingöl,Yılmaz,1758,5,285655
2023,Bingöl,Kılıç,1739,6,285655
2023,Bingöl,Aydın,1443,7,285655
2023,Bingöl,Bingöl,1390,8,285655
2023,Bingöl,Bulut,1372,9,285655
2023,Bingöl,Tunç,1320,10,285655
2023,Bingöl,Çiftçi,1199,11,285655
2023,Bingöl,Korkmaz,1149,12,285655
2023,Bingöl,Polat,1139,13,285655
2023,Bingöl,Arslan,1136,14,285655
2023,Bingöl,Doğan,1077,15,285655
2023,Bingöl,Yıldırım,1068,16,285655
2023,Bingöl,Yalçın,978,17,285655
2023,Bingöl,Özdemir,974,18,285655
2023,Bingöl,Çiçek,969,19,285655
2023,Bingöl,Kızılboğa,908,20,285655
2023,Bingöl,Öztürk,858,21,285655
2023,Bingöl,Varol,807,22,285655
2023,Bingöl,Keskin,806,23,285655
2023,Bingöl,Tan,805,24,285655
2023,Bingöl,Bozkurt,802,25,285655
2023,Bingöl,Sönmez,780,26,285655
2023,Bingöl,Koç,769,27,285655
2023,Bingöl,Ataş,752,28,285655
2023,Bingöl,Taş,725,29,285655
2023,Bingöl,Şimşek,713,30,285655
2023,Bitlis,Demir,4125,1,359747
2023,Bitlis,Çelik,3640,2,359747
2023,Bitlis,Kaya,3127,3,359747
2023,Bitlis,Yılmaz,3126,4,359747
2023,Bitlis,Özdemir,2905,5,359747
2023,Bitlis,Aslan,2639,6,359747
2023,Bitlis,Yıldız,2262,7,359747
2023,Bitlis,Kardaş,2055,8,359747
2023,Bitlis,Aydın,2042,9,359747
2023,Bitlis,Kaplan,1984,10,359747
2023,Bitlis,Taş,1899,11,359747
2023,Bitlis,Çetin,1889,12,359747
2023,Bitlis,Kılıç,1623,13,359747
2023,Bitlis,Aktaş,1612,14,359747
2023,Bitlis,Arslan,1454,15,359747
2023,Bitlis,Güneş,1417,16,359747
2023,Bitlis,Acar,1351,17,359747
2023,Bitlis,Yıldırım,1301,18,359747
2023,Bitlis,Tarhan,1159,19,359747
2023,Bitlis,Sönmez,1158,20,359747
2023,Bitlis,Işık,1145,21,359747
2023,Bitlis,Bulut,1133,22,359747
2023,Bitlis,İnan,1133,22,359747
2023,Bitlis,Çoban,1111,23,359747
2023,Bitlis,Aksoy,1098,24,359747
2023,Bitlis,Akın,1076,25,359747
2023,Bitlis,Özkan,1073,26,359747
2023,Bitlis,Ekinci,1069,27,359747
2023,Bitlis,Yalçın,1044,28,359747
2023,Bitlis,Güler,1043,29,359747
2023,Bitlis,Korkmaz,999,30,359747
2023,Bolu,Yılmaz,6053,1,324789
2023,Bolu,Öztürk,4282,2,324789
2023,Bolu,Özdemir,3684,3,324789
2023,Bolu,Yıldız,2725,4,324789
2023,Bolu,Özcan,2719,5,324789
2023,Bolu,Demir,2625,6,324789
2023,Bolu,Çelik,2566,7,324789
2023,Bolu,Arslan,2522,8,324789
2023,Bolu,Aydın,2223,9,324789
2023,Bolu,Yaman,2185,10,324789
2023,Bolu,Yıldırım,2103,11,324789
2023,Bolu,Kaya,1947,12,324789
2023,Bolu,Güler,1814,13,324789
2023,Bolu,Özkan,1753,14,324789
2023,Bolu,Çetin,1708,15,324789
2023,Bolu,Acar,1707,16,324789
2023,Bolu,Çakır,1653,17,324789
2023,Bolu,Şahin,1646,18,324789
2023,Bolu,Erdoğan,1603,19,324789
2023,Bolu,Yerlikaya,1232,20,324789
2023,Bolu,Doğan,1207,21,324789
2023,Bolu,Şen,1165,22,324789
2023,Bolu,Yalçın,1108,23,324789
2023,Bolu,Özçelik,1065,24,324789
2023,Bolu,Bulut,1062,25,324789
2023,Bolu,Can,1058,26,324789
2023,Bolu,Gülen,1054,27,324789
2023,Bolu,Aydemir,1011,28,324789
2023,Bolu,Aktaş,940,29,324789
2023,Bolu,Çetinkaya,935,30,324789
2023,Burdur,Yılmaz,3432,1,277452
2023,Burdur,Çelik,2997,2,277452
2023,Burdur,Kaya,2880,3,277452
2023,Burdur,Yıldız,2151,4,277452
2023,Burdur,Demir,2150,5,277452
2023,Burdur,Özdemir,2092,6,277452
2023,Burdur,Şahin,2075,7,277452
2023,Burdur,Öztürk,2016,8,277452
2023,Burdur,Acar,1981,9,277452
2023,Burdur,Yıldırım,1647,10,277452
2023,Burdur,Uysal,1593,11,277452
2023,Burdur,Çetin,1555,12,277452
2023,Burdur,Şimşek,1463,13,277452
2023,Burdur,Arslan,1420,14,277452
2023,Burdur,Özcan,1379,15,277452
2023,Burdur,Özkan,1283,16,277452
2023,Burdur,Yavuz,1158,17,277452
2023,Burdur,Ünal,1139,18,277452
2023,Burdur,Can,1101,19,277452
2023,Burdur,Kılınç,1088,20,277452
2023,Burdur,Erdem,1071,21,277452
2023,Burdur,Aydın,1058,22,277452
2023,Burdur,Akın,1026,23,277452
2023,Burdur,Çakır,1007,24,277452
2023,Burdur,Tekin,1003,25,277452
2023,Burdur,Aksoy,996,26,277452
2023,Burdur,Erkan,965,27,277452
2023,Burdur,Kara,962,28,277452
2023,Burdur,Doğan,950,29,277452
2023,Burdur,Ay,922,30,277452
2023,Bursa,Yılmaz,45834,1,3214571
2023,Bursa,Aydın,32597,2,3214571
2023,Bursa,Kaya,31146,3,3214571
2023,Bursa,Demir,29876,4,3214571
2023,Bursa,Öztürk,28751,5,3214571
2023,Bursa,Yıldız,28425,6,3214571
2023,Bursa,Çelik,25436,7,3214571
2023,Bursa,Şahin,24159,8,3214571
2023,Bursa,Yıldırım,23516,9,3214571
2023,Bursa,Özdemir,19727,10,3214571
2023,Bursa,Arslan,17934,11,3214571
2023,Bursa,Şen,15475,12,3214571
2023,Bursa,Kılıç,15136,13,3214571
2023,Bursa,Aslan,14458,14,3214571
2023,Bursa,Doğan,13295,15,3214571
2023,Bursa,Çetin,12964,16,3214571
2023,Bursa,Çakır,12807,17,3214571
2023,Bursa,Güler,12685,18,3214571
2023,Bursa,Turan,12009,19,3214571
2023,Bursa,Mutlu,11887,20,3214571
2023,Bursa,Acar,11810,21,3214571
2023,Bursa,Korkmaz,11671,22,3214571
2023,Bursa,Yavuz,11593,23,3214571
2023,Bursa,Bayram,11579,24,3214571
2023,Bursa,Özkan,10983,25,3214571
2023,Bursa,Güneş,9713,26,3214571
2023,Bursa,Kurt,9612,27,3214571
2023,Bursa,Kara,9535,28,3214571
