Number of clusters,Silhouette_mean,Silhouette_std,DaviesBouldin_mean,DaviesBouldin_std,ARI_mean,ARI_std,Consensus
2,0.19453132332706027,0.0,1.6740323418426655,0.0,1.0,0.0,0.65
3,0.1568601108848449,0.0,1.9722360780738029,3.293453726225543e-16,1.0,0.0,0.4104938271604938
4,0.08861731398297723,0.0033390837117991553,2.3413302221987493,0.010120312625678274,0.98585525597753,0.028289488044939935,0.25030864197530867
5,0.07766152749481843,1.3877787807814457e-17,2.2597718596204808,1.4043333874306804e-16,1.0,0.0,0.20925925925925926
6,0.090446105231234,0.007094368929288307,2.0690057172194605,0.040440564312384374,0.8226706538776926,0.11969498119295695,0.1921604938271605
7,0.06398838319909961,0.0013016646145293873,2.08117050304028,0.06651111275422547,0.8862787695264471,0.07320324459970735,0.16117283950617287
8,0.06697750572258072,0.0008923997914019958,2.069492955233603,0.010298964954289296,0.902030924816035,0.05227756019130728,0.14367283950617285
9,0.072362501814448,0.0007574240153403505,1.9865363384799302,0.009613304424065978,0.9289260489478082,0.03358703240840989,0.13061728395061728
10,0.05598115073999057,0.0017425704793718982,2.0888061317660016,0.01851239649918303,0.9019705145131539,0.07549021623421404,0.10385802469135802
11,0.04771112649288719,0.009677716426737966,2.0692303507561287,0.08492366753935449,0.7473619292994148,0.08419143059118799,0.09570987654320987
12,0.05043912597413872,0.006015401331092278,1.9837558944711096,0.07044156743004815,0.7081442807495489,0.08618175710082288,0.09574074074074075
13,0.04984088356830764,0.007719818824901293,1.9820985323910865,0.08283665687672569,0.6355102478764075,0.08934747965281707,0.08935185185185185
14,0.04527361261197867,0.004653464117022487,1.9210661608947148,0.059590138617883405,0.6225239497613837,0.09437564848286098,0.08203703703703705
