Number of clusters,Silhouette_mean,Silhouette_std,DaviesBouldin_mean,DaviesBouldin_std,ARI_mean,ARI_std,Consensus
2,0.18410947659721358,0.0,1.743587969427005,0.0,1.0,0.0,0.6111111111111112
3,0.1568601108848449,0.0,1.9722360780738029,2.808666774861361e-16,1.0,0.0,0.4104938271604938
4,0.0819156993019257,0.006634794697318185,2.2837574934752367,0.03873253108000858,0.9102176623310245,0.09289592396457129,0.2515432098765432
5,0.06662875437349577,0.0007689051562223984,2.292899587041142,0.005665670486445502,0.9699577381882997,0.05115944050387832,0.20620370370370367
6,0.08045879195301524,0.003134660937589623,2.1003728740587304,0.05340740782611352,0.8633671361597337,0.09370634615503547,0.18848765432098763
7,0.07818785014923667,0.005478304010323896,2.0156793600089906,0.07727389243251567,0.8662755273022125,0.09549653314734416,0.16700617283950614
8,0.06666678568634381,0.0037675468210738063,2.1818216787968248,0.011861108489154656,0.9447376642768089,0.03585337862004421,0.12941358024691357
9,0.05799014552235106,0.0097255098697711,2.15934587980923,0.02391106327081071,0.7808473689557041,0.0951166014513919,0.11765432098765431
10,0.06043770346192111,0.007610441728405346,2.084435522338581,0.03338877862959421,0.7374646105255867,0.08119543041583764,0.1141358024691358
11,0.05684918241263134,0.015484995896954982,2.029996001468919,0.06862679699052276,0.6416211722322473,0.09891837737816452,0.10200617283950618
12,0.05575530456895341,0.0068693565137233036,2.0119848397520337,0.05038277314746075,0.6298128709328902,0.09057499904375164,0.09342592592592593
13,0.048337132793449145,0.013246141399995099,1.937773558336449,0.07461555001553927,0.6482587939069562,0.09417989204836728,0.09836419753086421
14,0.04445045384099013,0.010937729899328716,1.9307014592596725,0.06399204836763421,0.5861277324768768,0.08283640543077204,0.08385802469135802
