Number of clusters,Silhouette_mean,Silhouette_std,DaviesBouldin_mean,DaviesBouldin_std,ARI_mean,ARI_std,Consensus
2,0.19842766021922129,0.0054592929772425,1.6674692051036424,0.0313389918334287,0.940483564758234,0.053233117991620865,0.6503086419753087
3,0.16292047433399293,0.0,1.9930305502728598,2.220446049250313e-16,1.0,0.0,0.4123456790123457
4,0.07247204551202846,0.0,2.3040646140020664,0.0,1.0,0.0,0.25617283950617287
5,0.08644586156728382,0.0,2.276895030932547,0.0,1.0,0.0,0.21574074074074073
6,0.09550757648173237,0.0022473474216446057,2.080309096871445,0.010585220189397879,0.97881492884183,0.018752758504199232,0.19080246913580248
7,0.055541305363375426,0.0,2.079533993567458,3.9720546451956367e-16,1.0,0.0,0.1580246913580247
8,0.06402837847129718,0.001685701716920932,2.149218306901596,0.008626559067479181,0.949191635183422,0.03136256798923679,0.1367283950617284
9,0.07165219982515003,0.00112203366165059,2.0125599347035483,0.010049048537230853,0.9932053036379936,0.009147639930960336,0.13049382716049382
10,0.05062331654402994,0.005454176192104647,2.095113731087135,0.022808912992219137,0.9532024069647603,0.0438176564607205,0.10518518518518519
11,0.05320962947580021,0.004735452814015272,2.045208808921227,0.012513406143938898,0.9341752408112767,0.029233510727789652,0.09910493827160495
12,0.05581323368016476,0.004272826764442938,1.9770544411147928,0.019714804749787762,0.9065526640310979,0.05405025462492728,0.09364197530864196
13,0.052232857634693576,0.005582869708721749,2.0100537524116295,0.016681374881104664,0.8149401872057788,0.06410205314470169,0.08200617283950618
14,0.04749347097226056,0.0022760575986450066,1.955543240679658,0.029247800358713574,0.7274553801127529,0.07587050391172626,0.07342592592592592
