Number of clusters,Silhouette_mean,Silhouette_std,DaviesBouldin_mean,DaviesBouldin_std,ARI_mean,ARI_std,Consensus
2,0.3231252761184682,0.0,1.171888766525599,2.220446049250313e-16,1.0,0.0,0.7271604938271605
3,0.1804732815795854,0.00027052535067644825,1.6835029435873645,0.00044800631673994843,0.9965155185726681,0.017160886029469014,0.3771728395061728
4,0.1672022500282035,5.551115123125783e-17,1.6051161976034882,1.8709810974240866e-16,1.0,0.0,0.26666666666666666
5,0.15657797398597614,0.0,1.6148157819966613,6.377745716588144e-16,1.0,0.0,0.22314814814814815
6,0.14373880744839992,0.0007098231404938199,1.6049717259522283,0.005437642423166896,0.9931106811054464,0.01770173458169894,0.19572839506172837
7,0.13168320100677122,3.0234180831585243e-05,1.6333702879622336,0.001596912037571459,0.9992731720931338,0.005087795348063873,0.1768148148148148
8,0.12771019905117525,0.0015587122925149184,1.6394969981461924,0.005707383861133341,0.9756794770313207,0.02090515505996352,0.13621604938271606
9,0.12690712774889049,0.004101783425034014,1.6220847941498835,0.020489332437955116,0.8874435161509602,0.09759485988141262,0.11645679012345679
10,0.1226009750863183,0.003409104243544649,1.6719035634713553,0.032971811384380184,0.8685531255787311,0.08046983765559779,0.10462654320987655
11,0.12513418745692395,0.00198738114686278,1.6108368253865766,0.011393733057514949,0.9460659899296,0.041622159217713506,0.08971296296296297
12,0.14354937052512182,0.002912138752615417,1.4807581138498003,0.012232344824807182,0.9459721109405047,0.07244282255838139,0.09537037037037037
13,0.13454635677075966,0.004265361099232759,1.5753402205870126,0.01691601272506556,0.9110173573386466,0.05885688231186097,0.07716358024691358
14,0.1256290128054076,0.0017300300729791995,1.5623038764963928,0.009138878960511854,0.9392684347868427,0.040670215834353964,0.06957716049382716
