Number of clusters,Silhouette_mean,Silhouette_std,DaviesBouldin_mean,DaviesBouldin_std,ARI_mean,ARI_std,Consensus
2,0.3524178480939777,0.0,1.2305641785545844,0.0,1.0,0.0,0.6790123456790124
3,0.19769055656838233,0.0,1.6250647850860676,0.0,1.0,0.0,0.36944444444444446
4,0.17912385816638868,0.0003507936096704255,1.5635213709592382,0.0006468967387129175,0.9969509610850464,0.009358638724046901,0.25483024691358025
5,0.15287567225241408,0.000539653372648698,1.7435482933091406,0.0019881938297081087,0.9989083314932286,0.007641679547400401,0.19782716049382718
6,0.1588022976687748,0.001298482118164823,1.6281195269645934,0.0038426193687760065,0.9791361540364804,0.02302530223656772,0.17290123456790124
7,0.1419221137122843,0.003309760733789613,1.8517735747601431,0.015473200444079398,0.9514796497842749,0.05131655180651685,0.13583950617283952
8,0.1293226852939853,0.0014190084355302358,1.7561890218016958,0.007833768750905,0.9439063660871313,0.05341293259085314,0.11710185185185186
9,0.12733469015176246,0.0011513294759618365,1.6719773386807422,0.019115811112838953,0.940500903409325,0.04785141733174256,0.10568518518518519
10,0.11709399354423217,0.006708647544578156,1.684280545580306,0.041270696821869325,0.8013279338157556,0.08507079394743185,0.09766049382716048
11,0.10736877979906813,0.00569346139040673,1.6172644515783097,0.04278181508711013,0.7952183017615896,0.075583273026437,0.08864197530864197
12,0.10055645931638299,0.005245944392330466,1.6115803227553906,0.029542018760121438,0.8945813968532493,0.05281055607591216,0.08115432098765432
13,0.10370464561885956,0.009052800863886318,1.5712950201360814,0.07525558735026422,0.7699865959320126,0.06991834514380596,0.07825617283950617
14,0.10306900774451312,0.009838421296644861,1.480627309477199,0.07545387687124719,0.719086950910064,0.07562677194697402,0.0771111111111111
