Number of clusters,Silhouette_mean,Silhouette_std,DaviesBouldin_mean,DaviesBouldin_std,ARI_mean,ARI_std,Consensus
2,0.40403314807903284,2.220446049250313e-16,1.710918656855175,4.440892098500626e-16,1.0,0.0,0.55
3,0.2885814050406978,0.0014000878311412684,1.792812548670508,0.0024832430004232244,0.9854354069564039,0.02040329778067809,0.35552160493827156
4,0.27337865624860835,0.0009545877861797109,1.6827557812465408,0.0027931122839866215,0.972949727738588,0.02446764340579029,0.24845679012345678
5,0.23272479631184662,0.005294018716317697,1.841264088455332,0.023776694749071018,0.9471678037342176,0.03505538954687412,0.19671913580246914
6,0.23658171560759833,0.0020110493494308796,1.7117862544862095,0.00390267275565934,0.979445827605076,0.022675379823275603,0.17911111111111114
7,0.20824122434074555,0.004678571795885677,1.8381885134031983,0.07112502366411343,0.8729926342474629,0.08489359341645648,0.14258641975308642
8,0.2107872936257394,0.006349016977795164,1.755760399632662,0.029412526404961933,0.8669967018581656,0.08043433086555309,0.12630864197530864
9,0.18875364482177243,0.009218027843044665,1.7959809645071985,0.02578939251798328,0.8304846607697997,0.0795239853421508,0.11422530864197532
10,0.18679492614634985,0.00864231569647079,1.7526950176331948,0.03385202344959054,0.7544385202052977,0.09533777532654102,0.10444135802469136
11,0.17484432917449996,0.011848284067066764,1.7608430405993305,0.0607634672616598,0.722399969443502,0.08765689920476757,0.09307716049382715
12,0.17035146851212674,0.01133093903825633,1.6474059060747361,0.06833993700855945,0.6555642333062438,0.08712428094381407,0.09325925925925925
13,0.17153507528323872,0.013954738278350332,1.6396442847720207,0.06522497541705463,0.6437736232365806,0.07973570453455264,0.08483024691358025
14,0.14135613722199356,0.018491199899560294,1.6599199793078268,0.0893299271279354,0.6020505999129844,0.0780829586482908,0.08165432098765432
