Number of clusters,Silhouette_mean,Silhouette_std,DaviesBouldin_mean,DaviesBouldin_std,ARI_mean,ARI_std,Consensus
2,0.34267426033621873,0.0,1.168524311393167,2.220446049250313e-16,1.0,0.0,0.7104938271604938
3,0.2107619638310739,2.7755575615628914e-17,1.598381876519984,4.440892098500626e-16,1.0,0.0,0.37808641975308643
4,0.19191435229643924,0.0,1.5362732631158817,3.3158330576972437e-16,1.0,0.0,0.25679012345679014
5,0.16112155075812254,2.7755575615628914e-17,1.7430755762350696,2.3914935841127266e-16,1.0,0.0,0.1935185185185185
6,0.16636742968185764,0.0004444575729095401,1.632121249841266,0.004348505449210872,0.9944079577826396,0.013421612017206366,0.16868518518518516
7,0.1415106937228611,0.001448762356833556,1.7871160158426627,0.02198679541377132,0.9372362844736065,0.050021987639166925,0.13570370370370372
8,0.13652015389388403,0.00018864124920694986,1.7618615848651036,0.00073845920366048,0.9970379004692557,0.008258677884587822,0.11606790123456791
9,0.13024310534056516,0.002189048039458896,1.7085397191798735,0.02099752116834868,0.9169053505272802,0.062124908465323335,0.10626851851851853
10,0.11574080120156395,0.0059821161195334205,1.6400133110596276,0.032349084571909215,0.7772479962508264,0.09755445432180976,0.09761419753086419
11,0.12301333818268281,0.007786837851565312,1.597649481256328,0.0489817613469597,0.7691955194756425,0.08596526325351053,0.09053395061728396
12,0.12780879157566233,0.00447181014342357,1.5763679040177234,0.02314781438321734,0.8384928630676175,0.0643815886787939,0.08361111111111111
13,0.1232534444391948,0.005234143861938131,1.5986391601026508,0.026242550329949085,0.7931546043532203,0.09165651972753877,0.07390123456790124
14,0.11445369440115219,0.004756595891924817,1.6153390199811986,0.03627424453642731,0.911998598704461,0.055331662649189456,0.06459876543209878
