Number of clusters,Silhouette_mean,Silhouette_std,DaviesBouldin_mean,DaviesBouldin_std,ARI_mean,ARI_std,Consensus
2,0.5091913693320084,0.0002557263299374995,1.1116877367563864,0.00284741890450085,0.9987303378712,0.008887634901601181,0.7442716049382717
3,0.3030622215370408,5.551115123125783e-17,1.6841872343389013,2.220446049250313e-16,1.0,0.0,0.37777777777777777
4,0.2871325823860019,0.0001651112854898233,1.5777847825717135,0.0018589060959769577,0.9980867258312482,0.009890212922282865,0.2611820987654321
5,0.24170706229160507,0.01023593847820404,1.6394750386866277,0.015171706794492786,0.9415023549941155,0.06801534287627282,0.23342592592592593
6,0.17823387576676597,0.019401008555638085,1.7498706254136462,0.0891772578789317,0.8431906266338248,0.15080865540041477,0.20148148148148146
7,0.21012514249473555,0.0007529200472841737,1.6917665834829967,0.023100848730910797,0.9949630928110249,0.020154118570452517,0.16661419753086418
8,0.21411425280622087,0.00029813828897171985,1.6026365539001883,0.0012056063696978246,0.998549333877801,0.007144453632209595,0.14051234567901233
9,0.20979464143322887,0.0041972975681839,1.6069471325397129,0.01678853468167099,0.9742103246573658,0.027817613750103533,0.12866975308641976
10,0.2041697288564911,0.0040465244475111975,1.6645847444188764,0.01166621725049268,0.9393896863069294,0.04031482846624411,0.09848765432098766
11,0.18960291560091538,0.0038049644173659284,1.6843697686676387,0.012378975160257513,0.934313520486974,0.042268678233189874,0.0885679012345679
12,0.20381712587443446,0.008658530191333516,1.6321320459115796,0.018166058143041987,0.9434817792843144,0.03985259451600485,0.08194135802469137
13,0.20450410188639462,0.005302214346993361,1.5826367086348447,0.028509031446106052,0.8981974790151395,0.05896032234702027,0.07550617283950617
14,0.18101950469532074,0.01782500092621995,1.6569973498845036,0.06303759711990745,0.8561346913420953,0.06454789651608438,0.06903086419753086
