Number of clusters,Silhouette_mean,Silhouette_std,DaviesBouldin_mean,DaviesBouldin_std,ARI_mean,ARI_std,Consensus
2,0.3449422453976752,0.0,1.1520500612806912,2.220446049250313e-16,1.0,0.0,0.7271604938271605
3,0.16916837908365473,5.551115123125783e-17,1.5873060550760485,2.220446049250313e-16,1.0,0.0,0.45123456790123456
4,0.16953164743858104,8.326672684688674e-17,1.5823452671070009,1.4390135079995447e-16,1.0,0.0,0.2641975308641975
5,0.15275936119873484,0.00045367339971069,1.7506360244047108,0.002907205908538154,0.9801883121375021,0.018863744730771067,0.1948734567901235
6,0.14004287485707903,0.0008004210047299613,1.7255321140710338,0.0043741105205460295,0.9920548449115466,0.01537062611110458,0.17403703703703707
7,0.13722517730534617,0.0003405164333195959,1.6440069940028732,0.0001039237702267399,0.9984385425068961,0.007690095251715624,0.158320987654321
8,0.09626524601372145,0.004842689860469593,1.7639708678071484,0.08486965622920399,0.8422119995517892,0.09768592243208166,0.12958024691358025
9,0.0855235107913008,0.010620570154855036,1.7338121193033178,0.03486112397330139,0.8571348365551281,0.08283958215203659,0.11399382716049383
10,0.0904034642779069,0.016113571320309408,1.6971622614465796,0.04533428995099987,0.8127097692306708,0.09278244857017942,0.10595370370370372
11,0.09681951829008673,0.0026939103728305146,1.6994031601812218,0.01934266278522136,0.9348645659479711,0.03940952919567941,0.09211111111111112
12,0.10171671604057725,0.008245941161319739,1.7112898473786722,0.06919695310848863,0.7818712550146302,0.08972425390540856,0.08299691358024693
13,0.10418929644427267,0.005730046523798259,1.6622463218882593,0.043412495185243156,0.8482492958822129,0.06873843805055424,0.07219444444444445
14,0.10430929894485294,0.0035164802777925843,1.628461842752534,0.027481696192115473,0.9284757836087202,0.045040938504035,0.06592592592592593
