Number of clusters,Silhouette_mean,Silhouette_std,DaviesBouldin_mean,DaviesBouldin_std,ARI_mean,ARI_std,Consensus
2,0.3280787652633919,4.829215342356069e-06,1.1116877367563864,0.00284741890450085,0.9987303378712,0.008887634901601181,0.7442716049382717
3,0.18378895515943608,0.0,1.6841872343389013,2.220446049250313e-16,1.0,0.0,0.37777777777777777
4,0.1777335968025824,0.0001649379427178272,1.5777847825717135,0.0018589060959769577,0.9980867258312482,0.009890212922282865,0.2611820987654321
5,0.15106458821052862,0.005683310478971572,1.6394750386866277,0.015171706794492786,0.9415023549941155,0.06801534287627282,0.23342592592592593
6,0.11664535743941451,0.009399069773067995,1.7498706254136462,0.0891772578789317,0.8431906266338248,0.15080865540041477,0.20148148148148146
7,0.13574901801017375,0.0002357106187706321,1.6917665834829967,0.023100848730910797,0.9949630928110249,0.020154118570452517,0.16661419753086418
8,0.13330935205215877,0.0001741850717747251,1.6026365539001883,0.0012056063696978246,0.998549333877801,0.007144453632209595,0.14051234567901233
9,0.12788834732714005,0.0021032989086100956,1.6069471325397129,0.01678853468167099,0.9742103246573658,0.027817613750103533,0.12866975308641976
10,0.12429269325217064,0.0018868539650498662,1.6645847444188764,0.01166621725049268,0.9393896863069294,0.04031482846624411,0.09848765432098766
11,0.1144392872447452,0.0018128247146558172,1.6843697686676387,0.012378975160257513,0.934313520486974,0.042268678233189874,0.0885679012345679
12,0.1230407449202284,0.004982717343004842,1.6321320459115796,0.018166058143041987,0.9434817792843144,0.03985259451600485,0.08194135802469137
13,0.12385365425250823,0.0029945941650239664,1.5826367086348447,0.028509031446106052,0.8981974790151395,0.05896032234702027,0.07550617283950617
14,0.11032469312477397,0.008603733618845963,1.6569973498845036,0.06303759711990745,0.8561346913420953,0.06454789651608438,0.06903086419753086
