Number of clusters,Silhouette_mean (cosine),Silhouette_std (cosine),Silhouette_mean (euclidean),Silhouette_std (euclidean),DaviesBouldin_mean,DaviesBouldin_std,ARI_mean,ARI_std
2,0.5247467823545052,1.1102230246251565e-16,0.3328270438891701,1.1102230246251565e-16,1.2100554717268894,2.220446049250313e-16,1.0,0.0
3,0.2858105651911158,5.551115123125783e-17,0.17808581149646774,2.7755575615628914e-17,1.6159160196368827,6.661338147750939e-16,1.0,0.0
4,0.3176619396400576,6.088874153532996e-05,0.19246337186382795,3.270217522233624e-05,1.5288218725082876,0.0012902333272976775,0.9971546471533116,0.008733450138664813
5,0.2910651257905728,5.551115123125783e-17,0.17166704789556497,0.0,1.701744085088315,5.063396036227355e-16,1.0,0.0
6,0.29764605935910354,0.0,0.17529707530883232,8.326672684688674e-17,1.551873309627581,1.8577584504832502e-16,1.0,0.0
7,0.26940709675852403,0.004203195888488173,0.1591941099356886,0.002022212308330959,1.4987147148234,0.002693669391354091,0.9849965597836773,0.017654645927967835
8,0.241282865680065,0.00041197815093682604,0.14439926671774772,0.00016871325785373543,1.7061565548643605,0.0006165803818929887,0.996071251717452,0.011398750934755958
9,0.22499855881175862,0.0031769943160156176,0.13403655157039268,0.002092664710229449,1.6534985896415635,0.023248303151209574,0.9043580243022796,0.09213404287624256
10,0.20938264510154098,0.012382194523363312,0.12554499023381224,0.0067897531651384315,1.6425639547717006,0.040878490458493885,0.7604791913901208,0.08697423567521899
11,0.1936502819108505,0.009492853564260025,0.11609669520999492,0.005784413698086211,1.6425620204753528,0.054237306558520396,0.7735973256316923,0.0790143095500042
12,0.20714136540948488,0.01109679341340278,0.12512357811100538,0.007040036298754898,1.606454459964942,0.041623325426818854,0.8323560129286715,0.07375650045824425
13,0.20903648190050983,0.01053105608274578,0.12223971498393091,0.0061583734791358265,1.6225451793043604,0.03311041209452601,0.81036520286926,0.08050418148691184
14,0.20150551951364612,0.010724618613163595,0.11826426572617109,0.006219416511596813,1.607419066912223,0.026106214363934382,0.8000768206887621,0.07288254556407762
