Number of clusters,Silhouette_mean,Silhouette_std,DaviesBouldin_mean,DaviesBouldin_std,ARI_mean,ARI_std,Consensus
2,0.48899153816995666,1.1102230246251565e-16,1.383832994132699,0.0,1.0,0.0,0.6111111111111112
3,0.3175595006539686,5.551115123125783e-17,1.5943518911684507,2.220446049250313e-16,1.0,0.0,0.37777777777777777
4,0.3245860059472752,0.0,1.5109274513594029,1.9100999153570944e-16,1.0,0.0,0.24814814814814815
5,0.27016100342840726,0.0029948526417363686,1.7417351465794073,0.013426392110091797,0.9460581283440194,0.05660576696675142,0.19825925925925922
6,0.2974681284036761,0.001697792290682253,1.54097581129179,0.0035408633555612063,0.9661372493268275,0.02821951164455425,0.18358024691358024
7,0.25899639470728864,0.003150836702934699,1.7641276088441618,0.018103623185342515,0.895267499252303,0.08148826770678833,0.14244444444444443
8,0.25376558547181394,0.007752905165436427,1.650896481047111,0.03891449829527136,0.8100759660730167,0.09136828923498092,0.12753086419753087
9,0.22226064526945577,0.009923426947381133,1.6749779148478532,0.060126311173204404,0.6844495008495927,0.10044629844272837,0.11256172839506175
10,0.2202716291945187,0.01622652004675744,1.6448078954125775,0.046077131210181047,0.6677049717679754,0.10709100900474147,0.10144444444444445
11,0.21577894236191483,0.013910378203477671,1.6538748334123414,0.055685709887708136,0.6539511634508562,0.0900610771968266,0.09272839506172839
12,0.20820111829643273,0.015222251789466007,1.6173996153787247,0.05139713661766179,0.6872927289880463,0.09120303474422183,0.08301851851851852
13,0.21206860282955872,0.018433487897547018,1.513716557402644,0.06774363251229575,0.6473574844590301,0.08615858438778626,0.08380246913580246
14,0.18867147556773733,0.02122778408651227,1.522453652752883,0.08100657865514778,0.6105838483277078,0.08500333023467208,0.07852160493827161
