,2,3,4,5,6,7,8,9,10
0,2,2,2,2,5,3,4,3,6
1,2,2,2,2,3,7,2,6,3
2,2,2,2,2,3,5,8,4,7
3,2,2,2,2,3,7,2,5,2
4,2,3,4,5,2,6,7,8,8
5,2,3,4,4,6,3,5,7,9
6,2,3,3,3,5,3,4,3,6
7,2,3,4,4,6,6,5,7,9
8,2,3,4,4,6,4,6,7,5
9,2,3,3,3,4,3,4,3,6
10,1,1,1,1,1,1,1,1,1
11,2,3,3,3,5,3,4,3,6
12,2,3,4,4,6,4,6,9,5
13,1,1,1,1,1,1,1,1,1
14,2,2,2,5,2,6,7,8,8
15,2,3,4,4,6,4,6,7,9
16,1,1,1,1,1,7,5,6,3
17,1,1,1,1,1,1,1,1,1
18,2,3,4,4,6,4,6,9,10
19,2,3,3,2,5,5,4,3,6
20,2,3,4,4,6,3,5,7,9
21,2,3,3,3,5,3,4,3,6
22,1,1,1,1,1,1,1,1,1
23,2,3,4,4,6,4,6,9,10
24,2,3,3,3,4,2,3,2,4
25,2,2,2,5,3,7,5,6,3
26,2,2,2,5,2,6,7,8,8
27,2,2,2,5,2,6,5,6,3
28,2,3,3,3,5,3,4,7,9
29,2,2,2,2,3,7,2,5,2
30,2,3,4,4,6,4,6,9,5
31,2,2,2,5,2,6,7,8,8
32,1,1,1,1,1,1,1,1,1
33,2,2,2,2,3,7,2,5,2
34,2,2,2,2,5,5,8,4,7
35,1,1,1,1,1,1,1,1,1
36,2,2,2,2,3,7,2,5,2
37,2,3,4,4,6,4,6,9,10
38,2,2,2,2,3,5,8,4,7
39,1,1,1,1,1,1,1,1,1
40,2,2,4,5,2,6,7,8,8
41,2,2,2,5,5,5,8,4,7
42,2,2,2,2,3,7,2,5,2
43,2,3,4,4,6,4,5,7,9
44,2,2,2,2,3,7,2,5,2
45,2,2,2,2,5,5,8,4,7
46,2,3,3,3,4,2,3,2,4
47,2,2,2,5,2,6,8,4,7
48,2,2,2,2,5,5,8,4,7
49,2,2,2,5,3,7,5,6,3
50,2,3,3,3,5,3,4,3,6
51,1,1,1,1,1,1,1,1,1
52,2,3,3,2,5,3,4,3,6
53,2,3,3,3,4,2,3,2,4
54,1,1,1,1,1,1,1,1,1
55,2,2,2,2,5,5,8,4,7
56,2,2,2,5,2,6,8,4,7
57,2,3,4,4,6,4,6,9,5
58,2,2,2,2,3,7,2,5,2
59,2,3,4,4,6,4,6,9,10
60,2,3,4,4,6,4,6,9,10
61,2,3,4,4,6,4,6,9,10
62,1,1,1,1,1,1,1,1,1
63,2,2,4,5,2,6,7,8,8
64,2,2,2,5,2,6,7,8,8
65,2,3,3,3,4,2,3,2,4
66,2,2,4,5,2,6,7,8,8
67,2,3,4,4,6,4,6,9,10
68,2,3,3,3,5,3,4,7,9
69,2,3,3,3,5,3,4,3,6
70,1,1,1,1,1,1,1,1,1
71,2,3,4,4,6,3,5,7,9
72,2,2,2,5,2,6,7,8,8
73,2,3,4,4,6,4,6,9,5
74,2,3,3,3,4,2,3,2,4
75,2,2,2,5,2,6,8,4,7
76,2,2,4,5,2,6,7,8,8
77,2,3,4,4,6,3,5,7,9
78,2,3,3,3,4,2,3,2,4
79,2,2,2,2,3,7,2,5,2
80,1,1,1,1,1,1,1,1,1
