Number of clusters,Silhouette_mean (cosine),Silhouette_std (cosine),Silhouette_mean (euclidean),Silhouette_std (euclidean),DaviesBouldin_mean,DaviesBouldin_std,ARI_mean,ARI_std
2,0.5002381211516609,1.1102230246251565e-16,0.31174262374753864,5.551115123125783e-17,1.2186806582053584,2.220446049250313e-16,1.0,0.0
3,0.3506126576871034,0.0003779376961026115,0.2005729502425407,0.000261022102215372,1.6389076071497055,0.000632013311130284,0.9966197631534727,0.016647487003621262
4,0.3093781554037335,0.0006137938847752681,0.17886461456766978,0.00016684227127414865,1.552536859300177,0.0026531958204461118,0.9921080919645127,0.022007807438152453
5,0.20560477658703225,0.0017195461819671978,0.149743077039949,0.0008433560176193648,1.7380775375248856,0.015456482657472816,0.985985487634512,0.027058942282919107
6,0.20448253109998407,0.0004766017726593188,0.14067645501775156,8.235374351260973e-05,1.763538230230525,0.00284925534934975,0.9937035207614338,0.01336672164188708
7,0.2453881190487607,0.0009983206249164532,0.14863333487512426,0.0004346784958746499,1.6950851590761464,0.000997730501793797,0.9919635414292305,0.012773903068540362
8,0.23074779132726483,0.0024677398545133247,0.13697128516038176,0.0014036168461460396,1.6595990914022583,0.017672401768515485,0.9656410531471333,0.0335817605439717
9,0.18978700154287054,0.01245277388511971,0.11524066959353682,0.005358084379886976,1.6847148702977706,0.018877936707026206,0.8518696213816153,0.08364080643798069
10,0.17270379645710507,0.005103213386029881,0.11133405880020347,0.00415474925771507,1.6267336345260863,0.020732072080400715,0.8966445692394094,0.054227042344627295
11,0.174044682406315,0.0062438834313947355,0.1065801749338483,0.003026263101678175,1.6560162958809084,0.02498687328789654,0.8245508045895373,0.0889003224033136
12,0.1657259805384551,0.010220726188982012,0.0974033313960642,0.0053550894297502705,1.667966392519057,0.023504768317594148,0.8503876501086792,0.06959079761226077
13,0.17289171008982546,0.013440331116361148,0.10420255368005198,0.009271280826373999,1.645792280909352,0.05374295415489384,0.7952632895042674,0.07406810649547173
14,0.1887811414714772,0.00856380733057057,0.11714811515753669,0.0032106939013580357,1.5628527227569324,0.018814185590529116,0.8938178592402546,0.05743018209774258
