Number of clusters,Silhouette_mean,Silhouette_std,DaviesBouldin_mean,DaviesBouldin_std,ARI_mean,ARI_std,Consensus
2,0.49825024820863445,0.06527725577388772,1.3660321782126499,0.14849041159380053,0.834625322997416,0.3175667492658856,0.6313333333333333
3,0.3436814469755194,0.025862357216191487,1.632120963136765,0.060866442231039874,0.6317848575801222,0.28127598169871165,0.3817067901234568
4,0.3073207186105155,0.00041311717772572775,1.6394380401134188,0.0007575006696437567,0.8817323150230456,0.23819064116278024,0.2645185185185185
5,0.2836596397368945,0.015892931628844826,1.721241330926899,0.07819759175137872,0.8155325473067396,0.21858261794789413,0.20219135802469132
6,0.271536215432493,0.0258274984343104,1.7181817804082409,0.10576091820080222,0.7589214339625124,0.19675080657061583,0.18182098765432095
7,0.249714343129151,0.01640159927950777,1.7052502871121828,0.07871383122257139,0.7821990635186497,0.18002024162498184,0.16698456790123456
8,0.23238335244236283,0.005969478212070195,1.6783685157291148,0.059771223997865545,0.8068917754017336,0.20959093831628525,0.14776543209876544
9,0.2220007605436535,0.008541671346060037,1.6848058159045678,0.09472159463728387,0.7179859859417242,0.18047333983443647,0.12855246913580246
10,0.21432462665129093,0.0097336729943876,1.6911875999021868,0.06408789326089366,0.7911202646159371,0.1408810123362152,0.11076543209876544
11,0.21883491512193165,0.006623744072569772,1.623808140635455,0.02938029927503964,0.8760751482934668,0.11104216247806074,0.10268827160493826
12,0.2214425716837053,0.0021931142848545097,1.5727490163238977,0.02409881742019036,0.9657706977616769,0.05152141166129683,0.09414506172839505
13,0.22789562099990868,0.007160650846407783,1.4870873727203406,0.025234989226206445,0.9243752656832863,0.06231452429636276,0.09194753086419752
14,0.23546483211194258,0.007223670217408943,1.3974886904946646,0.03001286170385687,0.9324211295631523,0.06207256853824643,0.09022222222222222
