uni_name,type,city,region,year,foundation_year
UFUK ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,1999,1999
ULUDAĞ ÜNİVERSİTESİ,state,Bursa,Marmara,1999,1975
YEDİTEPE ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1999,1996
YILDIZ TEKNİK ÜNİVERSİTESİ,state,İstanbul,Marmara,1999,1982
YÜZÜNCÜ YIL ÜNİVERSİTESİ,state,Van,East Anatolia,1999,1982
ABANT İZZET BAYSAL ÜNİVERSİTESİ,state,Bolu,Black Sea,1998,1992
ADNAN MENDERES ÜNİVERSİTESİ,state,Aydın,Aegean,1998,1992
AFYON KOCATEPE ÜNİVERSİTESİ,state,Afyonkarahisar,Aegean,1998,1992
AKDENİZ ÜNİVERSİTESİ,state,Antalya,Mediterranean,1998,1982
ANADOLU ÜNİVERSİTESİ,state,Eskişehir,Central Anatolia,1998,1973
ANKARA ÜNİVERSİTESİ,state,Ankara,Central Anatolia,1998,1946
ATATÜRK ÜNİVERSİTESİ,state,Erzurum,East Anatolia,1998,1957
ATILIM ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,1998,1997
BAHÇEŞEHİR ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1998,1998
BALIKESİR ÜNİVERSİTESİ,state,Balıkesir,Marmara,1998,1992
BAŞKENT ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,1998,1994
BEYKENT ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1998,1997
BİLKENT ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,1998,1985
BOĞAZİÇİ ÜNİVERSİTESİ,state,İstanbul,Marmara,1998,1971
BÜLENT ECEVİT ÜNİVERSİTESİ,state,Zonguldak,Black Sea,1998,1992
CELÂL BAYAR ÜNİVERSİTESİ,state,Manisa,Aegean,1998,1992
CUMHURİYET ÜNİVERSİTESİ,state,Sivas,Central Anatolia,1998,1974
ÇAĞ ÜNİVERSİTESİ,foundation,Mersin,Mediterranean,1998,1997
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,state,Çanakkale,Marmara,1998,1992
ÇANKAYA ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,1998,1997
ÇUKUROVA ÜNİVERSİTESİ,state,Adana,Mediterranean,1998,1973
DİCLE ÜNİVERSİTESİ,state,Diyarbakır,Southeastern Anatolia,1998,1973
DOĞUŞ ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1998,1997
DOKUZ EYLÜL ÜNİVERSİTESİ,state,İzmir,Aegean,1998,1982
DUMLUPINAR ÜNİVERSİTESİ,state,Kütahya,Aegean,1998,1992
EGE ÜNİVERSİTESİ,state,İzmir,Aegean,1998,1955
ERCİYES ÜNİVERSİTESİ,state,Kayseri,Central Anatolia,1998,1982
FATİH ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1998,1996
FIRAT ÜNİVERSİTESİ,state,Elazığ,East Anatolia,1998,1975
GALATASARAY ÜNİVERSİTESİ,state,İstanbul,Marmara,1998,1994
GAZİ ÜNİVERSİTESİ,state,Ankara,Central Anatolia,1998,1982
GAZİANTEP ÜNİVERSİTESİ,state,Gaziantep,Southeastern Anatolia,1998,1987
GAZİOSMANPAŞA ÜNİVERSİTESİ,state,Tokat,Black Sea,1998,1992
GEBZE YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,state,Kocaeli,Marmara,1998,1992
HACETTEPE ÜNİVERSİTESİ,state,Ankara,Central Anatolia,1998,1967
HALİÇ ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1998,1998
HARRAN ÜNİVERSİTESİ,state,Şanlıurfa,Southeastern Anatolia,1998,1992
IŞIK ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1998,1996
İNÖNÜ ÜNİVERSİTESİ,state,Malatya,East Anatolia,1998,1975
İSTANBUL BİLGİ ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1998,1996
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1998,1997
İSTANBUL TEKNİK ÜNİVERSİTESİ,state,İstanbul,Marmara,1998,1944
İSTANBUL ÜNİVERSİTESİ,state,İstanbul,Marmara,1998,1933
İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,state,İzmir,Aegean,1998,1992
KADİR HAS ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1998,1997
KAFKAS ÜNİVERSİTESİ,state,Kars,East Anatolia,1998,1992
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ,state,Kahramanmaraş,Mediterranean,1998,1992
KARADENİZ TEKNİK ÜNİVERSİTESİ,state,Trabzon,Black Sea,1998,1955
KIRIKKALE ÜNİVERSİTESİ,state,Kırıkkale,Central Anatolia,1998,1992
KOCAELİ ÜNİVERSİTESİ,state,Kocaeli,Marmara,1998,1992
KOÇ ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1998,1992
MALTEPE ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1998,1997
MARMARA ÜNİVERSİTESİ,state,İstanbul,Marmara,1998,1982
MERSİN ÜNİVERSİTESİ,state,Mersin,Mediterranean,1998,1992
MUSTAFA KEMAL ÜNİVERSİTESİ,state,Hatay,Mediterranean,1998,1992
NİĞDE ÜNİVERSİTESİ,state,Niğde,Central Anatolia,1998,1992
ONDOKUZ MAYIS ÜNİVERSİTESİ,state,Samsun,Black Sea,1998,1975
ORTA DOĞU TEKNİK ÜNİVERSİTESİ,state,Ankara,Central Anatolia,1998,1956
OSMANGAZİ ÜNİVERSİTESİ,state,Eskişehir,Central Anatolia,1998,1993
PAMUKKALE ÜNİVERSİTESİ,state,Denizli,Aegean,1998,1992
SABANCI ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1998,1996
SAKARYA ÜNİVERSİTESİ,state,Sakarya,Marmara,1998,1992
SELÇUK ÜNİVERSİTESİ,state,Konya,Central Anatolia,1998,1975
SÜLEYMAN DEMİREL ÜNİVERSİTESİ,state,Isparta,Mediterranean,1998,1992
TRAKYA ÜNİVERSİTESİ,state,Edirne,Marmara,1998,1982
ULUDAĞ ÜNİVERSİTESİ,state,Bursa,Marmara,1998,1975
YEDİTEPE ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1998,1996
YILDIZ TEKNİK ÜNİVERSİTESİ,state,İstanbul,Marmara,1998,1982
YÜZÜNCÜ YIL ÜNİVERSİTESİ,state,Van,East Anatolia,1998,1982
ABANT İZZET BAYSAL ÜNİVERSİTESİ,state,Bolu,Black Sea,1997,1992
ADNAN MENDERES ÜNİVERSİTESİ,state,Aydın,Aegean,1997,1992
AFYON KOCATEPE ÜNİVERSİTESİ,state,Afyonkarahisar,Aegean,1997,1992
AKDENİZ ÜNİVERSİTESİ,state,Antalya,Mediterranean,1997,1982
ANADOLU ÜNİVERSİTESİ,state,Eskişehir,Central Anatolia,1997,1973
ANKARA ÜNİVERSİTESİ,state,Ankara,Central Anatolia,1997,1946
ATATÜRK ÜNİVERSİTESİ,state,Erzurum,East Anatolia,1997,1957
ATILIM ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,1997,1997
BALIKESİR ÜNİVERSİTESİ,state,Balıkesir,Marmara,1997,1992
BAŞKENT ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,1997,1994
BEYKENT ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1997,1997
BİLKENT ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,1997,1985
BOĞAZİÇİ ÜNİVERSİTESİ,state,İstanbul,Marmara,1997,1971
BÜLENT ECEVİT ÜNİVERSİTESİ,state,Zonguldak,Black Sea,1997,1992
CELÂL BAYAR ÜNİVERSİTESİ,state,Manisa,Aegean,1997,1992
CUMHURİYET ÜNİVERSİTESİ,state,Sivas,Central Anatolia,1997,1974
ÇAĞ ÜNİVERSİTESİ,foundation,Mersin,Mediterranean,1997,1997
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,state,Çanakkale,Marmara,1997,1992
ÇANKAYA ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,1997,1997
ÇUKUROVA ÜNİVERSİTESİ,state,Adana,Mediterranean,1997,1973
DİCLE ÜNİVERSİTESİ,state,Diyarbakır,Southeastern Anatolia,1997,1973
DOĞUŞ ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1997,1997
DOKUZ EYLÜL ÜNİVERSİTESİ,state,İzmir,Aegean,1997,1982
DUMLUPINAR ÜNİVERSİTESİ,state,Kütahya,Aegean,1997,1992
EGE ÜNİVERSİTESİ,state,İzmir,Aegean,1997,1955
ERCİYES ÜNİVERSİTESİ,state,Kayseri,Central Anatolia,1997,1982
FATİH ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1997,1996
FIRAT ÜNİVERSİTESİ,state,Elazığ,East Anatolia,1997,1975
GALATASARAY ÜNİVERSİTESİ,state,İstanbul,Marmara,1997,1994
GAZİ ÜNİVERSİTESİ,state,Ankara,Central Anatolia,1997,1982
GAZİANTEP ÜNİVERSİTESİ,state,Gaziantep,Southeastern Anatolia,1997,1987
GAZİOSMANPAŞA ÜNİVERSİTESİ,state,Tokat,Black Sea,1997,1992
GEBZE YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,state,Kocaeli,Marmara,1997,1992
HACETTEPE ÜNİVERSİTESİ,state,Ankara,Central Anatolia,1997,1967
HARRAN ÜNİVERSİTESİ,state,Şanlıurfa,Southeastern Anatolia,1997,1992
IŞIK ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1997,1996
İNÖNÜ ÜNİVERSİTESİ,state,Malatya,East Anatolia,1997,1975
İSTANBUL BİLGİ ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1997,1996
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1997,1997
İSTANBUL TEKNİK ÜNİVERSİTESİ,state,İstanbul,Marmara,1997,1944
İSTANBUL ÜNİVERSİTESİ,state,İstanbul,Marmara,1997,1933
İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,state,İzmir,Aegean,1997,1992
KADİR HAS ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1997,1997
KAFKAS ÜNİVERSİTESİ,state,Kars,East Anatolia,1997,1992
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ,state,Kahramanmaraş,Mediterranean,1997,1992
KARADENİZ TEKNİK ÜNİVERSİTESİ,state,Trabzon,Black Sea,1997,1955
KIRIKKALE ÜNİVERSİTESİ,state,Kırıkkale,Central Anatolia,1997,1992
KOCAELİ ÜNİVERSİTESİ,state,Kocaeli,Marmara,1997,1992
KOÇ ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1997,1992
MALTEPE ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1997,1997
MARMARA ÜNİVERSİTESİ,state,İstanbul,Marmara,1997,1982
MERSİN ÜNİVERSİTESİ,state,Mersin,Mediterranean,1997,1992
MUSTAFA KEMAL ÜNİVERSİTESİ,state,Hatay,Mediterranean,1997,1992
NİĞDE ÜNİVERSİTESİ,state,Niğde,Central Anatolia,1997,1992
ONDOKUZ MAYIS ÜNİVERSİTESİ,state,Samsun,Black Sea,1997,1975
ORTA DOĞU TEKNİK ÜNİVERSİTESİ,state,Ankara,Central Anatolia,1997,1956
OSMANGAZİ ÜNİVERSİTESİ,state,Eskişehir,Central Anatolia,1997,1993
PAMUKKALE ÜNİVERSİTESİ,state,Denizli,Aegean,1997,1992
SABANCI ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1997,1996
SAKARYA ÜNİVERSİTESİ,state,Sakarya,Marmara,1997,1992
SELÇUK ÜNİVERSİTESİ,state,Konya,Central Anatolia,1997,1975
SÜLEYMAN DEMİREL ÜNİVERSİTESİ,state,Isparta,Mediterranean,1997,1992
TRAKYA ÜNİVERSİTESİ,state,Edirne,Marmara,1997,1982
ULUDAĞ ÜNİVERSİTESİ,state,Bursa,Marmara,1997,1975
YEDİTEPE ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1997,1996
YILDIZ TEKNİK ÜNİVERSİTESİ,state,İstanbul,Marmara,1997,1982
YÜZÜNCÜ YIL ÜNİVERSİTESİ,state,Van,East Anatolia,1997,1982
ABANT İZZET BAYSAL ÜNİVERSİTESİ,state,Bolu,Black Sea,1996,1992
ADNAN MENDERES ÜNİVERSİTESİ,state,Aydın,Aegean,1996,1992
AFYON KOCATEPE ÜNİVERSİTESİ,state,Afyonkarahisar,Aegean,1996,1992
AKDENİZ ÜNİVERSİTESİ,state,Antalya,Mediterranean,1996,1982
ANADOLU ÜNİVERSİTESİ,state,Eskişehir,Central Anatolia,1996,1973
ANKARA ÜNİVERSİTESİ,state,Ankara,Central Anatolia,1996,1946
ATATÜRK ÜNİVERSİTESİ,state,Erzurum,East Anatolia,1996,1957
BALIKESİR ÜNİVERSİTESİ,state,Balıkesir,Marmara,1996,1992
BAŞKENT ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,1996,1994
BİLKENT ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,1996,1985
BOĞAZİÇİ ÜNİVERSİTESİ,state,İstanbul,Marmara,1996,1971
BÜLENT ECEVİT ÜNİVERSİTESİ,state,Zonguldak,Black Sea,1996,1992
CELÂL BAYAR ÜNİVERSİTESİ,state,Manisa,Aegean,1996,1992
CUMHURİYET ÜNİVERSİTESİ,state,Sivas,Central Anatolia,1996,1974
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,state,Çanakkale,Marmara,1996,1992
ÇUKUROVA ÜNİVERSİTESİ,state,Adana,Mediterranean,1996,1973
DİCLE ÜNİVERSİTESİ,state,Diyarbakır,Southeastern Anatolia,1996,1973
DOKUZ EYLÜL ÜNİVERSİTESİ,state,İzmir,Aegean,1996,1982
DUMLUPINAR ÜNİVERSİTESİ,state,Kütahya,Aegean,1996,1992
EGE ÜNİVERSİTESİ,state,İzmir,Aegean,1996,1955
ERCİYES ÜNİVERSİTESİ,state,Kayseri,Central Anatolia,1996,1982
FATİH ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1996,1996
FIRAT ÜNİVERSİTESİ,state,Elazığ,East Anatolia,1996,1975
GALATASARAY ÜNİVERSİTESİ,state,İstanbul,Marmara,1996,1994
GAZİ ÜNİVERSİTESİ,state,Ankara,Central Anatolia,1996,1982
GAZİANTEP ÜNİVERSİTESİ,state,Gaziantep,Southeastern Anatolia,1996,1987
GAZİOSMANPAŞA ÜNİVERSİTESİ,state,Tokat,Black Sea,1996,1992
GEBZE YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,state,Kocaeli,Marmara,1996,1992
HACETTEPE ÜNİVERSİTESİ,state,Ankara,Central Anatolia,1996,1967
HARRAN ÜNİVERSİTESİ,state,Şanlıurfa,Southeastern Anatolia,1996,1992
IŞIK ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1996,1996
İNÖNÜ ÜNİVERSİTESİ,state,Malatya,East Anatolia,1996,1975
İSTANBUL BİLGİ ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1996,1996
İSTANBUL TEKNİK ÜNİVERSİTESİ,state,İstanbul,Marmara,1996,1944
İSTANBUL ÜNİVERSİTESİ,state,İstanbul,Marmara,1996,1933
İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,state,İzmir,Aegean,1996,1992
KAFKAS ÜNİVERSİTESİ,state,Kars,East Anatolia,1996,1992
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ,state,Kahramanmaraş,Mediterranean,1996,1992
KARADENİZ TEKNİK ÜNİVERSİTESİ,state,Trabzon,Black Sea,1996,1955
KIRIKKALE ÜNİVERSİTESİ,state,Kırıkkale,Central Anatolia,1996,1992
KOCAELİ ÜNİVERSİTESİ,state,Kocaeli,Marmara,1996,1992
KOÇ ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1996,1992
MARMARA ÜNİVERSİTESİ,state,İstanbul,Marmara,1996,1982
MERSİN ÜNİVERSİTESİ,state,Mersin,Mediterranean,1996,1992
MUSTAFA KEMAL ÜNİVERSİTESİ,state,Hatay,Mediterranean,1996,1992
NİĞDE ÜNİVERSİTESİ,state,Niğde,Central Anatolia,1996,1992
ONDOKUZ MAYIS ÜNİVERSİTESİ,state,Samsun,Black Sea,1996,1975
ORTA DOĞU TEKNİK ÜNİVERSİTESİ,state,Ankara,Central Anatolia,1996,1956
OSMANGAZİ ÜNİVERSİTESİ,state,Eskişehir,Central Anatolia,1996,1993
PAMUKKALE ÜNİVERSİTESİ,state,Denizli,Aegean,1996,1992
SABANCI ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1996,1996
SAKARYA ÜNİVERSİTESİ,state,Sakarya,Marmara,1996,1992
SELÇUK ÜNİVERSİTESİ,state,Konya,Central Anatolia,1996,1975
SÜLEYMAN DEMİREL ÜNİVERSİTESİ,state,Isparta,Mediterranean,1996,1992
TRAKYA ÜNİVERSİTESİ,state,Edirne,Marmara,1996,1982
ULUDAĞ ÜNİVERSİTESİ,state,Bursa,Marmara,1996,1975
YEDİTEPE ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1996,1996
YILDIZ TEKNİK ÜNİVERSİTESİ,state,İstanbul,Marmara,1996,1982
YÜZÜNCÜ YIL ÜNİVERSİTESİ,state,Van,East Anatolia,1996,1982
ABANT İZZET BAYSAL ÜNİVERSİTESİ,state,Bolu,Black Sea,1995,1992
ADNAN MENDERES ÜNİVERSİTESİ,state,Aydın,Aegean,1995,1992
AFYON KOCATEPE ÜNİVERSİTESİ,state,Afyonkarahisar,Aegean,1995,1992
AKDENİZ ÜNİVERSİTESİ,state,Antalya,Mediterranean,1995,1982
ANADOLU ÜNİVERSİTESİ,state,Eskişehir,Central Anatolia,1995,1973
ANKARA ÜNİVERSİTESİ,state,Ankara,Central Anatolia,1995,1946
ATATÜRK ÜNİVERSİTESİ,state,Erzurum,East Anatolia,1995,1957
BALIKESİR ÜNİVERSİTESİ,state,Balıkesir,Marmara,1995,1992
BAŞKENT ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,1995,1994
BİLKENT ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,1995,1985
BOĞAZİÇİ ÜNİVERSİTESİ,state,İstanbul,Marmara,1995,1971
BÜLENT ECEVİT ÜNİVERSİTESİ,state,Zonguldak,Black Sea,1995,1992
CELÂL BAYAR ÜNİVERSİTESİ,state,Manisa,Aegean,1995,1992
CUMHURİYET ÜNİVERSİTESİ,state,Sivas,Central Anatolia,1995,1974
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,state,Çanakkale,Marmara,1995,1992
ÇUKUROVA ÜNİVERSİTESİ,state,Adana,Mediterranean,1995,1973
DİCLE ÜNİVERSİTESİ,state,Diyarbakır,Southeastern Anatolia,1995,1973
DOKUZ EYLÜL ÜNİVERSİTESİ,state,İzmir,Aegean,1995,1982
DUMLUPINAR ÜNİVERSİTESİ,state,Kütahya,Aegean,1995,1992
EGE ÜNİVERSİTESİ,state,İzmir,Aegean,1995,1955
ERCİYES ÜNİVERSİTESİ,state,Kayseri,Central Anatolia,1995,1982
FIRAT ÜNİVERSİTESİ,state,Elazığ,East Anatolia,1995,1975
GALATASARAY ÜNİVERSİTESİ,state,İstanbul,Marmara,1995,1994
GAZİ ÜNİVERSİTESİ,state,Ankara,Central Anatolia,1995,1982
GAZİANTEP ÜNİVERSİTESİ,state,Gaziantep,Southeastern Anatolia,1995,1987
GAZİOSMANPAŞA ÜNİVERSİTESİ,state,Tokat,Black Sea,1995,1992
GEBZE YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,state,Kocaeli,Marmara,1995,1992
HACETTEPE ÜNİVERSİTESİ,state,Ankara,Central Anatolia,1995,1967
HARRAN ÜNİVERSİTESİ,state,Şanlıurfa,Southeastern Anatolia,1995,1992
İNÖNÜ ÜNİVERSİTESİ,state,Malatya,East Anatolia,1995,1975
İSTANBUL TEKNİK ÜNİVERSİTESİ,state,İstanbul,Marmara,1995,1944
İSTANBUL ÜNİVERSİTESİ,state,İstanbul,Marmara,1995,1933
İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,state,İzmir,Aegean,1995,1992
KAFKAS ÜNİVERSİTESİ,state,Kars,East Anatolia,1995,1992
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ,state,Kahramanmaraş,Mediterranean,1995,1992
KARADENİZ TEKNİK ÜNİVERSİTESİ,state,Trabzon,Black Sea,1995,1955
KIRIKKALE ÜNİVERSİTESİ,state,Kırıkkale,Central Anatolia,1995,1992
KOCAELİ ÜNİVERSİTESİ,state,Kocaeli,Marmara,1995,1992
KOÇ ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1995,1992
MARMARA ÜNİVERSİTESİ,state,İstanbul,Marmara,1995,1982
MERSİN ÜNİVERSİTESİ,state,Mersin,Mediterranean,1995,1992
MUSTAFA KEMAL ÜNİVERSİTESİ,state,Hatay,Mediterranean,1995,1992
NİĞDE ÜNİVERSİTESİ,state,Niğde,Central Anatolia,1995,1992
ONDOKUZ MAYIS ÜNİVERSİTESİ,state,Samsun,Black Sea,1995,1975
ORTA DOĞU TEKNİK ÜNİVERSİTESİ,state,Ankara,Central Anatolia,1995,1956
OSMANGAZİ ÜNİVERSİTESİ,state,Eskişehir,Central Anatolia,1995,1993
PAMUKKALE ÜNİVERSİTESİ,state,Denizli,Aegean,1995,1992
SAKARYA ÜNİVERSİTESİ,state,Sakarya,Marmara,1995,1992
SELÇUK ÜNİVERSİTESİ,state,Konya,Central Anatolia,1995,1975
SÜLEYMAN DEMİREL ÜNİVERSİTESİ,state,Isparta,Mediterranean,1995,1992
TRAKYA ÜNİVERSİTESİ,state,Edirne,Marmara,1995,1982
ULUDAĞ ÜNİVERSİTESİ,state,Bursa,Marmara,1995,1975
YILDIZ TEKNİK ÜNİVERSİTESİ,state,İstanbul,Marmara,1995,1982
YÜZÜNCÜ YIL ÜNİVERSİTESİ,state,Van,East Anatolia,1995,1982
ABANT İZZET BAYSAL ÜNİVERSİTESİ,state,Bolu,Black Sea,1994,1992
ADNAN MENDERES ÜNİVERSİTESİ,state,Aydın,Aegean,1994,1992
AFYON KOCATEPE ÜNİVERSİTESİ,state,Afyonkarahisar,Aegean,1994,1992
AKDENİZ ÜNİVERSİTESİ,state,Antalya,Mediterranean,1994,1982
ANADOLU ÜNİVERSİTESİ,state,Eskişehir,Central Anatolia,1994,1973
ANKARA ÜNİVERSİTESİ,state,Ankara,Central Anatolia,1994,1946
ATATÜRK ÜNİVERSİTESİ,state,Erzurum,East Anatolia,1994,1957
BALIKESİR ÜNİVERSİTESİ,state,Balıkesir,Marmara,1994,1992
BAŞKENT ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,1994,1994
BİLKENT ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,1994,1985
BOĞAZİÇİ ÜNİVERSİTESİ,state,İstanbul,Marmara,1994,1971
BÜLENT ECEVİT ÜNİVERSİTESİ,state,Zonguldak,Black Sea,1994,1992
CELÂL BAYAR ÜNİVERSİTESİ,state,Manisa,Aegean,1994,1992
CUMHURİYET ÜNİVERSİTESİ,state,Sivas,Central Anatolia,1994,1974
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,state,Çanakkale,Marmara,1994,1992
ÇUKUROVA ÜNİVERSİTESİ,state,Adana,Mediterranean,1994,1973
DİCLE ÜNİVERSİTESİ,state,Diyarbakır,Southeastern Anatolia,1994,1973
DOKUZ EYLÜL ÜNİVERSİTESİ,state,İzmir,Aegean,1994,1982
DUMLUPINAR ÜNİVERSİTESİ,state,Kütahya,Aegean,1994,1992
EGE ÜNİVERSİTESİ,state,İzmir,Aegean,1994,1955
ERCİYES ÜNİVERSİTESİ,state,Kayseri,Central Anatolia,1994,1982
FIRAT ÜNİVERSİTESİ,state,Elazığ,East Anatolia,1994,1975
GALATASARAY ÜNİVERSİTESİ,state,İstanbul,Marmara,1994,1994
GAZİ ÜNİVERSİTESİ,state,Ankara,Central Anatolia,1994,1982
GAZİANTEP ÜNİVERSİTESİ,state,Gaziantep,Southeastern Anatolia,1994,1987
GAZİOSMANPAŞA ÜNİVERSİTESİ,state,Tokat,Black Sea,1994,1992
GEBZE YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,state,Kocaeli,Marmara,1994,1992
HACETTEPE ÜNİVERSİTESİ,state,Ankara,Central Anatolia,1994,1967
HARRAN ÜNİVERSİTESİ,state,Şanlıurfa,Southeastern Anatolia,1994,1992
İNÖNÜ ÜNİVERSİTESİ,state,Malatya,East Anatolia,1994,1975
İSTANBUL TEKNİK ÜNİVERSİTESİ,state,İstanbul,Marmara,1994,1944
İSTANBUL ÜNİVERSİTESİ,state,İstanbul,Marmara,1994,1933
İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,state,İzmir,Aegean,1994,1992
KAFKAS ÜNİVERSİTESİ,state,Kars,East Anatolia,1994,1992
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ,state,Kahramanmaraş,Mediterranean,1994,1992
KARADENİZ TEKNİK ÜNİVERSİTESİ,state,Trabzon,Black Sea,1994,1955
KIRIKKALE ÜNİVERSİTESİ,state,Kırıkkale,Central Anatolia,1994,1992
KOCAELİ ÜNİVERSİTESİ,state,Kocaeli,Marmara,1994,1992
KOÇ ÜNİVERSİTESİ,foundation,İstanbul,Marmara,1994,1992
MARMARA ÜNİVERSİTESİ,state,İstanbul,Marmara,1994,1982
MERSİN ÜNİVERSİTESİ,state,Mersin,Mediterranean,1994,1992
MUSTAFA KEMAL ÜNİVERSİTESİ,state,Hatay,Mediterranean,1994,1992
NİĞDE ÜNİVERSİTESİ,state,Niğde,Central Anatolia,1994,1992
ONDOKUZ MAYIS ÜNİVERSİTESİ,state,Samsun,Black Sea,1994,1975
ORTA DOĞU TEKNİK ÜNİVERSİTESİ,state,Ankara,Central Anatolia,1994,1956
OSMANGAZİ ÜNİVERSİTESİ,state,Eskişehir,Central Anatolia,1994,1993
PAMUKKALE ÜNİVERSİTESİ,state,Denizli,Aegean,1994,1992
SAKARYA ÜNİVERSİTESİ,state,Sakarya,Marmara,1994,1992
SELÇUK ÜNİVERSİTESİ,state,Konya,Central Anatolia,1994,1975
SÜLEYMAN DEMİREL ÜNİVERSİTESİ,state,Isparta,Mediterranean,1994,1992
TRAKYA ÜNİVERSİTESİ,state,Edirne,Marmara,1994,1982
ULUDAĞ ÜNİVERSİTESİ,state,Bursa,Marmara,1994,1975
YILDIZ TEKNİK ÜNİVERSİTESİ,state,İstanbul,Marmara,1994,1982
YÜZÜNCÜ YIL ÜNİVERSİTESİ,state,Van,East Anatolia,1994,1982
ABANT İZZET BAYSAL ÜNİVERSİTESİ,state,Bolu,Black Sea,1993,1992
ADNAN MENDERES ÜNİVERSİTESİ,state,Aydın,Aegean,1993,1992
AFYON KOCATEPE ÜNİVERSİTESİ,state,Afyonkarahisar,Aegean,1993,1992
AKDENİZ ÜNİVERSİTESİ,state,Antalya,Mediterranean,1993,1982
ANADOLU ÜNİVERSİTESİ,state,Eskişehir,Central Anatolia,1993,1973
ANKARA ÜNİVERSİTESİ,state,Ankara,Central Anatolia,1993,1946
ATATÜRK ÜNİVERSİTESİ,state,Erzurum,East Anatolia,1993,1957
BALIKESİR ÜNİVERSİTESİ,state,Balıkesir,Marmara,1993,1992
BİLKENT ÜNİVERSİTESİ,foundation,Ankara,Central Anatolia,1993,1985
BOĞAZİÇİ ÜNİVERSİTESİ,state,İstanbul,Marmara,1993,1971
BÜLENT ECEVİT ÜNİVERSİTESİ,state,Zonguldak,Black Sea,1993,1992
