Number of clusters,Silhouette_mean (cosine),Silhouette_std (cosine),Silhouette_mean (euclidean),Silhouette_std (euclidean),DaviesBouldin_mean,DaviesBouldin_std,ARI_mean,ARI_std,BIC_mean,BIC_std,AIC_mean,AIC_std
2,0.43528940065664584,5.551115123125783e-17,0.26030438669508293,0.0,1.504183648940747,0.0,1.0,0.0,-121077.85528426242,1.4551915228366852e-11,-121836.8956662936,0.0
3,0.2740361398663922,0.0,0.13814303837937775,0.0,1.931359218911253,0.0,1.0,0.0,-121851.54837288214,0.0,-122991.30617050621,1.4551915228366852e-11
4,0.22312857072273956,2.7755575615628914e-17,0.12448864712552195,0.0,1.981260358702589,1.7199501139797033e-16,1.0,0.0,-122213.33805270013,0.00204678859228032,-123733.81326591712,0.00204678859228032
5,0.21363480081480252,0.004227276994522055,0.12877507374076558,0.001493959823204852,1.6975374635178249,0.07924339267328073,0.9628090912162319,0.02025994235389652,-122293.0588039436,28.622354484550918,-124194.25143275352,28.622354484550918
6,0.2008306135424808,0.006464984974422985,0.11480563761983473,0.015345869449288995,1.6684010331029362,0.10403381776902094,0.765764930112541,0.10531413301002723,-122206.36189264045,16.580748390688026,-124488.27193704326,16.580748390688022
7,0.1875064296739366,0.009598682891583147,0.11140690585205985,0.00852797273664944,1.7449523225493517,0.0491341312769458,0.6566801615585562,0.1223399640410779,-122098.58597436652,31.69491733033714,-124761.21343436225,31.69491733033714
8,0.1829415364630938,0.012843914885243826,0.10540288752932918,0.0045389137656207815,1.7368831554283148,0.14307563170741816,0.6865889184842948,0.08777934207267811,-121962.71012329182,30.349422421135866,-125006.05499888049,30.349422421135866
9,0.1844492162197437,0.008363597336926492,0.11038103806051872,0.004116579341170036,1.628200249816846,0.12649865655620263,0.6968173857256612,0.07189794133917031,-121776.45319731072,23.78807027077383,-125200.51548849232,23.78807027077383
10,0.1801591494267638,0.013353308454902364,0.10598873341918,0.0050750751852929885,1.5047326399607044,0.08485165706996313,0.686151318797666,0.032467996127034326,-121596.32913447409,86.85599690665775,-125401.1088412486,86.85599690665775
11,0.1726929713306488,0.012960957812884435,0.10456906228192964,0.001790341375101708,1.393467649635865,0.12083858737534846,0.6315177102486638,0.06684054222426232,-121340.34185888855,98.16290067177792,-125525.83898125598,98.16290067177792
12,0.15475977724871376,0.019532895607664955,0.09570202723986297,0.008584092097132639,1.4606758154898247,0.09278380255128517,0.5960367613725452,0.07818881330676827,-121095.61192002389,98.03424252390612,-125661.8264579842,98.03424252390612
13,0.1744503379362729,0.02055496291921292,0.09875029195490245,0.01142798199448506,1.3279745847580346,0.11285093948305601,0.674388634421321,0.07948086999191588,-120882.7320507293,86.20351552379155,-125829.66400428259,86.20351552379155
14,0.14104357355075164,0.022396184352458333,0.0818660017835339,0.009804195134331877,1.3410697664615736,0.09619151112153032,0.5673515570515757,0.1156728722824052,-120500.07651278481,47.02964890400612,-125827.72588193098,47.029648904006116
