Number of clusters,Silhouette_mean,Silhouette_std,DaviesBouldin_mean,DaviesBouldin_std,ARI_mean,ARI_std,Consensus
2,0.15897866105691927,0.004255716588242395,2.249513044835392,0.04485786490329849,0.9287962564043278,0.05473182523542475,0.6032716049382716
3,0.0925343277031501,0.0027478255125030853,2.7870886853807577,0.01734661207977021,0.8116554660716245,0.12054832826698814,0.3690123456790123
4,0.07278195220663532,0.010706957255695653,2.6635279943343364,0.1868924296656083,0.5006997598350852,0.14464028628658723,0.2978395061728395
5,0.06435601246589047,0.007034255054421817,2.7050032645749282,0.15899162904456876,0.44247185575466924,0.10538695928262144,0.23117283950617284
6,0.06148421491855718,0.00746995373962066,2.574953773479519,0.2071826153764684,0.4335403807074012,0.10581059235916022,0.2220679012345679
7,0.05790727535412461,0.005014296395842461,2.4481049051762906,0.1506602484112801,0.47647162847528934,0.09209295599802539,0.20947530864197533
8,0.04913218700975538,0.006385363045485445,2.3613906325192806,0.1481653148471704,0.4345080350655588,0.11517988746777401,0.17521604938271607
9,0.05093808432640867,0.009177852997868798,2.334124604264861,0.15394274393281043,0.46360122326449393,0.1011470689596786,0.15746913580246916
10,0.04588421721309035,0.013847018351325334,2.256136160912345,0.13908967245011572,0.4172527812547994,0.08577499987441362,0.1474074074074074
11,0.0402294112856285,0.01083136494029554,2.1865471739657183,0.11010689561504382,0.4159548692984995,0.09828012010143539,0.13487654320987655
12,0.04919732684633853,0.010251271620085484,2.070643601387986,0.16369597697113322,0.4241854256354031,0.09043227810666389,0.13058641975308644
13,0.03958414300313822,0.010514261672423305,2.054128313717993,0.10034261354398033,0.4098694467264572,0.10502158797485378,0.11919753086419753
14,0.04040613124672768,0.014635942763941623,1.9384562596759385,0.08166900055590748,0.4624711047381932,0.10001347611717572,0.11737654320987655
